"","391","708","668","669","748","828","501","382","541","422","709","589","865","788","581","421","351","352","461","906","502","827","430","823","312","499","232","392"
"391",0,0.952380952380952,0.8,1,0.862068965517241,0.862068965517241,0.96,0.888888888888889,0.846153846153846,0.842105263157895,0.9,1,1,0.941176470588235,0.933333333333333,1,0.642857142857143,0.714285714285714,0.846153846153846,1,1,1,0.9,1,0.857142857142857,1,0.9,1
"708",0.952380952380952,0,0.620689655172414,0.875,0.678571428571428,0.84375,0.928571428571429,0.857142857142857,1,0.631578947368421,0.928571428571429,0.9375,0.928571428571429,0.952380952380952,0.823529411764706,0.923076923076923,0.904761904761905,0.952380952380952,0.882352941176471,0.785714285714286,1,0.904761904761905,1,1,0.888888888888889,0.9375,1,1
"668",0.8,0.620689655172414,0,0.933333333333333,0.542857142857143,0.725,0.842105263157895,0.774193548387097,0.9,0.709677419354839,0.964285714285714,0.931034482758621,0.925925925925926,0.909090909090909,0.827586206896552,0.962962962962963,0.806451612903226,0.875,0.862068965517241,0.851851851851852,0.962962962962963,0.766666666666667,0.964285714285714,0.962962962962963,0.9375,0.966666666666667,0.925925925925926,0.96551724137931
"669",1,0.875,0.933333333333333,0,0.925925925925926,0.925925925925926,0.952380952380952,1,1,1,0.833333333333333,1,1,0.923076923076923,1,1,0.928571428571429,0.923076923076923,0.9,1,1,1,0.833333333333333,0.8,0.8,1,1,0.857142857142857
"748",0.862068965517241,0.678571428571428,0.542857142857143,0.925925925925926,0,0.666666666666667,0.71875,0.833333333333333,0.928571428571429,0.806451612903226,1,0.923076923076923,0.916666666666667,0.9,0.892857142857143,0.958333333333333,0.740740740740741,0.777777777777778,0.928571428571429,0.923076923076923,0.958333333333333,0.827586206896552,0.96,1,0.851851851851852,0.962962962962963,1,0.961538461538461
"828",0.862068965517241,0.84375,0.725,0.925925925925926,0.666666666666667,0,0.71875,0.870967741935484,0.928571428571429,0.84375,0.96,0.962962962962963,0.916666666666667,0.777777777777778,0.892857142857143,1,0.866666666666667,0.96875,0.846153846153846,0.88,0.958333333333333,0.785714285714286,1,0.958333333333333,0.966666666666667,0.962962962962963,0.916666666666667,0.961538461538461
"501",0.96,0.928571428571429,0.842105263157895,0.952380952380952,0.71875,0.71875,0,0.727272727272727,0.789473684210526,0.8,0.944444444444444,0.95,0.944444444444444,0.916666666666667,0.909090909090909,1,0.875,0.96,0.789473684210526,1,0.941176470588235,0.826086956521739,1,1,0.909090909090909,0.894736842105263,1,0.947368421052632
"382",0.888888888888889,0.857142857142857,0.774193548387097,1,0.833333333333333,0.870967741935484,0.727272727272727,0,0.9375,0.666666666666667,1,1,1,0.947368421052632,0.875,0.909090909090909,0.6875,0.947368421052632,0.692307692307692,1,1,0.833333333333333,1,1,0.941176470588235,0.846153846153846,1,0.923076923076923
"541",0.846153846153846,1,0.9,1,0.928571428571429,0.928571428571429,0.789473684210526,0.9375,0,0.882352941176471,0.857142857142857,1,1,1,0.916666666666667,1,0.933333333333333,0.846153846153846,0.909090909090909,1,1,0.933333333333333,1,1,1,1,0.857142857142857,1
