"id","institutioncode","collectioncode","catalognumber","gen_sp","subspecies","identifiedby","latitude","longitude"
1781,"NY","NY","00504675","Comanthera giuliettiae",NA,"L. Echternacht",-11.5539317677047,-41.1558252067773
1782,"NY","NY","00898281","Comanthera elegans",NA,"L. Echternacht",-18.6084842990958,-43.379375372372
1792,"NY","NY","00886303","Comanthera curralensis",NA,"N. Hensold",-11.45,-41.12
1797,"NY","NY","00571922","Comanthera paepalophylla",NA,"L. Echternacht",-13.13,-41.83
1802,"NY","NY","00538325","Comanthera giuliettiae",NA,"L. Echternacht",-10.37,-41.32
1805,"NY","NY","00103703","Comanthera kegeliana","goyazensis","H. N. Moldenke",-14.1361863978701,-47.5101417129434
1806,"NY","NY","00898465","Comanthera xeranthemoides",NA,"L. Echternacht",-12.85,-51.75
1811,"NY","NY","00898404","Comanthera euschemus",NA,"N. Hensold",-16.7723416525899,-47.6137541731285
1812,"NY","NY","1747904","Comanthera cipoensis",NA,"A. M. Giulietti",-19.005989,-43.758969
1820,"NY","NY","00898528","Comanthera squarrosa",NA,"L. Echternacht",-19.0409924221712,-43.4248788829597
1822,"NY","NY","00898403","Comanthera euschemus",NA,"H. N. Moldenke",-16.7237405312805,-47.6804584608925
1826,"NY","NY","00898445","Comanthera xeranthemoides",NA,"L. Echternacht",-14.63,-52.23
1834,"NY","NY","00898442","Comanthera elegantula",NA,"L. Echternacht",-19.0409924221712,-43.4248788829597
1835,"NY","NY","00538280","Comanthera paepalophylla",NA,"L. Echternacht",-13.55,-41.95
1853,"NY","NY","00898392","Comanthera aciphylla",NA,"H. N. Moldenke",-18.24015,-43.6007
1855,"NY","NY","00898402","Comanthera euschemus",NA,"H. N. Moldenke",-16.73193,-47.6
1859,"NY","NY","00684937","Comanthera harleyi",NA,"L. Echternacht",-10.35,-41.22
1865,"NY","NY","00898521","Comanthera rupprechtiana",NA,"L. Echternacht",-18.27,-43.6889
1869,"NY","NY","01038709","Comanthera reflexa",NA,"L. Echternacht",-8.462745,-58.404238
1874,"NY","NY","00538225","Comanthera curralensis",NA,"N. Hensold",-10.37,-41.32
1876,"NY","NY","00571919","Comanthera giuliettiae",NA,"L. Echternacht",-13.32,-41.85
1877,"NY","NY","00898401","Comanthera euschemus",NA,"H. N. Moldenke",-16.72289,-47.6
1890,"NY","NY","00538343","Comanthera nivea",NA,"L. Echternacht",-20.130068,-43.508849
1892,"NY","NY","01198590","Comanthera linearis",NA,"L. Echternacht",-14.2814954259902,-38.9965836192823
1894,"NY","NY","00898410","Comanthera nivea",NA,"L. Echternacht",-20.098789,-43.488109
1896,"NY","NY","00571719","Comanthera giuliettiae",NA,"L. Echternacht",-13.3,-41.87
1914,"NY","NY","00898439","Comanthera nivea",NA,"L. Echternacht",-20.125,-43.508
1918,"NY","NY","00538308","Comanthera vernonioides",NA,"L. Echternacht",-13.28,-41.87
1937,"NY","NY","00898358","Comanthera brasiliana",NA,"L. Echternacht",-18.1422,-43.0594
1944,"NY","NY","00898287","Comanthera elegans",NA,"L. Echternacht",-18.6084842990958,-43.379375372372
1955,"NY","NY","00886610","Comanthera vernonioides",NA,"L. Echternacht",-13.0092666818479,-41.3706393848679
1989,"NY","NY","00103651","Comanthera floccosa",NA,"H. N. Moldenke",-11.12,-42.73
1996,"NY","NY","00898449","Comanthera xeranthemoides",NA,"L. Echternacht",-15.8,-46.74996
1998,"NY","NY","00571937","Comanthera paepalophylla",NA,"L. Echternacht",-13.07,-41.9
2000,"NY","NY","00571626","Comanthera bisulcata",NA,"L. Echternacht",-13.1555700155626,-41.7728657096051
2002,"NY","NY","00898548","Comanthera nivea",NA,"L. Echternacht",-20.8674205600892,-46.3884823203821
2005,"NY","NY","00571954","Comanthera giuliettiae",NA,"L. Echternacht",-13.3,-41.85
2008,"NY","NY","00898280","Comanthera elegans",NA,"L. Echternacht",-18.27,-43.6889
2012,"NY","NY","00898360","Comanthera bisulcata",NA,"L. Echternacht",-18.4234,-43.70265
2028,"NY","NY","00898467","Comanthera xeranthemoides",NA,"L. Echternacht",-15.415111,-55.80725
2030,"NY","NY","00749708","Comanthera harleyi",NA,"L. Echternacht",-10.403056,-41.3225
2032,"NY","NY","00571930","Comanthera mucugensis",NA,"L. Echternacht",-13.23,-41.38
2041,"NY","NY","00898455","Comanthera xeranthemoides",NA,"L. Echternacht",-12.82,-51.77
2052,"NY","NY","00898441","Comanthera aciphylla",NA,"L. Echternacht",-18.91111,-43.757
2065,"NY","NY","1747896","Comanthera nitida",NA,"D. C. Zappi",-18.9478,-43.7567
2068,"NY","NY","00898545","Comanthera aciphylla",NA,"L. Echternacht",-18.6084842990958,-43.379375372372
2070,"NY","NY","00898517","Comanthera vernonioides",NA,"L. Echternacht",-18.27,-43.6889
2075,"NY","NY","1802171","Comanthera nivea",NA,"R. C. Forzza",-21.6964,-43.8883
2081,"NY","NY","00898443","Comanthera squarrosa",NA,"L. Echternacht",-20.2916151948885,-43.5082859302814
2086,"NY","NY","01038708","Comanthera vernonioides",NA,"L. Echternacht",-18.4056,-43.3306
2089,"NY","NY","00898456","Comanthera xeranthemoides",NA,"L. Echternacht",-12.82,-51.77
2090,"NY","NY","00818447","Comanthera nivea",NA,"L. Echternacht",-21.723447,-44.98139
2100,"NY","NY","00504677","Comanthera linearis",NA,"L. Echternacht",-14.37,-39.07
2101,"NY","NY","00886301","Comanthera retroflexa",NA,"L. Echternacht",-13.0092666818479,-41.3706393848679
2102,"NY","NY","00572016","Comanthera mucugensis",NA,"L. Echternacht",-13.38,-41.85
2106,"NY","NY","00898361","Comanthera bisulcata",NA,"L. Echternacht",-18.15,-43.55
2110,"NY","NY","00898357","Comanthera nivea",NA,"H. N. Moldenke",-18.6084842990958,-43.379375372372
2113,"NY","NY","00538217","Comanthera giuliettiae","bahiensis","H. N. Moldenke",-11.63,-41.03
2115,"NY","NY","00898406","Comanthera nivea",NA,"L. Echternacht",-21.145111,-44.302262
2119,"NY","NY","00898409","Comanthera dealbata",NA,"L. Echternacht",-16.5631441886376,-42.889540899897
2122,"NY","NY","00538298","Comanthera imbricata",NA,"L. Echternacht",-12.92,-38.35
2123,"NY","NY","00898433","Comanthera vernonioides",NA,"L. Echternacht",-17.88,-44.25
2124,"NY","NY","00898525","Comanthera aciphylla",NA,"L. Echternacht",-18.167,-43.617
2129,"NY","NY","00898285","Comanthera elegans",NA,"L. Echternacht",-18.2531772779915,-43.6004898201051
2135,"NY","NY","00571733","Comanthera bisulcata",NA,"L. Echternacht",-13.1555700155626,-41.7728657096051
2142,"NY","NY","00572018","Comanthera paepalophylla",NA,"L. Echternacht",-13.27,-41.9
2144,"NY","NY","00898282","Comanthera elegans",NA,"L. Echternacht",-18.2531772779915,-43.6004898201051
2149,"NY","NY","00504670","Comanthera linearis",NA,"L. Echternacht",-14.37,-39.07
2152,"NY","NY","00898464","Comanthera xeranthemoides",NA,"L. Echternacht",-13.0405629163234,-46.7720917445959
2154,"NY","NY","02447158","Comanthera bisulcata",NA,"L. Echternacht",-17.7,-44.3
2163,"NY","NY","00898466","Comanthera xeranthemoides",NA,"L. Echternacht",-12.85,-51.75
2167,"NY","NY","00886611","Comanthera vernonioides",NA,"L. Echternacht",-13.0092666818479,-41.3706393848679
2178,"NY","NY","00898450","Comanthera vernonioides",NA,"L. Echternacht",-18.6,-43.52
2196,"NY","NY","00571925","Comanthera giuliettiae",NA,"L. Echternacht",-13.32,-41.85
2197,"NY","NY","00898405","Comanthera nivea",NA,"L. Echternacht",-21.9796428079317,-44.6033630991796
2208,"NY","NY","00572015","Comanthera mucugensis",NA,"L. Echternacht",-13.25,-41.92
2219,"NY","NY","00538311","Comanthera vernonioides",NA,"L. Echternacht",-13.02,-41.4
2222,"NY","NY","00572014","Comanthera vernonioides",NA,"L. Echternacht",-13.23,-41.9
2225,"NY","NY","00898457","Comanthera xeranthemoides",NA,"L. Echternacht",-12.82,-51.77
2230,"NY","NY","01132094","Comanthera dealbata",NA,"L. Echternacht",-18.2531772779915,-43.6004898201051
2242,"NY","NY","00898546","Comanthera aciphylla",NA,"L. Echternacht",-18.2531772779915,-43.6004898201051
2245,"NY","NY","00898547","Comanthera aciphylla",NA,"L. Echternacht",-18.2531772779915,-43.6004898201051
2252,"NY","NY","00898363","Comanthera bisulcata",NA,"L. Echternacht",-16.5631441886376,-42.889540899897
2255,"NY","NY","00538309","Comanthera retroflexa",NA,"L. Echternacht",-12.98,-41.35
2265,"NY","NY","00898447","Comanthera xeranthemoides",NA,"L. Echternacht",-15.415111,-55.80725
2266,"NY","NY","00898275","Comanthera bisulcata",NA,"L. Echternacht",-14.096987445277,-46.3695671874648
2270,"NY","NY","00898551","Comanthera nivea",NA,"L. Echternacht",-16.8759505022351,-43.0107491887908
2284,"NY","NY","00538331","Comanthera xeranthemoides",NA,"L. Echternacht",-18.87,-43.4
2285,"NY","NY","00898222","Comanthera squarrosa",NA,"L. Echternacht",-20.2916151948885,-43.5082859302814
2286,"NY","NY","01093189","Comanthera xeranthemoides",NA,"L. Echternacht",-16.4745127361312,-54.6365118986479
2288,"NY","NY","00886304","Comanthera giuliettiae",NA,"L. Echternacht",-11.45,-41.12
2304,"NY","NY","01144352","Comanthera giuliettiae",NA,"L. Echternacht",-11.565,-41.0594
2308,"NY","NY","00898519","Comanthera nitida",NA,"L. Echternacht",-18.617,-43.883
2313,"NY","NY","00898522","Comanthera vernonioides",NA,"L. Echternacht",-18.4417,-43.4861
2314,"NY","NY","00898278","Comanthera elegantula",NA,"L. Echternacht",-18.3944,-43.3306
2321,"NY","NY","00898339","Comanthera nitida",NA,"L. Echternacht",-19.0409924221712,-43.4248788829597
2324,"NY","NY","00538224","Comanthera curralensis","paucifolius","H. N. Moldenke",-11.5539317677047,-41.1558252067773
2329,"NY","NY","00103659","Comanthera hatschbachii",NA,"H. N. Moldenke",-11.5539317677047,-41.1558252067773
2331,"NY","NY","00538310","Comanthera mucugensis",NA,"L. Echternacht",-13.02,-41.4
2332,"NY","NY","00898408","Comanthera elegantula",NA,"L. Echternacht",-21.7260379383123,-44.9855887642241
2333,"NY","NY","00572010","Comanthera paepalophylla",NA,"L. Echternacht",-13.12,-41.9
2334,"NY","NY","00898356","Comanthera cipoensis",NA,"L. Echternacht",-19.388386,-43.539757
