datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode
"2019-11-13 11:15:13-03"	USP	SPF	137555	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				297		"Farinaccio, MA"	1999	05	14				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento, torre de observação próximo ao Curral de Pedras."	0	0	-46.3657989501953	-20.2453002929688	57119												"Erva em solo arenoso, latescente. Flores de cálice verde a vináceo, corola externamente creme a vinácea, internamente creme, ginostégtio verde a creme. Perfumadas às 17 horas."	SPF00137555
"2019-11-13 11:15:13-03"	USP	SPF	138460	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				383		"Farinaccio, MA"	1999	09	30				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Bordas da serra, na parte superior na cachoeira Casca d#?#Anta."	0	0	-46.3657989501953	-20.2453002929688	57119												"Subarbusto em solo areno-pedregoso, ca. 30 cm alt. Frutos imaturos verdes."	SPF00138460
"2019-11-13 11:15:13-03"	USP	SPF	138461	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				415		"Farinaccio, MA"	1999	10	02				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Serra Brava."	0	0	-46.3657989501953	-20.2453002929688	57119												"Subarbusto em solo pedregoso. Frutos maduros verde-amarelados passando a verde-vináceos."	SPF00138461
"2019-11-13 11:15:13-03"	USP	SPF	138462	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				416		"Farinaccio, MA"	1999	10	02				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Campos nos sopés da Serra Brava."	0	0	-46.3657989501953	-20.2453002929688	57119												"Subarbusto em solo areno-pedregoso. Frutos maduros verde-acastanhados dispersando sementes."	SPF00138462
"2019-11-13 11:15:13-03"	USP	SPF	140906	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				4531		"Pirani, JR"	2000	01	18				Brasil	Bahia	Mucugê	"Estrada para Barra da Estiva, alto da Chapada Diamantina. Cerradão, latossolo vermelho-amarelo, argiloso."	-41.4925	-13.246389					1114	1114									"Subarbusto ereto, pouco ramificado, heliófilo. Flores creme, externamente vináceas, opacas. Freqüente, mas indivíduos esparsos."	SPF00140906
"2019-11-13 11:15:13-03"	USP	SPF	142861	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2000	09			1617		"Forzza, RC"	2000	07	31				Brasil	Goiás	"Alto Paraíso de Goiás"	"Rod. GO 118, km 174, ca. 7 km de Alto Paraíso de Goiás. Fazenda Água Fria. Campo rupestre."	-47.5	-14.066667															"Planta em solo arenoso, próximo à floramento rochoso. Flores passadas castanhas. Frutos verdes."	SPF00142861
"2019-11-13 11:15:13-03"	USP	SPF	144055	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				1527		"Romero, R"	1994	12	08				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Após a entrada para a Cachoeira da Casca D#?#Anta, estrada para Sacramento. Campo limpo, solo pedregoso, 2 meses após queimada."	0	0	-46.3657989501953	-20.2453002929688	57119												"Subarbusto, ca. 0.5 m. Cálice esverdeado. Corola branca."	SPF00144055
"2019-11-13 11:15:13-03"	USP	SPF	144056	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				450		"Nakajima, JN"	1994	10	15				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Morro próximo à sede administrativa. Campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbáceo, ca. 0.2 m. Frutos esverdeados."	SPF00144056
"2019-11-13 11:15:13-03"	USP	SPF	144057	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				1825		"Nakajima, JN"	1996	07	08				Brasil	"Minas Gerais"	Sacramento	"Guarita de Sacramento."	0	0	-47.439998626709	-19.8652992248535	69737												"Herbáceo, ca. 0.25 m. Cálice esverdeado. Corola amarelada. Coluna esverdeada."	SPF00144057
"2019-11-13 11:15:13-03"	USP	SPF	144058	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				1876		"Nakajima, JN"	1996	07	09				Brasil	"Minas Gerais"	"São Roque de Minas"	"Serra atrás da nascente do Rio São Francisco. Campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbáceo, ca. 0.2 m. Cálice esverdeado. Corola creme. coluna esverdeada."	SPF00144058
"2019-11-13 11:15:13-03"	USP	SPF	144059	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				2172		"Nakajima, JN"	1997	02	20				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Subarbusto ca. 0.3 m. Flores esverdeadas. Apêndice estigmático esverdeado. Frutos esverdeados."	SPF00144059
"2019-11-13 11:15:13-03"	USP	SPF	144060	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				2288		"Nakajima, JN"	1997	04	15				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Guarita de Sacramento, ca. 1 km da cidade. Campo rupestre"	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbácea ca. 0.3 m. Planta latescente. Cálice esverdeado. Corola e corona amarelado-esverdeado. Apêndice estigmático amarelado-claro."	SPF00144060
"2019-11-13 11:15:13-03"	USP	SPF	144061	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				2576		"Nakajima, JN"	1997	06	24				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Guarita de Sacramento, captação de água. Campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Subarbusto ca. 0.3 m. Cálice esverdeado a acastanhado. Corola creme. Corona e ginostégio esverdeados."	SPF00144061
"2019-11-13 11:15:13-03"	USP	SPF	144062	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				2589		"Nakajima, JN"	1997	06	26				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Chapadão da Babilônia, lado voltado para Delfinópolis, próximo ao vale do Rio Santo Antônio, campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbáceo ca. 0.3 m. Cálice esverdeado. Corola externamente acastanhada, internamente creme. Corona e apêndice estigmático creme."	SPF00144062
"2019-11-13 11:15:13-03"	USP	SPF	144063	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				2683		"Nakajima, JN"	1997	08	20				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Estrada para o sítio João Domingos. Campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Subarbusto ca. 0.3 m. Cálice esverdeado. Corola creme."	SPF00144063
"2019-11-13 11:15:13-03"	USP	SPF	144064	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				2814		"Nakajima, JN"	1997	10	15				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Estrada para o sítio do João Domingos, campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbáceo ca. 0.3 m. Frutos imaturos esverdeados, maduros acastanhados (material testemunho para germinação)."	SPF00144064
"2019-11-13 11:15:13-03"	USP	SPF	144065	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				2644		"Romero, R"	1995	07	19				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Garagem de Pedras. Campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbácea, ca. 0.3 m. Cálice verde. Corola creme."	SPF00144065
"2019-11-13 11:15:13-03"	USP	SPF	144066	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				2979		"Romero, R"	1995	09	28				Brasil	"Minas Gerais"	"São Roque de Minas"	"Serra Brava, próximo ao Mirante, campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbáceo, ca. 0.25 m. Cálice verde escuro. Corola verde claro."	SPF00144066
"2019-11-13 11:15:13-03"	USP	SPF	144067	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				2851		"Nakajima, JN"	1997	10	15				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Chapadão do Diamante, final da estrada. Campo limpo associado em campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbáceo ca. 0.2 m. Cálice esverdeado. Corola creme."	SPF00144067
"2019-11-13 11:15:13-03"	USP	SPF	144068	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				3253		"Romero, R"	1996	01	12				Brasil	"Minas Gerais"	"São Roque de Minas"	"Estrada São Roque - Sacramento, morro após o vale do Rio São Francisco. Campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbáceo, ca. 0.3 m. Cálice esverdeado. Corola creme. Coluna creme."	SPF00144068
"2019-11-13 11:15:13-03"	USP	SPF	144069	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				3502		"Romero, R"	1996	05	25				Brasil	"Minas Gerais"	"São Roque de Minas"	"Estrada para o sítio de João Domingos. Campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbáceo, ca. 0.3 m. Cálice esverdeado. Corola e coluna creme."	SPF00144069
"2019-11-13 11:15:13-03"	USP	SPF	144070	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				3851		"Romero, R"	1997	02	19				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Morro próximo à sede administrativa. Campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Subarbusto ca. 0.5 m. Botões florais amarelo-esverdeados."	SPF00144070
"2019-11-13 11:15:13-03"	USP	SPF	144071	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				4075		"Romero, R"	1997	04	16				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Trilha do Córrego da Fazenda. Campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbácea, ca. 0.3 m. Cálice verde. Corola creme. Ginostégio verde-claro."	SPF00144071
"2019-11-13 11:15:13-03"	USP	SPF	144072	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				4123		"Romero, R"	1997	04	17				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Trilha do paredão da Serra da Canastra (caminho). Campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbácea, ca. 0.2 m. Cálice verde. Corola externamente castanha, internamente alva. Ginostégio esverdeado. Flores levemente perfumadas."	SPF00144072
"2019-11-13 11:15:13-03"	USP	SPF	144073	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				4161		"Romero, R"	1997	04	19				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, BAse do morro próximo à sede administrativa. Campo rupestre em biera de trilha."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbácea, ca. 0.25 m. Cálice esverdeado. Corola creme. Ginostégio esverdeado."	SPF00144073
"2019-11-13 11:15:13-03"	USP	SPF	144074	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				4180		"Romero, R"	1997	04	19				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Córrego dos Passageiros. Campo limpo."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbácea ca. 0.2 m. Cálice esverdeado. Corola creme. Corona esverdeada."	SPF00144074
"2019-11-13 11:15:13-03"	USP	SPF	144075	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				4356		"Romero, R"	1997	06	29				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Chapadão do Diamante. Campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbácea ca. 0.3 m. Cálice esverdeado. Corola creme. Corona e apêndice estigmático esverdeados."	SPF00144075
"2019-11-13 11:15:13-03"	USP	SPF	144076	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				4597		"Romero, R"	1997	10	14				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Estrada para a Serra da Chapada. Campo limpo, solo pedregoso, 2 meses após queimada."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbácea, ca. 0.2 m. Cálice verde. Corola creme. Apêndices e ginostégio creme. Corona verde."	SPF00144076
"2019-11-13 11:15:13-03"	USP	SPF	144077	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				4772		"Romero, R"	1997	10	18				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Chapadão da Zagaia de frente para a Serra das Sete Voltas, após a torre de observação. Campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbácea, ca. 0.2 m. Frutos imaturos verdes."	SPF00144077
"2019-11-13 11:15:13-03"	USP	SPF	144078	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				4777		"Romero, R"	1997	10	18				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Chapadão da Zagaia de frente para a Serra das Sete Voltas, após a torre de observação. Campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbácea, ca. 0.1 m. Cálice verde, corona creme. Ginostégio verde-claro. Flor levemente odorífera."	SPF00144078
"2019-11-13 11:15:13-03"	USP	SPF	144079	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				4943		"Romero, R"	1998	01	10				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Morro após o Córrego dos Passageiros. Campo limpo, solo pedregoso."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbácea, ca. 0.15 m. Cálice verde. Corola creme. Coluna esverdeada."	SPF00144079
"2019-11-13 11:15:13-03"	USP	SPF	144080	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Farinaccio, MA"	2000	11			4970		"Romero, R"	1998	01	10				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Morro antes do Córrego dos Passageiros. Campo rupestre."	0	0	-46.3657989501953	-20.2453002929688	57119												"Herbácea, ca. 0.15 m. Cálice verde. Corola creme. Coluna verde. Frutos verdes a avermelhados."	SPF00144080
"2019-11-13 11:15:13-03"	USP	SPF	144928	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				357		"Fonseca, ML"	1995	06	20				Brasil	Goiás	Niquelândia	"Estrada à esquerda da Mina de Niquel, passando por baixo do teleférico. Solo pedregoso."	-48.398333	-14.339167															"Subabusto; botões e flores alvas."	SPF00144928
"2019-11-13 11:15:13-03"	USP	SPF	144929	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				2213		"Fonseca, ML"	1999	12	23				Brasil	"Distrito Federal"	Brasília	"Reserva Ecológica do IBGE, Área do Córrego Taquara. Local queimado há 5 meses. Campo sujo; solo argiloso."	-48.405833	-15.931944															"Subarbusto heliófito, ca. 0.70 cm alt.; folhas de cor verde e flores creme."	SPF00144929
"2019-11-13 11:15:13-03"	USP	SPF	145234	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				67892		"Hatschbach, G"	1998	03	18				Brasil	Bahia	"Rio de Contas"	"Estrada para o Pico das Almas, próximo da Fazenda Brumadinho. Campo rupestre, solo arenoso."	0	0	-41.8114013671875	-13.5789003372192	49773												"Ereta, látex alvo, flor creme."	SPF00145234
"2019-11-13 11:15:13-03"	USP	SPF	149771	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				1320		"Munhoz, C"	2000	05	16				Brasil	"Distrito Federal"	Brasília	"Fazenda Água Limpa, divisa com o Cristo Redentor (Jardim Botânico de Brasília) e o IBGE, na mata de galeria do Córrego Taquara. Campo limpo úmido."	-47.905556	-15.929278															"Subarbusto ca. 50 cm. Flores velhas. Frutos jovens e maturos."	SPF00149771
"2019-11-13 11:15:13-03"	USP	SPF	155769	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				267		"Lima, LR"	2003	02	02				Brasil	Bahia	"Rio de Contas"	"Pico das Almas, Campos à direita do Queiroz, ca. de 500 m após o riacho, na base dos grandes afloramentos rochosos."	-41.9575	-13.518611					1500	1500									"Erva, ca. 20 cm alt., em campo com solo pedregoso. Sépalas e corona verdes. Pétalas alvas."	SPF00155769
"2019-11-13 11:15:13-03"	USP	SPF	157016	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Farinaccio, MA"	2003	03			508		"Farinaccio, MA"	2003	03	16				Brasil	"Minas Gerais"	"São Roque de Minas"	"Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento, na base do morro, antes da nascente do Rio São Francisco."	-46.421056	-20.207917					1351	1351									"Planta ereta, latescente. Flores creme."	SPF00157016
"2019-11-13 11:15:13-03"	USP	SPF	163688	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				689		"Farinaccio, MA"	2004	04	02				Brasil	Bahia	"Rio de Contas"	"Pico das Almas, Pico a NW do Queiroz."	-41.95	-13.5					1500	1500									"Planta ereta, latescente, muito freqüente na base dos morros, em solo areno-pedregoso. Flores creme. Corona e ginostégio verdes."	SPF00163688
"2019-11-13 11:15:13-03"	USP	SPF	163689	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				703		"Farinaccio, MA"	2004	04	05				Brasil	Bahia	Mucugê	"Parque Nacional da Chapada Diamantina, Morro de São Pedro, 2.3 km na estrada para Guiné, entrada a 8 km de Mucujê na rodovia Mucujê - Barra da Estiva (BA 142). Campo sujo em encosta de paredão rochoso."	-41.434167	-13.005556					1133	1133									"Planta ereta, latescente em solo pedregoso. Flores creme. Corona verde."	SPF00163689
"2019-11-13 11:15:13-03"	USP	SPF	163691	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				2531		"Forzza, RC"	2003	12	02				Brasil	Goiás	"Alto Paraíso de Goiás"	"Serra da Baliza, Próximo à casinhola no alto da serra, 5.2 km da rodovia Alto Paraíso de Goiás-Brasília, entrada a 5.2 km da saída de Alto Paraíso de Goiás (BR-010,km 162). Campo limpo em solo areno-pedregoso com afloramentos quartizíticos com Velloz"	-47.478889	-14.155833					1481	1481									"Planta em solo arenoso. Flores com cálice verde; corola creme."	SPF00163691
"2019-11-13 11:15:13-03"	USP	SPF	168801	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				2354		"Ceccantini, GCT"	2004	12	20				Brasil	"Minas Gerais"	Araxá		0	0	-46.940601348877	-19.5932998657227	29994												"Flor creme esverdeada."	SPF00168801
"2019-11-13 11:15:13-03"	USP	SPF	171097	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				201		"Faria, JG"	1999	06	15				Brasil	"Distrito Federal"	Brasília	"Fazenda Sucupira, lado direto da estrada principal da fazenda, beirando o córrego (perto das casas). Cerrado strictu sensu. Solo com afloramento de rocha, terreno úmido (lateral do morro)."	-48.016667	-15.916667					1070	1070									"Subarbusto. Pilosidade nos ramos e folhas."	SPF00171097
"2019-11-13 11:15:13-03"	USP	SPF	174814	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				5686		"Mendonça, RC"	2004	07	11				Brasil	Tocantins	Almas	"RPPN Fazenda Minnehaha, Ca. 70 km a SW da cidade de Almas. Solo com textura arenoso. Transição de cerrado s.s. com campo limpo."	-47.147778	-11.136667					430	430									"Subarbusto ca. 1 m de alt., heliófilo, caule com casca lisa, folhas cartáceas; flor com cálice verde amarelado e corola amarela, botão floral cor verde amarelada."	SPF00174814
"2019-11-13 11:15:13-03"	USP	SPF	177933	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				134		"Monguilhott, L"	2005	11	22				Brasil	"Minas Gerais"	"Lima Duarte"	"Parque Estadual do Ibitipoca, Parque Estadual de Ibitipoca, próximo ao lago dos espelhos."	0	0	-43.793098449707	-21.8425006866455	30417												"Subarbusto, ramos eretos, flores creme, sépalas verdes. Crescendo em meio à rochas."	SPF00177933
"2019-11-13 11:15:13-03"	USP	SPF	177934	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				144		"Monguilhott, L"	2005	11	23				Brasil	"Minas Gerais"	"Lima Duarte"	"Parque Estadual do Ibitipoca, Parque Estadual de Ibitipoca, , subida para o Cruzeiro."	0	0	-43.793098449707	-21.8425006866455	30417													SPF00177934
"2019-11-13 11:15:13-03"	USP	SPF	182950	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				1710		"Amaral, AG"	2007	07	06				Brasil	"Distrito Federal"	Brasília	"Fazenda Água Limpa, borda de mata de galeria. Campo limpo."	-47.905778	-15.9265					1050	1050									"Subarbusto. folhas madruas. Flores abertas e botões. Pétalas amarelas. Tamanho 70 cm."	SPF00182950
"2019-11-13 11:15:13-03"	USP	SPF	182951	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2008				1433		"Amaral, AG"	2007	05	03				Brasil	"Distrito Federal"	Brasília	"Fazenda Água Limpa, borda de mata de galeria. Campo limpo."	-47.905778	-15.9265					1050	1050									"Subarbusto. Folhas novas e maduras. Botões florais. Sépalas verdes. Pétalas amarelas. Odor adocicado na flor e pilosa. Tamanho 70 cm."	SPF00182951
"2019-11-13 11:15:13-03"	USP	SPF	188303	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2009				1079		"Simões, AO"	2001	02	08				Brasil	Bahia	"Rio de Contas"	"Subida para o Pico das Almas, campo rupestre. Campo junto a afloramento."	0	0	-41.8114013671875	-13.5789003372192	49773												"Subarbusto ereto, 15 cm, flores brancas, fragrantes."	SPF00188303
"2019-11-13 11:15:13-03"	USP	SPF	188304	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Rapini, A"	2009				1073		"Simões, AO"	2001	02	07				Brasil	Bahia	"Rio de Contas"	"Arapiranga, Alto da Serra do Porco Gordo. Campo limpo, seco."	0	0	-41.8114013671875	-13.5789003372192	49773												"Subarbusto, ca. de 15 cm, látex branco, flores brancas, fragrantes."	SPF00188304
"2019-11-13 11:15:13-03"	USP	SPF	220060	"Minaria cordata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P.Konno & Rapini"	"Antar, GM"	2014	06			345		"Antar, GM"	2014	01	20				Brasil	Tocantins	Mateiros	"Parque Estadual do Jalapão"	-45.462056	-10.541111					543	543										SPF00220060
