datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode
"2019-11-01 14:52:48-03"	UnB	UB	117797	"Minaria ditassoides"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	ditassoides		"(Silveira) Konno & Rapini"	"Rapini, A"	2010	04			23661		"Irwin, HS"	1969	02	21			"Southern America"	Brasil	"Minas Gerais"		"Ca. 18km west of Grão Mogol"	0	0															"Corolla cream.; Erect subshrub 0,5m."	
"2019-11-01 14:52:48-03"	UnB	UB	117798	"Minaria ditassoides"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	ditassoides		"(Silveira) Konno & Rapini"	"Rapini, A"	2010	04			35392		"Anderson, WR"	1972	02	04			"Southern America"	Brasil	"Minas Gerais"		"Ca. 8km N of Gouveia on road to Diamantina"	0	0															"Stems with latex; flowers white.; Perennial herb with underground stem."	
"2019-11-01 14:52:48-03"	UnB	UB	117799	"Minaria ditassoides"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	ditassoides		"(Silveira) Konno & Rapini"	"Rapini, A"	2010	04			6071		"Heringer, EP"	1958	03	04			"Southern America"	Brasil	"Minas Gerais"		"Serra do Cipó"	0	0																
"2019-11-01 14:52:48-03"	UnB	UB	117800	"Minaria ditassoides"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	ditassoides		"(Silveira) Konno & Rapini"	"Rapini, A"	2010	04			22705		"Irwin, HS"	1969	01	27			"Southern America"	Brasil	"Minas Gerais"		"Ca. 12km N.E. of Diamantina, road to Mendanha"	0	0															"Corolla cream.; Ascending herb 0,3m.; Sandy cerrado"	
"2019-11-01 14:52:48-03"	UnB	UB	117801	"Minaria ditassoides"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	ditassoides		"(Silveira) Konno & Rapini"	"Rapini, A"	2010	04			1750		"Silva, RM"	2000	01	29			"Southern America"	Brasil	"Minas Gerais"	Datas	"Ca. 15km sul de Diamantina, na BR 367 (Diamantina-Datas) próximo à divisa Diamantina-Datas"	0	0	-43.6557998657227	-18.4456005096436	23532												"Folhas discolores. Sépalas verde-claras. Pétalas brancas."	
"2019-11-01 14:52:48-03"	UnB	UB	117802	"Minaria ditassoides"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	ditassoides		"(Silveira) Konno & Rapini"	"Rapini, A"	2010	04			1736		"Silva, RM"	2000	01	29			"Southern America"	Brasil	"Minas Gerais"	Diamantina	"5km na estrada para Biribiri, a partir da BR 367 (Diamantina-Araçuaí)"	0	0	-43.6002998352051	-18.2493991851807	101169												"Flores creme-esverdeadas. Frutos imaturos verdes.; Campo limpo pedregoso"	
"2019-11-01 14:52:48-03"	UnB	UB	117803	"Minaria ditassoides"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	ditassoides		"(Silveira) Konno & Rapini"	"Rapini, A"	2010	04			8608		"Anderson, WR"	1973	04	11			"Southern America"	Brasil	"Minas Gerais"		"30km by road SW of Gouveia, at Km 60 on road to Curvelo"	0	0															"Corolla greenish-white.; Perennial herb.; Cerrado"	
"2019-11-01 14:52:48-03"	UnB	UB	117804	"Minaria ditassoides"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	ditassoides		"(Silveira) Konno & Rapini"	"Rapini, A"	2010	04			28267		"Irwin, HS"	1970	03	24			"Southern America"	Brasil	"Minas Gerais"		"Ca. 3km N of São João da Chapada"	0	0															"Corolla cream. Fruit green.; Subshrub 0,75m.; Cerrado on outcrops"	
"2019-11-01 14:52:48-03"	UnB	UB	117805	"Minaria ditassoides"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	ditassoides		"(Silveira) Konno & Rapini"	"Rapini, A"	2010	04			1119		"Barreto, M"	1935	04	15			"Southern America"	Brasil	"Minas Gerais"	"Santa Luzia"	"Serra do Cipó Km 138 - estrada do Pilar"	0	0	-43.8513984680176	-19.7696990966797	19939												"Flor amarelada.; Subarbusto; Campo"	
"2019-11-01 14:52:48-03"	UnB	UB	117806	"Minaria ditassoides"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	ditassoides		"(Silveira) Konno & Rapini"	"Rapini, A"	2010	04			19997		"Irwin, HS"	1968	02	14			"Southern America"	Brasil	"Minas Gerais"		"Serra do Cipó, ca. Km 120 (ca. 145km N of Belo Horizonte)"	0	0															"Corolla and stamens cream.; Herb with several erect stems"	
"2019-11-01 14:52:48-03"	UnB	UB		"Minaria ditassoides"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	ditassoides		"(Silveira) Konno & Rapini"	"Faria, JEQ"	2016	06			6013		"Faria, JEQ; Sousa, I"	2016	06	21			"Southern America"	Brasil	"Minas Gerais"	Diamantina	"Campus JK da UFVJM, estrada para o córrego Soberbo"	-43.567778	-18.199167					1347	1347									"Subarbusto ca. 0,3 m de altura, frutos imaturos verdes avermelhados e secos no pé; Campo rupestre"	
"2020-07-29 09:03:33-03"	UnB	UB		"Minaria harleyi"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	harleyi		"(Fontella & Marquete) Rapini & U.C.S. Silva"	"Silva, DP"					997		"Silva, DP; Jesus, EA; Bijos, NR; Munhoz, CBR"	2018	07	05			"Southern America"	Brasil	Goiás	"Alto Paraíso"	"Chapada dos Veadeiros Vereda dos Ingleses"	-47.763806	-14.135556															Vereda	
"2019-11-01 14:52:48-03"	UnB	UB	117834	"Minaria inconspicua"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	inconspicua		"(Rapini) Rapini"	"Rapini, A"	2010	04		paratype	652		"Splett, S"	1994	09	23			"Southern America"	Brasil	"Minas Gerais"		"Estrada de terra , 8,6km depois do asfalto"	-43.883333	-18.333333															"Fruto vazio; pouco frequente; Erva 0,1m; solo arenoso"	UB0036709
"2019-11-01 14:52:48-03"	UnB	UB	117835	"Minaria inconspicua"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	inconspicua		"(Rapini) Rapini"	"Rapini, A"	2010	04		paratype	1015		"Splett, S"	1995	03	22			"Southern America"	Brasil	"Minas Gerais"		"Estrada Diamantina-Medanha, km 578, entrada depois da ponte sobre o Córrego Soberbo"	-44.6	-18.183333															"Flores creme-brancas.; pouco frequente; areia branca"	UB0036693
"2019-11-01 14:52:48-03"	UnB	UB	117893	"Minaria micromeria"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	micromeria		"(Decne.) T.U.P. Konno & Rapini"	"Fontella, J"					5201		"Heringer, EP"	1956	05	08			"Southern America"	Brasil	"Minas Gerais"	Paraopeba	"Fazenda do Barreiro"	0	0	-44.4042015075684	-19.2744007110596	26090												Cerrado	
"2019-11-01 14:52:48-03"	UnB	UB	117894	"Minaria micromeria"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	micromeria		"(Decne.) T.U.P. Konno & Rapini"	"Fontella, J"					25565		"Irwin, HS"	1970	01	29			"Southern America"	Brasil	"Minas Gerais"		"Ca. 26km NE of Patrocínio"	0	0															"With abundant látex. Corolla cream.; Ramose herb 0,2m.; Campo on red clay"	
"2019-11-01 14:52:48-03"	UnB	UB	117895	"Minaria micromeria"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	micromeria		"(Decne.) T.U.P. Konno & Rapini"	"Fontella, J"					19556		"Irwin, HS"	1968	02	08			"Southern America"	Brasil	"Minas Gerais"		"Serra do Itabirito, ca. 45km SE of Belo Horizonte"	0	0															"Corolla cream.; Ramose herb 0,2m.; Grazed campo and cerrado"	
"2019-11-01 14:52:48-03"	UnB	UB	117896	"Minaria micromeria"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	micromeria		"(Decne.) T.U.P. Konno & Rapini"	"Fontella, J"					8733		"Anderson, WR"	1973	04	13			"Southern America"	Brasil	"Minas Gerais"		"5km by road NE of Rio Manso and Couto de Magalhães"	0	0															"Flowers yellow.; Perennial herb.; Steep hillside cerrado"	
"2019-11-01 14:52:48-03"	UnB	UB	117897	"Minaria micromeria"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	micromeria		"(Decne.) T.U.P. Konno & Rapini"	"Fontella, J"					3824		"Heringer, EP"	1955	04	10			"Southern America"	Brasil	"Minas Gerais"		"Pau Lavrado"	0	0															Cerrado	
"2019-11-01 14:52:48-03"	UnB	UB	117898	"Minaria micromeria"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	micromeria		"(Decne.) T.U.P. Konno & Rapini"	"Fontella, J"					36916		"Anderson, WR"	1972	03	09			"Southern America"	Brasil	Bahia		"Espigão Mestre, ca. 10km N of Rio Roda Velha, ca. 100km WSW of Barreiras"	0	0															"Stems with latex; flowers yellow-green.; Shrublet 0,3m.; Rocky hillside and steep slope, with cerrado and forest"	
"2019-11-01 14:52:48-03"	UnB	UB	117899	"Minaria micromeria"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	micromeria		"(Decne.) T.U.P. Konno & Rapini"	"Fontella, J"					10687		"Eiten, G"	2008	11	22			"Southern America"	Brasil	Maranhão	Loreto	"Ilha de Balsas region between the Balsas & Parnaíba Rivers."	-45.083333	-7.45																
"2019-11-01 14:52:48-03"	UnB	UB	198886	"Minaria micromeria"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	micromeria		"(Decne.) T.U.P. Konno & Rapini"	"Amaral, AG"	2013	05			3196		"Amaral, AG; Mello, TRB; Munhoz, CBR; Sales, SC"	2013	04	30			"Southern America"	Brasil	Goiás	"São Domingos"	"Parque Estadual de Terra Ronca. 4500L. Florística."	-46.16816	-13.3511															"Subarbusto. 40cm. Fruto novo.; Cerrado sensu stricto."	
"2019-11-01 14:52:48-03"	UnB	UB	117900	"Minaria parva"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	parva		"(Silveira) T.U.P. Konno & Rapini"	"Fontella, J"					CFCR564		"Cordeiro, I"	1980	12	12			"Southern America"	Brasil	"Minas Gerais"	Diamantina	"Estrada para Medanha"	0	0	-43.6002998352051	-18.2493991851807	101169												"Flores creme.; Erva 0,2m.; Campo rupestre"	
"2019-11-01 14:52:48-03"	UnB	UB	117901	"Minaria parva"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	parva		"(Silveira) T.U.P. Konno & Rapini"	"Fontella, J"					943		"Splett, S"	1995	03	15			"Southern America"	Brasil	"Minas Gerais"		"Estrada de terra, 8km depois do asfalto."	-43.883333	-18.333333															"Flores creme-brancas.; Arbusto 0,15m"	
"2019-11-01 14:52:48-03"	UnB	UB	117902	"Minaria parva"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	parva		"(Silveira) T.U.P. Konno & Rapini"	"Fontella, J"					22361		"Irwin, HS"	1969	01	21			"Southern America"	Brasil	"Minas Gerais"		"Ca. 20km SW of Diamantina"	0	0															"Flowers with strong horsy odor. Corolla cream.; Erect herb 0,1m.; Cerrado"	
"2019-11-01 14:52:49-03"	UnB	UB	117903	"Minaria refractifolia"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	refractifolia		"(K. Schum.) T.U.P. Konno & Rapini"	"Fontella, J"					21897		"Irwin, HS"	1969	01	14			"Southern America"	Brasil	"Minas Gerais"		"Ca. 29km SW of Diamantina on road to Gouveia"	0	0															"Flowers cream.; Ramose herb 0,25m."	
"2019-11-01 14:52:49-03"	UnB	UB	117904	"Minaria refractifolia"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	refractifolia		"(K. Schum.) T.U.P. Konno & Rapini"	"Fontella, J"					22567		"Irwin, HS"	1969	01	24			"Southern America"	Brasil	"Minas Gerais"		"Vicinity of Datas"	0	0															"Flowers with horsy odor; corolla cream.; Ramose herb."	
"2019-11-01 14:52:49-03"	UnB	UB	117905	"Minaria refractifolia"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	refractifolia		"(K. Schum.) T.U.P. Konno & Rapini"	"Fontella, J"					35536		"Anderson, WR"	1972	02	05			"Southern America"	Brasil	"Minas Gerais"	Datas	"Ca. 15km S of Diamantina"	0	0	-43.6557998657227	-18.4456005096436	23532												"With white latex in stems; flowers greenish white, forming a tangled growth in rocks.; Small shrub."	
"2019-11-01 14:52:49-03"	UnB	UB	117906	"Minaria refractifolia"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	refractifolia		"(K. Schum.) T.U.P. Konno & Rapini"	"Fontella, J"					663		"Forzza, RC"	1998	02	28			"Southern America"	Brasil	"Minas Gerais"	Diamantina	"Km 606 BR 259, estrada para Gouveia"	0	0	-43.6002998352051	-18.2493991851807	101169												"Flores creme-esverdeadas. Látex leitoso passando a azulado."	
"2020-04-29 16:29:27-03"	UFVJM	HDJF	3492	Minaria	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria									5540		"Faria, JEQ"	2016	03	20			"Southern America"	Brasil	"Minas Gerais"	Diamantina	"Margem da estrada de Diamantina para Milho Verde"	-43.548056	-18.336389					1176	1176										HDJF003492
"2020-04-29 16:29:27-03"	UFVJM	HDJF	3970	"Minaria ditassoides"	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria	ditassoides		"(Silveira) Konno & Rapini"	"Faria, JEQ"	2016	06			6013		"Faria, JEQ; Sousa, I"	2016	06	21			"Southern America"	Brasil	"Minas Gerais"	Diamantina	"Campus JK da UFVJM, estrada para o córrego Soberbo"	-43.567778	-18.199167					1347	1347										HDJF003970
"2020-04-29 16:29:27-03"	UFVJM	HDJF	6311	Minaria	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria									7169		"Faria, JEQ; Proença, CEB; Caires, CS"	2017	03	01			"Southern America"	Brasil	"Minas Gerais"	Diamantina	"Estrada para Conselheiro Mata"	-43.743889	-18.293056					1309	1309										HDJF006311
"2020-04-29 16:29:27-03"	UFVJM	HDJF	3433	Minaria	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria									5481		"Faria, JEQ; Otoni, TJO"	2016	03	15			"Southern America"	Brasil	"Minas Gerais"	Diamantina	"Margem da estrada para Conselheiro Mata"	-43.879722	-18.310556					1251	1251										HDJF003433
"2020-04-29 16:29:27-03"	UFVJM	HDJF	7131	Minaria	PreservedSpecimen	Plantae	Dicotyledoneae			Apocynaceae	Minaria									7241		"Faria, JEQ"	2017	03	09			"Southern America"	Brasil	"Minas Gerais"	Diamantina	"Margem da Rodovia subindo de Diamantina para o Campus JK da UFVJM, no Caminho dos Escravos"	-43.596389	-18.216944					1371	1371									"Coletada a planta inteira"	HDJF007131
"2019-05-06 14:24:25-03"	UFMA	MAR	7552	"Minaria cordata"	S	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P. Konno & Rapini"	"R.G. Chacon"	2012	04			905		"R.G. Chacon et al."	2012	02	03				Brasil	"Distrito Federal"	Brasília	"Estação Ecológica Jardim Boânico de Brasilia, (EEJBB) Área do Cristo redentor."	-47.8525	-15.892778																
"2020-11-20 16:35:13-03"	UFMA	MAR	6473	"Minaria cordata"	S	Plantae				Apocynaceae	Minaria	cordata		"(Turcz.) T.U.P. Konno & Rapini"	"R.G. Chacon"	2012	04			905		"R.G. Chacon"	2012	02	03				Brasil	"Distrito Federal"	Brasília	"Estação Ecológica Jardim Botânico de Brasília"	-47.85	-15.866667															"Erva de 70cm, flor amarela, comum"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	31541	Minaria	PreservedSpecimen	Plantae				Apocynaceae	Minaria									545		"Pedrosa, L.G."	2018	07	06				Brasil	"Minas Gerais"	"Ouro Preto"	"Fazenda Olaria"	0	0	-43.5080986022949	-20.2875003814697	44599		0	0									"Erva, ca. 50cm. Flores amarelas. Campo rupestre."	
"2020-03-12 10:28:54-03"	UFOP	OUPR	33513	Minaria	PreservedSpecimen	Plantae				Apocynaceae	Minaria									1370		"Pedrosa, L.G."	2019	03	03				Brasil	"Minas Gerais"	"Ouro Preto/ Mariana"	"Parque Estadual do Itacolomi"	0	0					0	0									"Erva, 25cm. Flores amarelas. Campo rupestre."	
"2019-11-05 16:43:07-03"	UFOP	OUPR	20492	"Minaria acerosa"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	acerosa		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		1238		"Messias, M.C.T.B."	2007	04	16				Brasil	"Minas Gerais"	Itabirito	"Serra de Itabirito"	0	0	-43.801399230957	-20.2532997131348	20553		0	0									"Trepadeira, flores amarelo-clara. Campo rupestre"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	20514	"Minaria acerosa"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	acerosa		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		1268		"Messias, M.C.T.B."	2007	04	18				Brasil	"Minas Gerais"	"Belo Horizonte"	"Serra da Moeda"	0	0	-43.937801361084	-19.9207992553711	17082		0	0									"Erva, flores amarelo-claras. Campo rupestre"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	804	"Minaria acerosa"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	acerosa		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		s.n.		"Löfgren, A."	1888	09	29				Brasil	"São Paulo"	Araraquara	"Morro Chato"	0	0	-48.1699981689453	-21.7900009155273	29178		0	0									"Ex. Commissão Geographica e Geológica da Provincia de S. Paulo n. 1101"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	805	"Minaria acerosa"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	acerosa		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		s.n.		"Badini, J."	1976	09	22				Brasil	"Minas Gerais"	"Ouro Preto"	"Serra do Batatal"	0	0	-43.5080986022949	-20.2875003814697	44599		0	0									"Subarbusto, flores amarelas"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	806	"Minaria acerosa"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	acerosa		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		s.n.		"Badini, J.; Zurlo, M.A."	1976	09	22				Brasil	"Minas Gerais"	"Ouro Preto"	"Serra de Capanema"	0	0	-43.5080986022949	-20.2875003814697	44599		0	0									"Subarbusto escandente. Sobre rochas"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	807	"Minaria acerosa"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	acerosa		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		s.n.		"Zurlo, M.A.; Silva, J.L."	1983	05	12				Brasil	"Minas Gerais"	Itabirito	"Serra de Itabirito"	0	0	-43.801399230957	-20.2532997131348	20553		0	0									"Flores amareladas"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	808	"Minaria acerosa"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	acerosa		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		s.n.		"Badini, J.; Zurlo, M.A. & Silva, J.L."	1976	09	22				Brasil	"Minas Gerais"	"Ouro Preto"	"Serra do Batatal"	0	0	-43.5080986022949	-20.2875003814697	44599		0	0									"Subarbusto, flores amareladas. Entre rochedos"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	809	"Minaria acerosa"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	acerosa		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		s.n.		"Badini, J.; Zurlo, M.A. & Silva, J.L."	1976	09	22				Brasil	"Minas Gerais"	"Ouro Preto"	"Serra de Capanema"	0	0	-43.5080986022949	-20.2875003814697	44599		0	0									"Subarbusto, flores amareladas. No campo, entre blocos de pedras"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	810	"Minaria acerosa"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	acerosa		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		s.n.		"Zurlo, M.A.; Badini, J."	1976	09	22				Brasil	"Minas Gerais"	"Ouro Preto"	"Serra de Capanema"	0	0	-43.5080986022949	-20.2875003814697	44599		0	0									"Subarbusto escandente. Sobre rochas"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	811	"Minaria acerosa"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	acerosa		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		s.n.		"Badini, J."	1978	05	29				Brasil	"Minas Gerais"	"Ouro Preto"	"Serra de Capanema"	0	0	-43.5080986022949	-20.2875003814697	44599		0	0									"Erva, flores amareladas. Entre rochedos de quartzito"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	812	"Minaria acerosa"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	acerosa		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		s.n.		"Fontella, J.; Badini, J."	1978	05	29				Brasil	"Minas Gerais"	Itabirito	"Serra de Itabirito"	0	0	-43.801399230957	-20.2532997131348	20553		0	0									"Erva trepadeira"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	813	"Minaria acerosa"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	acerosa		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		s.n.		"Badini, J."	1978	05	29				Brasil	"Minas Gerais"	Itabirito	"Serra de Itabirito"	0	0	-43.801399230957	-20.2532997131348	20553		0	0									"Erva trepadeira, flores amareladas. Entre rochedos de quartzito"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	814	"Minaria acerosa"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	acerosa		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		s.n.		"Badini, J."	1976	10	01				Brasil	"Minas Gerais"	Itabirito	"Serra de Itabirito"	0	0	-43.801399230957	-20.2532997131348	20553		0	0									"Trepadeira, flores pálidas. Campo"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	14167	"Minaria decussata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	decussata		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		s.n.		"Nogueira, R.E."	2001	04	06				Brasil	"Minas Gerais"	"Santana do Riacho"	"Parque Nacional da Serra do Cipó"	0	0	-43.7144012451172	-19.1688995361328	26557		1400	1400									"Subarbusto, flores amarelas. Campo rupestre"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	17701	"Minaria decussata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	decussata		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		s.n.		"Roschel, M.B.; Silva, J.L."	2003	06	19				Brasil	"Minas Gerais"	Uberaba	"Barreira do Eli, RPPN da Magnesita S.A."	0	0	-47.9319000244141	-19.7483005523682	73879		0	0									"Subarbusto ca. 60cm, flores amareladas. Sobre murundu em área de Cerrado"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	17701	"Minaria decussata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	decussata		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		s.n.		"Roschel, M.B.; Silva, J.L."	2003	06	19				Brasil	"Minas Gerais"	Uberaba	"Barreira do Eli, RPPN da Magnesita S/A"	0	0	-47.9319000244141	-19.7483005523682	73879		0	0									"Subarbusto, 60cm, flores amareladas. Sobre murundu em área de cerrado"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	18248	"Minaria decussata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	decussata		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		857		"Messias, M.C.T.B."	2004	02	05				Brasil	"Minas Gerais"	"Ouro Preto"	"Parque Estadual do Itacolomi, Calais"	0	0	-43.5080986022949	-20.2875003814697	44599		0	0									"Erva, flores amarelas. Campo rupestre"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	20413	"Minaria decussata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	decussata		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		1320		"Messias, M.C.T.B.; Tonaco, A.C."	2007	05	16				Brasil	"Minas Gerais"	"Ouro Preto"	Camarinhas	0	0	-43.5080986022949	-20.2875003814697	44599		0	0									"Trepadeira, flores amarelo-claras. Campo ferruginoso"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	20434	"Minaria decussata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	decussata		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		1337		"Messias, M.C.T.B."	2007	05	17				Brasil	"Minas Gerais"	Caeté	"Serra da Piedade"	0	0	-43.6697006225586	-19.8799991607666	22051		0	0									"Erva, flores brancas, planta latescente. Campo rupestre"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	20434	"Minaria decussata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	decussata		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		1337		"Messias, M.C.T.B."	2007	05	17				Brasil	"Minas Gerais"	Caeté	"Serra da Piedade"	0	0	-43.6697006225586	-19.8799991607666	22051		0	0									"Erva, flores brancas, planta latescente. Campo rupestre"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	20602	"Minaria decussata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	decussata		"(Mart.) T.U.P.Konno & Rapini"	"Rapini, A."	2009				1669		"Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E."	2007	12	12				Brasil	"Minas Gerais"	"Ouro Preto"	"Serra de Antônio Pereira, Samarco, Alegria 7"	0	0	-43.5080986022949	-20.2875003814697	44599		0	0									"Erva. Campo rupestre"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	5443	"Minaria decussata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	decussata		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		346		"Roschel, M.B.; Craig, J."	1996	12	04				Brasil	"Minas Gerais"	"Ouro Preto"	"Antônio Pereira, Samarco Mineração, Mina Alegria Sul (5M4)"	0	0	-43.5080986022949	-20.2875003814697	44599		0	0									"Subarbusto ereto, flores amarelas. Campo ferruginoso"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	822	"Minaria decussata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	decussata		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		s.n.		"Badini, J."	1978	05	25				Brasil	"Minas Gerais"	"Ouro Preto"	"Campo da Caveira"	0	0	-43.5080986022949	-20.2875003814697	44599		0	0									"Erva, flores amareladas. Entre rochedos de quartzito"	
"2019-11-05 16:43:07-03"	UFOP	OUPR	823	"Minaria decussata"	PreservedSpecimen	Plantae				Apocynaceae	Minaria	decussata		"(Mart.) T.U.P.Konno & Rapini"	J.Fontella	2012	11	22		s.n.		"Damazio, L.B."							Brasil	"Minas Gerais"	"Ouro Preto"	Vellozo	0	0	-43.5080986022949	-20.2875003814697	44599		0	0									"Ex. Herbário Escola de Minas n. 962"	
