"id","institutioncode","collectioncode","catalognumber","gen_sp","subspecies","identifiedby","latitude","longitude"
1813,"UEFS","HUEFS","245953","Calliandra macrocalyx","macrocalyx","LP de Queiroz",-10.785278,-42.775556
1814,"UEFS","HUEFS","245877","Calliandra depauperata",NA,"LP de Queiroz",-11.016667,-41.411944
1897,"UEFS","HUEFS","245351","Calliandra foliolosa",NA,"LP de Queiroz",-20.266389,-45.660556
1899,"UEFS","HUEFS","245339","Calliandra foliolosa",NA,"LP de Queiroz",-20.266389,-45.660556
1903,"UESC","UESC","24121","Calliandra sessilis",NA,"ML Guedes",-14.359167,-42.537222
1918,"Cenargen","CEN","106516","Calliandra macrocalyx",NA,"ML Guedes",-14.883333,-41.966666
1939,"UEFS","HUEFS","244245","Calliandra parviflora",NA,"LP de Queiroz",-14.697222,-56.344444
1977,"NY","NY","00917404","Calliandra dysantha","dysantha","RC Barneby",-15.57,-47.75
1978,"NY","NY","390341","Calliandra bahiana","bahiana","RC Barneby",-10.37,-41.33
1979,"NY","NY","390327","Calliandra asplenioides",NA,"RC Barneby",-18.25,-43.67
1984,"NY","NY","00632369","Calliandra coccinea",NA,"GP Lewis",-13.25,-41.9
1987,"NY","NY","00917540","Calliandra fasciculata","fasciculata","RC Barneby",-18.0754739634727,-43.4709809644838
1988,"NY","NY","00886233","Calliandra asplenioides",NA,"RC Barneby",-12.3205498692956,-42.8959386714243
1991,"NY","NY","00917675","Calliandra virgata",NA,"HS Irwin",-15.72,-47.87
1992,"NY","NY","00917505","Calliandra asplenioides",NA,"RC Barneby",-18.09029,-43.43284
1993,"NY","NY","00917474","Calliandra sessilis",NA,"RC Barneby",-17.7465638069196,-46.1728607889123
1995,"NY","NY","00917761","Calliandra parviflora",NA,"RC Barneby",-14.37,-48.2
1996,"NY","NY","00408577","Calliandra nebulosa",NA,"RC Barneby",-13.582879880292,-41.8114683539125
1997,"NY","NY","02423412","Calliandra fasciculata","fasciculata","LM Borges",-18.198,-43.61428
1998,"NY","NY","408553","Calliandra macrocalyx",NA,"SA Renvoize",-14.06,-42.47
2001,"NY","NY","00886229","Calliandra crassipes",NA,"SA Renvoize",-13.67,-41.33
2002,"NY","NY","00917702","Calliandra virgata",NA,"RC Barneby",-15.7834208090807,-47.9298726661488
2003,"NY","NY","00917705","Calliandra virgata",NA,"RC Barneby",-15.7834208090807,-47.9298726661488
2005,"NY","NY","00917473","Calliandra sessilis",NA,"RC Barneby",-17.7465638069196,-46.1728607889123
2006,"NY","NY","00390221","Calliandra lanata",NA,"RC Barneby",-13.53,-41.88
2008,"NY","NY","00390330","Calliandra asplenioides",NA,"RC Barneby",-13.82,-41.3
2009,"NY","NY","00917372","Calliandra dysantha","dysantha","RC Barneby",-15.7834208090807,-47.9298726661488
2012,"NY","NY","390202","Calliandra harrisii",NA,"RC Barneby",-13.62,-41.32
2013,"NY","NY","632440","Calliandra sessilis",NA,"GP Lewis",-13.32,-41.83
2015,"NY","NY","390357","Calliandra bella",NA,"HC de Lima",-15.07,-39.02
2017,"NY","NY","00408582","Calliandra parviflora",NA,"RC Barneby",-12.15,-44.99
2018,"NY","NY","408627","Calliandra squarrosa",NA,"RC Barneby",-10.37,-41.32
2019,"NY","NY","00917800","Calliandra parviflora",NA,"RC Barneby",-14.63,-52.23
2020,"NY","NY","00390400","Calliandra brevipes",NA,"RC Barneby",-19.2167,-47.95
2021,"NY","NY","00917721","Calliandra parvifolia",NA,"RC Barneby",-17.7465638069196,-46.1728607889123
2022,"NY","NY","408560","Calliandra bella",NA,"RC Barneby",-14.2814954259902,-38.9965836192823
2025,"NY","NY","00917370","Calliandra dysantha","dysantha","RC Barneby",-15.7834208090807,-47.9298726661488
2029,"NY","NY","00917361","Calliandra dysantha","dysantha","RC Barneby",-15.57,-48.03
2030,"NY","NY","390241","Calliandra longipinna",NA,"RC Barneby",-13.58,-41.3
2034,"NY","NY","00917533","Calliandra fasciculata","fasciculata","RC Barneby",-18.4293,-43.7215
2035,"NY","NY","00917503","Calliandra asplenioides",NA,"RC Barneby",-18.38,-43.7
2037,"NY","NY","408594","Calliandra parvifolia",NA,"RC Barneby",-12.47,-41.43
2042,"NY","NY","00924378","Calliandra linearis",NA,"JW Grimes",-19.391463,-43.567098
2044,"NY","NY","00917321","Calliandra dysantha","macrocephala","RC Barneby",-13.84555,-47.5167
2047,"NY","NY","00917726","Calliandra virgata",NA,"RC Barneby",-15.7834208090807,-47.9298726661488
2048,"NY","NY","00390166","Calliandra erubescens",NA,"SA Renvoize",-11.5539317677047,-41.1558252067773
2051,"NY","NY","01492397","Calliandra silvicola",NA,"RC Barneby",-13.0092666818479,-41.3706393848679
2052,"NY","NY","00917695","Calliandra virgata",NA,"HS Irwin",-15.62,-47.67
2053,"NY","NY","408598","Calliandra parvifolia",NA,"RC Barneby",-13.41,-41.28
2054,"NY","NY","00390150","Calliandra dysantha",NA,"RC Barneby",-13.42,-44.73
2055,"NY","NY","390363","Calliandra bella",NA,"RC Barneby",-14.7772,-39.0911
2059,"NY","NY","390359","Calliandra bella",NA,"RC Barneby",-15.15,-39.08
2060,"NY","NY","00390209","Calliandra hirsuticaulis",NA,"RC Barneby",-12.4222527228342,-41.7703653572513
2063,"NY","NY","00924137","Calliandra dysantha","dysantha","S Leython",-14.07196,-47.56254
2064,"NY","NY","390238","Calliandra leptopoda",NA,"GP Lewis",-11.17,-42.73
2066,"NY","NY","390355","Calliandra bella",NA,"JW Grimes",-15.5354233099852,-40.9092093308886
2070,"NY","NY","00917780","Calliandra parviflora",NA,"HS Irwin",-15.30964,-47.10261
2079,"NY","NY","408658","Calliandra viscidula",NA,"SA Renvoize",-13.02,-41.35
2080,"NY","NY","632437","Calliandra semisepulta",NA,"GP Lewis",-13.23,-41.9
2084,"NY","NY","00924381","Calliandra linearis",NA,"RC Barneby",-19.32,-43.6
2085,"NY","NY","00917568","Calliandra asplenioides",NA,"RC Barneby",-16.25,-42.88
2088,"NY","NY","00390114","Calliandra calycina",NA,"RC Barneby",-12.95,-41.33
2089,"NY","NY","408561","Calliandra bella",NA,"RC Barneby",-16.37,-39.58
2090,"NY","NY","00917368","Calliandra dysantha","dysantha","HS Irwin",-15.7834208090807,-47.9298726661488
2091,"NY","NY","408616","Calliandra sessilis",NA,"RC Barneby",-14.06,-42.47
2093,"NY","NY","00917738","Calliandra parvifolia",NA,"RC Barneby",-15.5,-44.5
2094,"NY","NY","00924377","Calliandra linearis",NA,"JW Grimes",-18.87,-43.4
2095,"NY","NY","00917541","Calliandra feioana",NA,"CEB Proença",-16.9833,-54.05
2097,"NY","NY","390366","Calliandra bella",NA,"RC Barneby",-14.7929067831182,-39.0490868076529
2098,"NY","NY","00917388","Calliandra dysantha",NA,"RC Barneby",-15.7834208090807,-47.9298726661488
2099,"NY","NY","00390186","Calliandra fuscipila",NA,"GP Lewis",-13.55,-41.95
2102,"NY","NY","408595","Calliandra parvifolia",NA,"RC Barneby",-13.53,-41.9
2105,"NY","NY","00917426","Calliandra dysantha","dysantha","RC Barneby",-15.5,-47.83
2107,"NY","NY","408630","Calliandra subspicata",NA,"SA Renvoize",-14.7895068142097,-39.2802020244641
2109,"NY","NY","00917308","Calliandra dysantha","dysantha","RC Barneby",-17.7612670946765,-44.172127456015
2110,"NY","NY","00917593","Calliandra asplenioides",NA,"RC Barneby",-16.87,-43.02
2111,"NY","NY","390371","Calliandra bella",NA,"RC Barneby",-16.4534421797808,-39.0642869012885
2112,"NY","NY","01493046","Calliandra hirsuticaulis",NA,"GP Lewis",-13.52,-41.97
2113,"NY","NY","00917756","Calliandra parviflora",NA,"HS Irwin",-15.27769,-47.06965
2116,"NY","NY","00390141","Calliandra dysantha","dysantha","RC Barneby",-12.15,-44.99
2117,"NY","NY","00569646","Calliandra asplenioides",NA,"VC de Souza",-14.2664,-42.5244
2119,"NY","NY","00390207","Calliandra hirsuticaulis",NA,"RC Barneby",-12.6003,-41.4547
2121,"NY","NY","00924267","Calliandra sessilis",NA,"RC Barneby",-15.48,-48.58
