"id","institutioncode","collectioncode","catalognumber","gen_sp","subspecies","identifiedby","latitude","longitude","id_2","id_grid"
266,"USP","SPF","227588","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.372028,-43.705083,1,708
297,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","120905","Diplusodon virgatus","virgatus","T. B. Cavalcanti",-20.26083,-46.40011,2,823
298,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","120632","Diplusodon orbicularis",NA,"T. B. Cavalcanti",-19.29467,-43.59657,3,748
299,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","120532","Diplusodon microphyllus",NA,"T. B. Cavalcanti",-20.50587,-43.63577,4,828
300,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","120539","Diplusodon microphyllus",NA,"T. B. Cavalcanti",-20.50587,-43.63577,5,828
301,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","120517","Diplusodon microphyllus",NA,"T. B. Cavalcanti",-20.47559,-43.59247,6,828
326,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","97866","Diplusodon uninervius",NA,"T. B. Cavalcanti",-19.006111,-43.755556,7,748
335,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","90911","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.523611,-41.922222,8,391
339,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","89846","Diplusodon plumbeus",NA,"T. B. Cavalcanti",-16.743333,-47.603056,9,581
340,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","89768","Diplusodon helianthemifolius",NA,"T. B. Cavalcanti",-15.793056,-48.834722,10,499
341,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","89729","Diplusodon helianthemifolius",NA,"T. B. Cavalcanti",-15.801667,-48.856111,11,499
342,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","89292","Diplusodon uninervius",NA,"T. B. Cavalcanti",-17.708333,-44.195278,12,667
351,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","81611","Diplusodon capitalensis",NA,"T. B. Cavalcanti",-15.958889,-47.888333,13,541
359,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","78047","Diplusodon orbicularis",NA,"T. B. Cavalcanti",-19.271111,-43.547778,14,748
360,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","77884","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.1301,-43.3537,15,669
371,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","73475","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-19.258333,-43.551111,16,748
384,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","60002","Diplusodon lanceolatus",NA,"T. B. Cavalcanti",-17.729028,-44.176056,17,667
446,"JBRJ","RB","RB01402747","Diplusodon minasensis",NA,"T. B. Cavalcanti",-18.810833,-43.7525,18,708
468,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","95836","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.25,-41.916667,19,351
469,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","95837","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.25,-41.916667,20,351
470,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","95838","Diplusodon ulei","ulei","T. B. Cavalcanti",-13.216667,-41.833333,21,351
497,"Cenargen","CEN","104992","Diplusodon hirsutus",NA,"T. B. Cavalcanti",-16.722222,-42.9225,22,589
520,"UFU","HUFU","72384","Diplusodon rotundifolius",NA,"T. B. Cavalcanti",-18.294167,-43.736944,23,708
522,"UFU","HUFU","70488","Diplusodon uninervius",NA,"T. B. Cavalcanti",-17.906944,-43.801389,24,668
535,"NY","NY","00940289","Diplusodon helianthemifolius","helianthemifolius","T. B. Cavalcanti",-18.2531772779915,-43.6004898201051,25,668
536,"NY","NY","00923982","Diplusodon rosmarinifolius",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,26,501
540,"NY","NY","00923874","Diplusodon minasensis",NA,"T. B. Cavalcanti",-18.3,-43.88,27,708
544,"NY","NY","00980601","Diplusodon glaziovii",NA,"T. B. Cavalcanti",-18.3,-43.8789,28,708
546,"NY","NY","00940292","Diplusodon helianthemifolius","helianthemifolius","T. B. Cavalcanti",-18.1681,-43.6186,29,668
550,"NY","NY","00940244","Diplusodon ciliiflorus",NA,"S. A. Graham",-18.24015,-43.6007,30,668
552,"NY","NY","424598","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.32,-41.88,31,351
555,"NY","NY","00924074","Diplusodon virgatus",NA,"A. Lourteig",-15.4,-47.43,32,502
557,"NY","NY","00923970","Diplusodon ramosissimus",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,33,501
560,"NY","NY","00940279","Diplusodon glaucescens",NA,"S. A. Graham",-18.4581810723501,-43.7407994499746,34,708
562,"NY","NY","01405319","Diplusodon leucocalycinus",NA,"T. B. Cavalcanti",-13.92979,-47.42163,35,382
564,"NY","NY","00940247","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.22,-43.68,36,668
566,"NY","NY","445429","Diplusodon puberulus",NA,"A. Lourteig",-17.75,-44.2,37,667
578,"NY","NY","00924057","Diplusodon virgatus",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,38,501
579,"NY","NY","00940246","Diplusodon ciliiflorus",NA,"S. A. Graham",-18.2531772779915,-43.6004898201051,39,668
580,"NY","NY","1018614","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.4225,-43.7175,40,708
582,"NY","NY","684949","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.25,-41.92,41,351
583,"NY","NY","00924025","Diplusodon uninervius",NA,"T. B. Cavalcanti",-18.2531772779915,-43.6004898201051,42,668
585,"NY","NY","00940300","Diplusodon hexander",NA,"A. Lourteig",-18.0833,-43.7833,43,668
587,"NY","NY","00923515","Diplusodon virgatus",NA,"T. B. Cavalcanti",-15.92,-48.02,44,541
597,"NY","NY","00924062","Diplusodon virgatus",NA,"A. Lourteig",-15.7834208090807,-47.9298726661488,45,501
602,"NY","NY","424596","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.25,-41.92,46,351
607,"NY","NY","424599","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.45,-41.95,47,351
610,"NY","NY","00923934","Diplusodon orbicularis",NA,"T. B. Cavalcanti",-19.388386,-43.539757,48,748
611,"NY","NY","00941149","Diplusodon glaucescens",NA,"T. B. Cavalcanti",-18.5797,-43.5686,49,708
615,"NY","NY","01093213","Diplusodon leucocalycinus",NA,"T. B. Cavalcanti",-13.92,-47.42,50,382
623,"NY","NY","00924008","Diplusodon sigillatus",NA,"T. B. Cavalcanti",-14.0511,-47.5011,51,382
628,"NY","NY","00923849","Diplusodon leucocalycinus",NA,"T. B. Cavalcanti",-13.98077,-47.5,52,382
636,"NY","NY","00941155","Diplusodon strigosus",NA,"T. B. Cavalcanti",-15.783420808429,-47.9301726858463,53,501
639,"NY","NY","00923805","Diplusodon hexander",NA,"S. A. Graham",-18.2531772779915,-43.6004898201051,54,668
646,"NY","NY","00923985","Diplusodon rosmarinifolius",NA,"A. Lourteig",-15.7834208090807,-47.9298726661488,55,501
655,"NY","NY","00923971","Diplusodon ramosissimus",NA,"A. Lourteig",-15.7833,-47.77671,56,501
670,"NY","NY","445425","Diplusodon hirsutus",NA,"T. B. Cavalcanti",-10.37,-41.33,57,152
679,"NY","NY","01405321","Diplusodon minasensis",NA,"T. B. Cavalcanti",-18.1838,-43.536667,58,668
682,"NY","NY","00923876","Diplusodon oblongus",NA,"A. Lourteig",-14.07196,-47.56254,59,381
683,"NY","NY","00940249","Diplusodon ciliiflorus",NA,"S. A. Graham",-18.2531772779915,-43.6004898201051,60,668
694,"NY","NY","00940287","Diplusodon helianthemifolius","helianthemifolius","T. B. Cavalcanti",-18.36499,-43.72035,61,708
698,"NY","NY","00923945","Diplusodon panniculatus",NA,"T. B. Cavalcanti",-16.7723416525899,-47.6137541731285,62,581
701,"NY","NY","00940291","Diplusodon helianthemifolius","helianthemifolius","T. B. Cavalcanti",-18.2531772779915,-43.6004898201051,63,668
707,"NY","NY","00924001","Diplusodon sessiliflorus",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,64,501
712,"NY","NY","00923806","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.13,-43.53,65,668
723,"NY","NY","445731","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.53,-41.95,66,391
725,"NY","NY","00924032","Diplusodon uninervius",NA,"S. A. Graham",-18.2531772779915,-43.6004898201051,67,668
729,"NY","NY","00923981","Diplusodon rosmarinifolius",NA,"A. Lourteig",-15.43,-47.43,68,502
738,"NY","NY","445436","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.53,-41.95,69,391
741,"NY","NY","00924004","Diplusodon sordidus",NA,"T. B. Cavalcanti",-13.93593,-47.5167,70,382
742,"NY","NY","00924061","Diplusodon virgatus",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,71,501
756,"NY","NY","00924573","Diplusodon virgatus",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,72,501
759,"NY","NY","1018612","Diplusodon candollei",NA,"T. B. Cavalcanti",-18.8406,-43.7481,73,708
764,"NY","NY","424595","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.25,-41.9,74,351
770,"NY","NY","00923886","Diplusodon oblongus",NA,"A. Lourteig",-14.1167,-47.52596,75,422
771,"NY","NY","00924050","Diplusodon villosus",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,76,501
772,"NY","NY","00923995","Diplusodon sigillatus",NA,"T. B. Cavalcanti",-13.98,-47.48,77,382
776,"NY","NY","01093212","Diplusodon sigillatus",NA,"T. B. Cavalcanti",-14.0511,-47.5011,78,382
777,"NY","NY","424592","Diplusodon parvifolius",NA,"A. Lourteig",-13.47,-41.83,79,351
778,"NY","NY","00923994","Diplusodon sigillatus",NA,"A. Lourteig",-13.93593,-47.5167,80,382
786,"NY","NY","00940274","Diplusodon glaucescens",NA,"A. Lourteig",-18.36499,-43.72035,81,708
787,"NY","NY","00924052","Diplusodon villosus",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,82,501
788,"NY","NY","00940259","Diplusodon aggregatifolius",NA,"T. B. Cavalcanti",-17.07,-43.3,83,589
799,"NY","NY","00923988","Diplusodon rotundifolius",NA,"T. B. Cavalcanti",-18.2531772779915,-43.6004898201051,84,668
808,"NY","NY","00940298","Diplusodon hexander",NA,"A. Lourteig",-18.4293,-43.7215,85,708
809,"NY","NY","00940278","Diplusodon glaucescens",NA,"S. A. Graham",-18.5267824575878,-43.6691947274788,86,708
811,"NY","NY","00923990","Diplusodon rotundifolius",NA,"T. B. Cavalcanti",-18.2531772779915,-43.6004898201051,87,668
815,"NY","NY","00940245","Diplusodon ciliiflorus",NA,"A. Lourteig",-19.391522,-43.566908,88,748
820,"NY","NY","445435","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.53,-41.93,89,391
828,"NY","NY","00885428","Diplusodon orbicularis",NA,"T. B. Cavalcanti",-19.3,-43.6119,90,748
829,"NY","NY","00924002","Diplusodon sordidus",NA,"A. Lourteig",-14.04001,-47.595278,91,381
830,"NY","NY","818315","Diplusodon helianthemifolius","helianthemifolius","T. B. Cavalcanti",-18.36499,-43.72035,92,708
831,"NY","NY","01093214","Diplusodon heringeri",NA,"T. B. Cavalcanti",-13.92,-47.42,93,382
836,"NY","NY","00923815","Diplusodon hirsutus",NA,"T. B. Cavalcanti",-16.7272,-42.9264,94,589
837,"NY","NY","00940250","Diplusodon ciliiflorus",NA,"A. Lourteig",-19.278562,-43.548872,95,748
843,"NY","NY","00924063","Diplusodon virgatus",NA,"A. Lourteig",-15.948311,-47.988069,96,541
864,"NY","NY","1015396","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.1555700155626,-41.7728657096051,97,351
865,"NY","NY","00923922","Diplusodon oblongus",NA,"T. B. Cavalcanti",-14.05,-47.53,98,382
866,"NY","NY","00923904","Diplusodon oblongus",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,99,501
867,"NY","NY","445439","Diplusodon ulei","ulei","T. B. Cavalcanti",-13.25,-41.88,100,351
877,"NY","NY","00923910","Diplusodon oblongus",NA,"A. Lourteig",-15.7834208090807,-47.9298726661488,101,501
880,"NY","NY","00923999","Diplusodon sessiliflorus",NA,"A. Lourteig",-15.4,-47.43,102,502
894,"NY","NY","00923801","Diplusodon hexander",NA,"A. Lourteig",-18.2531772779915,-43.6004898201051,103,668
909,"NY","NY","445438","Diplusodon ulei","ulei","T. B. Cavalcanti",-13.27,-41.9,104,351
921,"NY","NY","00923931","Diplusodon orbicularis",NA,"S. A. Graham",-19.391589,-43.567497,105,748
926,"NY","NY","00923932","Diplusodon orbicularis",NA,"T. B. Cavalcanti",-19,-43.4,106,748
933,"NY","NY","00923966","Diplusodon ramosissimus",NA,"A. Lourteig",-15.53,-47.55,107,502
940,"NY","NY","00923987","Diplusodon rotundifolius",NA,"A. Lourteig",-18.0833,-43.7833,108,668
954,"NY","NY","00923907","Diplusodon oblongus",NA,"A. Lourteig",-15.7834208090807,-47.9298726661488,109,501
958,"NY","NY","00940299","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.16125,-43.59195,110,668
964,"NY","NY","00980554","Diplusodon leucocalycinus",NA,"T. B. Cavalcanti",-13.92,-47.42,111,382
966,"NY","NY","00923814","Diplusodon hirsutus",NA,"T. B. Cavalcanti",-19.3,-43.6119,112,748
968,"NY","NY","424594","Diplusodon parvifolius",NA,"A. Lourteig",-13.1555700155626,-41.7728657096051,113,351
970,"NY","NY","00923820","Diplusodon incanus",NA,"T. B. Cavalcanti",-13.97,-47.5,114,382
985,"NY","NY","00923979","Diplusodon rosmarinifolius",NA,"A. Lourteig",-15.83,-48.05,115,501
991,"NY","NY","00924053","Diplusodon virgatus",NA,"A. Lourteig",-16.03,-48.05,116,541
992,"NY","NY","00940288","Diplusodon helianthemifolius","helianthemifolius","T. B. Cavalcanti",-18.1838,-43.536667,117,668
1003,"NY","NY","00924051","Diplusodon villosus",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,118,501
1004,"NY","NY","00924046","Diplusodon humilis",NA,"A. Lourteig",-15.7834208090807,-47.9298726661488,119,501
1006,"NY","NY","00923983","Diplusodon rosmarinifolius",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,120,501
1007,"NY","NY","445440","Diplusodon ulei","ulei","T. B. Cavalcanti",-13.22,-41.83,121,351
1015,"NY","NY","818307","Diplusodon plumbeus",NA,"T. B. Cavalcanti",-16.7723416525899,-47.6137541731285,122,581
1019,"NY","NY","00940276","Diplusodon glaucescens",NA,"T. B. Cavalcanti",-18.2531772779915,-43.6004898201051,123,668
1022,"NY","NY","01405317","Diplusodon bradei",NA,"T. B. Cavalcanti",-18.64165,-43.93412,124,708
1023,"NY","NY","00923972","Diplusodon ramosissimus",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,125,501
1024,"NY","NY","00923998","Diplusodon sessiliflorus",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,126,501
1028,"NY","NY","01095575","Diplusodon lanceolatus",NA,"T. B. Cavalcanti",-17.75,-44.2,127,667
1035,"NY","NY","00923868","Diplusodon marginatus",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,128,501
1044,"NY","NY","00940277","Diplusodon glaucescens",NA,"S. A. Graham",-18.6181843075911,-43.5620876441377,129,708
1047,"NY","NY","00924084","Diplusodon virgatus",NA,"S. A. Graham",-18.4495809958804,-43.6557937420119,130,708
1049,"NY","NY","00924056","Diplusodon virgatus",NA,"A. Lourteig",-15.7834208090807,-47.9298726661488,131,501
1052,"NY","NY","00924031","Diplusodon uninervius",NA,"S. A. Graham",-18.2531772779915,-43.6004898201051,132,668
1059,"NY","NY","424588","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.55,-41.88,133,391
1064,"NY","NY","00923962","Diplusodon quintuplinervius",NA,"A. Lourteig",-16.6349,-42.9786,134,589
1068,"NY","NY","00923969","Diplusodon ramosissimus",NA,"A. Lourteig",-15.7834208090807,-47.9298726661488,135,501
1074,"NY","NY","00924041","Diplusodon villosus",NA,"A. Lourteig",-15.79234,-47.9167,136,501
1080,"NY","NY","00923875","Diplusodon nitidus",NA,"T. B. Cavalcanti",-18.4581810723501,-43.7407994499746,137,708
1081,"NY","NY","00940275","Diplusodon glaucescens",NA,"A. Lourteig",-18.4234,-43.70265,138,708
1083,"NY","NY","684950","Diplusodon ulei","ulei","T. B. Cavalcanti",-13.23,-41.9,139,351
1085,"NY","NY","00940258","Diplusodon aggregatifolius",NA,"T. B. Cavalcanti",-17.0684541688631,-43.309069193446,140,589
1086,"NY","NY","445441","Diplusodon ulei","ulei","T. B. Cavalcanti",-13.25,-41.9,141,351
1089,"NY","NY","00940295","Diplusodon hexander",NA,"A. Lourteig",-18.36499,-43.72035,142,708
1094,"NY","NY","00923944","Diplusodon panniculatus",NA,"A. Lourteig",-16.79518,-47.6,143,581
1096,"NY","NY","00923912","Diplusodon oblongus",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,144,501
1098,"NY","NY","00923997","Diplusodon sessiliflorus",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,145,501
1104,"NY","NY","424589","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.53,-41.9,146,391
1105,"NY","NY","00924054","Diplusodon virgatus",NA,"A. Lourteig",-15.7834208090807,-47.9298726661488,147,501
1106,"NY","NY","818321","Diplusodon plumbeus",NA,"T. B. Cavalcanti",-16.72289,-47.6,148,581
1112,"NY","NY","445434","Diplusodon ulei",NA,"A. Lourteig",-13.55,-41.95,149,391
1114,"NY","NY","00940297","Diplusodon hexander",NA,"A. Lourteig",-18.53,-43.62,150,708
1117,"NY","NY","00923517","Diplusodon oblongus",NA,"T. B. Cavalcanti",-15.92,-48.02,151,541
1118,"NY","NY","00923951","Diplusodon plumbeus",NA,"T. B. Cavalcanti",-16.79518,-47.6,152,581
1120,"NY","NY","684951","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.53,-41.93,153,391
1129,"NY","NY","00940293","Diplusodon helianthemifolius","helianthemifolius","T. B. Cavalcanti",-18.18,-43.72,154,668
1131,"NY","NY","00923986","Diplusodon rosmarinifolius",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,155,501
1132,"NY","NY","00924574","Diplusodon strigosus",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,156,501
1138,"NY","NY","00924035","Diplusodon uninervius",NA,"A. Lourteig",-18.2531772779915,-43.6004898201051,157,668
1143,"NY","NY","00940248","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.33,-43.75,158,708
1144,"NY","NY","00923807","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.12,-43.75,159,668
1163,"NY","NY","00924026","Diplusodon uninervius",NA,"A. Lourteig",-18.24,-43.601,160,668
1165,"NY","NY","00923835","Diplusodon lanceolatus",NA,"T. B. Cavalcanti",-16.7723416525899,-47.6137541731285,161,581
1166,"NY","NY","00923946","Diplusodon panniculatus",NA,"T. B. Cavalcanti",-16.7723416525899,-47.6137541731285,162,581
1169,"NY","NY","445433","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.25,-41.9,163,351
1171,"NY","NY","00923516","Diplusodon villosus",NA,"T. B. Cavalcanti",-15.92,-48.02,164,541
1173,"NY","NY","00923840","Diplusodon lanceolatus",NA,"T. B. Cavalcanti",-15.7834208090807,-47.9298726661488,165,501
1177,"NY","NY","00923833","Diplusodon lanceolatus",NA,"A. Lourteig",-18.2531772779915,-43.6004898201051,166,668
1242,"Cenargen","CEN","104676","Diplusodon hirsutus",NA,"T. B. Cavalcanti",-16.722222,-42.9225,167,589
1253,"Cenargen","CEN","104208","Diplusodon quintuplinervius",NA,"T. B. Cavalcanti",-15.351111,-42.421388,168,510
1258,"Cenargen","CEN","103845","Diplusodon nitidus",NA,"T. B. Cavalcanti",-15.137222,-42.143888,169,471
1259,"Cenargen","CEN","103822","Diplusodon quintuplinervius",NA,"T. B. Cavalcanti",-15.286666,-42.150833,170,511
1262,"Cenargen","CEN","103796","Diplusodon nitidus",NA,"T. B. Cavalcanti",-15.255277,-42.158611,171,470
1263,"Cenargen","CEN","103615","Diplusodon quintuplinervius",NA,"T. B. Cavalcanti",-15.172222,-42.445833,172,470
1264,"Cenargen","CEN","103397","Diplusodon quintuplinervius",NA,"T. B. Cavalcanti",-15.375555,-42.671944,173,510
1271,"Cenargen","CEN","102706","Diplusodon quintuplinervius",NA,"T. B. Cavalcanti",-16.182777,-42.489166,174,550
1272,"Cenargen","CEN","102540","Diplusodon quintuplinervius",NA,"T. B. Cavalcanti",-16.038055,-42.3925,175,550
1285,"Cenargen","CEN","101949","Diplusodon helianthemifolius","pemphoides","T. B. Cavalcanti",-16.854444,-43.027777,176,589
1289,"Cenargen","CEN","101947","Diplusodon glocimarii",NA,"T. B. Cavalcanti",-20.367778,-46.756389,177,823
1299,"Cenargen","CEN","101925","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.269166,-43.7125,178,668
1305,"Cenargen","CEN","101917","Diplusodon mononeuros",NA,"T. B. Cavalcanti",-18.281111,-43.970833,179,667
1308,"Cenargen","CEN","101926","Diplusodon glocimarii",NA,"T. B. Cavalcanti",-20.630555,-46.265,180,824
1310,"Cenargen","CEN","101935","Diplusodon glocimarii",NA,"T. B. Cavalcanti",-20.434444,-46.62,181,823
1321,"Cenargen","CEN","101909","Diplusodon uninervius",NA,"T. B. Cavalcanti",-18.217777,-43.594444,182,668
1325,"Cenargen","CEN","101911","Diplusodon uninervius",NA,"T. B. Cavalcanti",-18.213055,-43.6175,183,668
1331,"Cenargen","CEN","101948","Diplusodon nitidus",NA,"T. B. Cavalcanti",-16.854444,-43.027777,184,589
1333,"Cenargen","CEN","101924","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.269166,-43.7125,185,668
1337,"Cenargen","CEN","101724","Diplusodon micromerus",NA,"T. B. Cavalcanti",-15.610277,-47.474166,186,502
1341,"Cenargen","CEN","101726","Diplusodon paraisoensis",NA,"T. B. Cavalcanti",-15.683333,-47.713888,187,501
1358,"Cenargen","CEN","100454","Diplusodon bahiensis",NA,"T. B. Cavalcanti",-11.591388,-41.207777,188,232
1360,"Cenargen","CEN","100209","Diplusodon paraisoensis",NA,"T. B. Cavalcanti",-14.885,-47.555555,189,462
1363,"Cenargen","CEN","100214","Diplusodon hatschbachii",NA,"T. B. Cavalcanti",-14.885,-47.555555,190,462
1367,"Cenargen","CEN","98953","Diplusodon uninervius",NA,"T. B. Cavalcanti",-18.130555,-43.379166,191,668
1577,"UFOP","OUPR","1792","Diplusodon rotundifolius",NA,"T. B. Cavalcanti",-18.3,-43.95,192,708
1601,"UFOP","OUPR","1791","Diplusodon rotundifolius",NA,"T. B. Cavalcanti",-18.3,-43.95,193,708
1603,"UFOP","OUPR","1796","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.183333,-43.716667,194,668
1605,"UFOP","OUPR","1793","Diplusodon oblongus",NA,"T. B. Cavalcanti",-14.05,-47.533333,195,382
1616,"MN","R","232012","Diplusodon epilobioides",NA,"T. B. Cavalcanti",-14.106944,-42.505556,196,430
1618,"MN","R","232019","Diplusodon uninervius",NA,"T. B. Cavalcanti",-18.370833,-43.551278,197,708
1619,"MN","R","232015","Diplusodon hirsutus",NA,"T. B. Cavalcanti",-20.369083,-43.508472,198,828
1621,"MN","R","232013","Diplusodon epilobioides",NA,"T. B. Cavalcanti",-16.560833,-42.875556,199,589
1728,"USP","SPF","196708","Diplusodon myrsinites",NA,"T. B. Cavalcanti",-21.706722,-43.89125,200,908
1730,"USP","SPF","194696","Diplusodon minasensis",NA,"T. B. Cavalcanti",-18.798333,-43.443333,201,708
1736,"USP","SPF","190942","Diplusodon nitidus",NA,"T. B. Cavalcanti",-16.963694,-43.537444,202,588
1754,"USP","SPF","183485","Diplusodon uninervius",NA,"T. B. Cavalcanti",-19.006111,-43.755556,203,748
1782,"USP","SPF","169796","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.069444,-41.808056,204,351
1784,"USP","SPF","168473","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.4225,-43.7175,205,708
1787,"USP","SPF","167151","Diplusodon ramosissimus",NA,"T. B. Cavalcanti",-16.05,-47.933333,206,541
1788,"USP","SPF","167024","Diplusodon minasensis",NA,"T. B. Cavalcanti",-18.810833,-43.7525,207,708
1791,"USP","SPF","164642","Diplusodon minasensis",NA,"T. B. Cavalcanti",-18.810833,-43.7525,208,708
1792,"USP","SPF","163809","Diplusodon candollei",NA,"T. B. Cavalcanti",-18.840556,-43.748056,209,708
1793,"USP","SPF","162277","Diplusodon astictus",NA,"T. B. Cavalcanti",-14.173889,-47.504722,210,422
1794,"USP","SPF","162278","Diplusodon aggregatifolius",NA,"T. B. Cavalcanti",-16.558611,-42.885833,211,589
1801,"USP","SPF","160308","Diplusodon virgatus",NA,"T. B. Cavalcanti",-20.489056,-43.663639,212,828
1802,"USP","SPF","159911","Diplusodon thymifolius",NA,"T. B. Cavalcanti",-14.088611,-42.505278,213,430
1805,"USP","SPF","153989","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.033333,-41.833333,214,351
1807,"USP","SPF","152431","Diplusodon orbicularis",NA,"T. B. Cavalcanti",-19.290861,-43.568056,215,748
1814,"USP","SPF","148014","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.033333,-41.833333,216,351
1817,"USP","SPF","142874","Diplusodon incanus",NA,"T. B. Cavalcanti",-13.9,-47.35,217,382
1819,"USP","SPF","140477","Diplusodon bradei",NA,"T. B. Cavalcanti",-18.594333,-43.964,218,707
1821,"USP","SPF","140478","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.401556,-43.317194,219,709
1822,"USP","SPF","138096","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.533333,-41.95,220,391
1827,"USP","SPF","136394","Diplusodon puberulus",NA,"T. B. Cavalcanti",-17.75,-44.2,221,667
1833,"USP","SPF","132312","Diplusodon ulei","ulei","T. B. Cavalcanti",-13.595278,-41.834722,222,391
1839,"USP","SPF","129647","Diplusodon virgatus",NA,"T. B. Cavalcanti",-18.751111,-43.678611,223,708
1841,"USP","SPF","129048","Diplusodon ulei","ulei","T. B. Cavalcanti",-12.939722,-41.475278,224,352
1842,"USP","SPF","127386","Diplusodon helianthemifolius","helianthemifolius","T. B. Cavalcanti",-18.182222,-43.705,225,668
1843,"USP","SPF","127100","Diplusodon hirsutus",NA,"T. B. Cavalcanti",-11.590556,-41.207222,226,232
1849,"USP","SPF","123827","Diplusodon ulei","ciliatus","T. B. Cavalcanti",-12.95,-41.4075,227,352
1852,"USP","SPF","121750","Diplusodon buxifolius",NA,"T. B. Cavalcanti",-20.503889,-43.645556,228,828
1854,"USP","SPF","119965","Diplusodon epilobioides",NA,"T. B. Cavalcanti",-13.283333,-41.883333,229,351
1855,"USP","SPF","117138","Diplusodon hirsutus",NA,"T. B. Cavalcanti",-11.579167,-41.165556,230,232
1858,"USP","SPF","113784","Diplusodon ulei","ulei","T. B. Cavalcanti",-13.316667,-41.85,231,351
1859,"USP","SPF","113783","Diplusodon ulei","ulei","T. B. Cavalcanti",-13.3,-41.883333,232,351
