"id","institutioncode","collectioncode","catalognumber","gen_sp","subspecies","identifiedby","latitude","longitude","id_2","id_grid"
6548,"Cenargen","CEN","62344","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.069444,-41.808055,592,351
6550,"Cenargen","CEN","62345","Diplusodon orbicularis",NA,"T. B. Cavalcanti",-19.139722,-43.694722,593,748
6552,"Cenargen","CEN","62215","Diplusodon oblongus",NA,"T. B. Cavalcanti",-15.950833,-47.871666,594,541
6553,"Cenargen","CEN","62209","Diplusodon oblongus",NA,"T. B. Cavalcanti",-15.951111,-47.870833,595,541
6555,"Cenargen","CEN","62208","Diplusodon villosus",NA,"T. B. Cavalcanti",-15.951111,-47.870833,596,541
6558,"Cenargen","CEN","62065","Diplusodon rosmarinifolius",NA,"T. B. Cavalcanti",-15.91778,-48.02556,597,541
6559,"Cenargen","CEN","62038","Diplusodon glaucescens",NA,"T. B. Cavalcanti",-18.586666,-43.895277,598,708
6560,"Cenargen","CEN","62043","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.593055,-43.964166,599,707
6562,"Cenargen","CEN","61937","Diplusodon plumbeus",NA,"T. B. Cavalcanti",-16.733055,-47.621111,600,581
6567,"Cenargen","CEN","61906","Diplusodon villosus",NA,"T. B. Cavalcanti",-13.950833,-47.458611,601,382
6577,"Cenargen","CEN","61873","Diplusodon strigosus",NA,"T. B. Cavalcanti",-15.802222,-48.8625,602,499
6580,"Cenargen","CEN","61870","Diplusodon villosus",NA,"T. B. Cavalcanti",-15.7975,-48.829166,603,499
6584,"Cenargen","CEN","61898","Diplusodon cordifolius",NA,"T. B. Cavalcanti",-14.050833,-47.513333,604,382
6585,"Cenargen","CEN","61904","Diplusodon leucocalycinus",NA,"T. B. Cavalcanti",-13.950833,-47.458611,605,382
6594,"Cenargen","CEN","61834","Diplusodon villosus",NA,"T. B. Cavalcanti",-13.945833,-47.454444,606,382
6597,"Cenargen","CEN","61833","Diplusodon leucocalycinus",NA,"T. B. Cavalcanti",-13.945833,-47.454444,607,382
6612,"Cenargen","CEN","61605","Diplusodon quintuplinervius",NA,"T. B. Cavalcanti",-15.438055,-42.440555,608,510
6622,"Cenargen","CEN","60298","Diplusodon oblongus","oblongus","T. B. Cavalcanti",-14.0725,-47.509166,609,382
6638,"Cenargen","CEN","58770","Diplusodon lanceolatus",NA,"T. B. Cavalcanti",-15.866666,-48.016666,610,501
6647,"Cenargen","CEN","58203","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.4225,-43.7175,611,708
6649,"Cenargen","CEN","58199","Diplusodon candollei",NA,"T. B. Cavalcanti",-18.840555,-43.748055,612,708
6662,"Cenargen","CEN","57673","Diplusodon oblongus","oblongus","T. B. Cavalcanti",-15.86667,-48,613,501
6663,"Cenargen","CEN","57696","Diplusodon villosus",NA,"T. B. Cavalcanti",-15.866666,-48,614,501
6673,"Cenargen","CEN","56041","Diplusodon plumbeus",NA,"T. B. Cavalcanti",-16.723888,-47.641388,615,581
6676,"Cenargen","CEN","55902","Diplusodon bolivianus",NA,"T. B. Cavalcanti",-15.66667,-48.1,616,501
6677,"Cenargen","CEN","55849","Diplusodon villosus",NA,"T. B. Cavalcanti",-15.61667,-47.76667,617,501
6678,"Cenargen","CEN","55851","Diplusodon oblongus","oblongus","T. B. Cavalcanti",-15.61667,-47.76667,618,501
6692,"Cenargen","CEN","54058","Diplusodon thymifolius",NA,"T. B. Cavalcanti",-14.085833,-42.514722,619,430
6708,"Cenargen","CEN","53753","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.594444,-41.788055,620,391
6713,"Cenargen","CEN","53741","Diplusodon thymifolius",NA,"T. B. Cavalcanti",-14.106944,-42.505555,621,430
6714,"Cenargen","CEN","53743","Diplusodon helianthemifolius","pemphoides","T. B. Cavalcanti",-16.724444,-42.928333,622,589
6747,"Cenargen","CEN","53084","Diplusodon astictus",NA,"T. B. Cavalcanti",-14.173888,-47.504722,623,422
6750,"Cenargen","CEN","53064","Diplusodon microphyllus",NA,"T. B. Cavalcanti",-20.368888,-43.508333,624,828
6765,"Cenargen","CEN","51484","Diplusodon epilobioides",NA,"T. B. Cavalcanti",-16.560833,-42.875555,625,589
6767,"Cenargen","CEN","51436","Diplusodon minasensis",NA,"T. B. Cavalcanti",-18.810833,-43.7525,626,708
6781,"Cenargen","CEN","50886","Diplusodon bradei",NA,"T. B. Cavalcanti",-18.595,-43.954444,627,708
6787,"Cenargen","CEN","50882","Diplusodon nitidus",NA,"T. B. Cavalcanti",-18.607222,-43.898055,628,708
6788,"Cenargen","CEN","50881","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.363333,-43.682777,629,708
6793,"Cenargen","CEN","50702","Diplusodon panniculatus",NA,"T. B. Cavalcanti",-16.731666,-47.620555,630,581
6814,"Cenargen","CEN","49126","Diplusodon villosus",NA,"T. B. Cavalcanti",-15.38861,-47.685277,631,501
6816,"Cenargen","CEN","49129","Diplusodon villosus",NA,"T. B. Cavalcanti",-15.91333,-47.96389,632,541
6828,"Cenargen","CEN","48068","Diplusodon bahiensis",NA,"T. B. Cavalcanti",-10.36667,-41.316666,633,152
6841,"Cenargen","CEN","46985","Diplusodon leucocalycinus",NA,"T. B. Cavalcanti",-13.895833,-47.359166,634,382
6842,"Cenargen","CEN","46987","Diplusodon heringeri",NA,"T. B. Cavalcanti",-13.895833,-47.359166,635,382
6844,"Cenargen","CEN","46986","Diplusodon nigricans",NA,"T. B. Cavalcanti",-13.895833,-47.359166,636,382
6846,"Cenargen","CEN","46973","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.53889,-41.85806,637,391
6853,"Cenargen","CEN","46976","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.445,-41.51056,638,352
6857,"Cenargen","CEN","46954","Diplusodon rotundifolius",NA,"T. B. Cavalcanti",-18.28389,-43.98083,639,707
6859,"Cenargen","CEN","46962","Diplusodon candollei",NA,"T. B. Cavalcanti",-18.6075,-43.89806,640,708
6860,"Cenargen","CEN","46959","Diplusodon glaucescens",NA,"T. B. Cavalcanti",-18.565,-43.64444,641,708
6861,"Cenargen","CEN","46989","Diplusodon sordidus",NA,"T. B. Cavalcanti",-13.89583,-47.35917,642,382
6863,"Cenargen","CEN","46961","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.56083,-43.84944,643,708
6865,"Cenargen","CEN","46958","Diplusodon uninervius",NA,"T. B. Cavalcanti",-18.565,-43.64444,644,708
6868,"Cenargen","CEN","46988","Diplusodon leucocalycinus",NA,"T. B. Cavalcanti",-13.895833,-47.359166,645,382
6869,"Cenargen","CEN","46974","Diplusodon thymifolius",NA,"T. B. Cavalcanti",-13.496111,-41.860555,646,391
6871,"Cenargen","CEN","46937","Diplusodon helianthemifolius","helianthemifolius","T. B. Cavalcanti",-18.53861,-43.43833,647,708
6875,"Cenargen","CEN","46939","Diplusodon glaucescens",NA,"T. B. Cavalcanti",-18.49472,-43.47833,648,708
6876,"Cenargen","CEN","46957","Diplusodon mononeuros",NA,"T. B. Cavalcanti",-18.28472,-43.97389,649,707
6879,"Cenargen","CEN","46934","Diplusodon uninervius",NA,"T. B. Cavalcanti",-18.53861,-43.43833,650,708
6881,"Cenargen","CEN","46896","Diplusodon vidalii",NA,"T. B. Cavalcanti",-20.93278,-46.8325,651,863
6906,"Cenargen","CEN","46266","Diplusodon orbicularis",NA,"T. B. Cavalcanti",-19.29083,-43.56806,652,748
6910,"Cenargen","CEN","45360","Diplusodon bahiensis",NA,"T. B. Cavalcanti",-11.55694,-41.29722,653,232
6912,"Cenargen","CEN","45102","Diplusodon ulei",NA,"T. B. Cavalcanti",-12.93972,-41.47528,654,352
6913,"Cenargen","CEN","45090","Diplusodon bahiensis",NA,"T. B. Cavalcanti",-11.59056,-41.20722,655,232
6952,"Cenargen","CEN","43342","Diplusodon strigosus",NA,"T. B. Cavalcanti",-15.47389,-47.51056,656,502
6959,"Cenargen","CEN","42612","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.03333,-41.83333,657,351
6967,"Cenargen","CEN","41527","Diplusodon rosmarinifolius",NA,"T. B. Cavalcanti",-16.03333,-48.05,658,541
6973,"Cenargen","CEN","41345","Diplusodon sordidus",NA,"T. B. Cavalcanti",-14.0725,-47.50917,659,382
6974,"Cenargen","CEN","41346","Diplusodon sordidus",NA,"T. B. Cavalcanti",-14.0725,-47.50917,660,382
6975,"Cenargen","CEN","41344","Diplusodon sordidus",NA,"T. B. Cavalcanti",-14.0725,-47.50917,661,382
7003,"Cenargen","CEN","39398","Diplusodon ramosissimus",NA,"T. B. Cavalcanti",-15.86667,-48,662,501
7004,"Cenargen","CEN","39399","Diplusodon ramosissimus",NA,"T. B. Cavalcanti",-15.86667,-48,663,501
7005,"Cenargen","CEN","39281","Diplusodon villosus",NA,"T. B. Cavalcanti",-15.86667,-48,664,501
7006,"Cenargen","CEN","39239","Diplusodon sessiliflorus",NA,"T. B. Cavalcanti",-15.86667,-48,665,501
7007,"Cenargen","CEN","39280","Diplusodon rosmarinifolius",NA,"T. B. Cavalcanti",-15.86667,-48,666,501
7008,"Cenargen","CEN","39205","Diplusodon sessiliflorus",NA,"T. B. Cavalcanti",-15.86667,-48,667,501
7012,"Cenargen","CEN","39086","Diplusodon orbicularis",NA,"T. B. Cavalcanti",-19.28333,-43.58333,668,748
7015,"Cenargen","CEN","39087","Diplusodon hirsutus",NA,"T. B. Cavalcanti",-19.28333,-43.58333,669,748
7016,"Cenargen","CEN","39100","Diplusodon rotundifolius",NA,"T. B. Cavalcanti",-18.15722,-43.61583,670,668
7017,"Cenargen","CEN","39099","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.25389,-43.645,671,668
7020,"Cenargen","CEN","38498","Diplusodon rosmarinifolius",NA,"T. B. Cavalcanti",-15.91667,-48.01667,672,541
7021,"Cenargen","CEN","38506","Diplusodon villosus",NA,"T. B. Cavalcanti",-15.91667,-48.01667,673,541
7022,"Cenargen","CEN","38505","Diplusodon ramosissimus",NA,"T. B. Cavalcanti",-15.91667,-48.01667,674,541
7023,"Cenargen","CEN","38472","Diplusodon virgatus",NA,"T. B. Cavalcanti",-15.91667,-48.01667,675,541
7024,"Cenargen","CEN","38434","Diplusodon ramosissimus",NA,"T. B. Cavalcanti",-15.91667,-48.01667,676,541
7025,"Cenargen","CEN","38455","Diplusodon sessiliflorus",NA,"T. B. Cavalcanti",-15.91667,-48.01667,677,541
7026,"Cenargen","CEN","38400","Diplusodon capitalensis",NA,"T. B. Cavalcanti",-15.91667,-48.01667,678,541
7027,"Cenargen","CEN","38398","Diplusodon rosmarinifolius",NA,"T. B. Cavalcanti",-15.91667,-48.01667,679,541
7028,"Cenargen","CEN","38350","Diplusodon sessiliflorus",NA,"T. B. Cavalcanti",-15.91667,-48.01667,680,541
7029,"Cenargen","CEN","38428","Diplusodon ramosissimus",NA,"T. B. Cavalcanti",-15.91667,-48.01667,681,541
7030,"Cenargen","CEN","38401","Diplusodon sessiliflorus",NA,"T. B. Cavalcanti",-15.91667,-48.01667,682,541
7031,"Cenargen","CEN","38252","Diplusodon villosus",NA,"T. B. Cavalcanti",-15.91667,-48.01667,683,541
7032,"Cenargen","CEN","38251","Diplusodon villosus",NA,"T. B. Cavalcanti",-15.91667,-48.01667,684,541
7096,"Cenargen","CEN","37561","Diplusodon virgatus",NA,"T. B. Cavalcanti",-18.75111,-43.67861,685,708
7100,"Cenargen","CEN","37555","Diplusodon buxifolius",NA,"T. B. Cavalcanti",-20.50389,-43.64556,686,828
7109,"Cenargen","CEN","36455","Diplusodon rosmarinifolius",NA,"T. B. Cavalcanti",-15.5,-47.56667,687,501
7115,"Cenargen","CEN","36135","Diplusodon marginatus",NA,"T. B. Cavalcanti",-15.86667,-48.1,688,501
7118,"Cenargen","CEN","35797","Diplusodon villosus",NA,"T. B. Cavalcanti",-15.91667,-48.01667,689,541
7119,"Cenargen","CEN","35603","Diplusodon ramosissimus",NA,"T. B. Cavalcanti",-15.91667,-48.03333,690,541
7135,"Cenargen","CEN","34166","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.29278,-41.84806,691,351
7136,"Cenargen","CEN","34148","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.15028,-41.7725,692,351
7137,"Cenargen","CEN","34130","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.53889,-41.88333,693,391
7144,"Cenargen","CEN","33994","Diplusodon bradei",NA,"T. B. Cavalcanti",-18.59417,-43.96389,694,707
7145,"Cenargen","CEN","33998","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.59417,-43.96389,695,707
7146,"Cenargen","CEN","33987","Diplusodon lanceolatus",NA,"T. B. Cavalcanti",-17.72889,-44.17583,696,667
7153,"Cenargen","CEN","33989","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.40139,-43.31694,697,709
7155,"Cenargen","CEN","33975","Diplusodon quintuplinervius",NA,"T. B. Cavalcanti",-14.42194,-42.55111,698,430
7158,"Cenargen","CEN","33974","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.52722,-41.85361,699,391
7185,"Cenargen","CEN","33859","Diplusodon puberulus",NA,"T. B. Cavalcanti",-17.750277,-44.18222,700,667
7191,"Cenargen","CEN","33860","Diplusodon lanceolatus",NA,"T. B. Cavalcanti",-17.75028,-44.18222,701,667
7195,"Cenargen","CEN","33595","Diplusodon buxifolius",NA,"T. B. Cavalcanti",-20.09306,-43.98361,702,827
7197,"Cenargen","CEN","33596","Diplusodon hirsutus",NA,"T. B. Cavalcanti",-20.1,-43.98333,703,827
7200,"Cenargen","CEN","33484","Diplusodon helianthemifolius","helianthemifolius","T. B. Cavalcanti",-18.18222,-43.705,704,668
7204,"Cenargen","CEN","33352","Diplusodon oblongus",NA,"T. B. Cavalcanti",-15.92417,-48.03333,705,541
7205,"Cenargen","CEN","33152","Diplusodon rosmarinifolius",NA,"T. B. Cavalcanti",-15.55639,-48.046666,706,501
7232,"Cenargen","CEN","31227","Diplusodon oblongus",NA,"T. B. Cavalcanti",-15.86667,-48.05,707,501
7233,"Cenargen","CEN","31193","Diplusodon sessiliflorus",NA,"T. B. Cavalcanti",-15.86667,-48.05,708,501
7250,"Cenargen","CEN","29475","Diplusodon sordidus",NA,"T. B. Cavalcanti",-13.94417,-47.49389,709,382
7339,"Cenargen","CEN","27073","Diplusodon aggregatifolius",NA,"T. B. Cavalcanti",-16.56417,-42.88722,710,589
7340,"Cenargen","CEN","27037","Diplusodon glaucescens",NA,"T. B. Cavalcanti",-18.57833,-43.51028,711,708
7341,"Cenargen","CEN","27039","Diplusodon glaucescens",NA,"T. B. Cavalcanti",-18.57972,-43.56861,712,708
7342,"Cenargen","CEN","27058","Diplusodon glaziovii",NA,"T. B. Cavalcanti",-18.323888,-43.87889,713,708
7343,"Cenargen","CEN","27032","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-19.2575,-43.55861,714,748
7355,"Cenargen","CEN","27076","Diplusodon hirsutus",NA,"T. B. Cavalcanti",-16.72722,-42.92639,715,589
7356,"Cenargen","CEN","27056","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.611944,-43.907777,716,708
7357,"Cenargen","CEN","27049","Diplusodon helianthemifolius","helianthemifolius","T. B. Cavalcanti",-18.16806,-43.61861,717,668
7359,"Cenargen","CEN","27005","Diplusodon sordidus",NA,"T. B. Cavalcanti",-14.051111,-47.501111,718,382
7361,"Cenargen","CEN","27075","Diplusodon hirsutus",NA,"T. B. Cavalcanti",-16.72722,-42.92639,719,589
7370,"Cenargen","CEN","27046","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.2025,-43.6025,720,668
7372,"Cenargen","CEN","27002","Diplusodon pygmaeus",NA,"T. B. Cavalcanti",-14.159722,-47.489722,721,422
7374,"Cenargen","CEN","27006","Diplusodon sigillatus",NA,"T. B. Cavalcanti",-14.051111,-47.500833,722,382
7387,"Cenargen","CEN","26529","Diplusodon paraisoensis",NA,"T. B. Cavalcanti",-13.92,-47.42,723,382
7392,"Cenargen","CEN","26533","Diplusodon leucocalycinus",NA,"T. B. Cavalcanti",-13.903888,-47.405277,724,382
7394,"Cenargen","CEN","26528","Diplusodon leucocalycinus",NA,"T. B. Cavalcanti",-13.92,-47.42,725,382
7431,"Cenargen","CEN","23524","Diplusodon oblongus",NA,"T. B. Cavalcanti",-15.91667,-48.01667,726,541
7432,"Cenargen","CEN","23522","Diplusodon villosus",NA,"T. B. Cavalcanti",-15.91667,-48.01667,727,541
7436,"Cenargen","CEN","22187","Diplusodon sessiliflorus",NA,"T. B. Cavalcanti",-15.68333,-47.86667,728,501
7437,"Cenargen","CEN","22189","Diplusodon rosmarinifolius",NA,"T. B. Cavalcanti",-15.68333,-47.86667,729,501
7449,"Cenargen","CEN","21968","Diplusodon villosissimus",NA,"T. B. Cavalcanti",-20.48889,-43.66361,730,828
7451,"Cenargen","CEN","21961","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-19.24972,-43.54556,731,748
7452,"Cenargen","CEN","21970","Diplusodon virgatus",NA,"T. B. Cavalcanti",-20.48889,-43.66361,732,828
7455,"Cenargen","CEN","21944","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.55167,-43.55389,733,708
7471,"Cenargen","CEN","21317","Diplusodon capitalensis",NA,"T. B. Cavalcanti",-15.6,-48.13333,734,501
7482,"Cenargen","CEN","21142","Diplusodon ramosissimus",NA,"T. B. Cavalcanti",-15.63833,-47.60083,735,501
7507,"Cenargen","CEN","19532","Diplusodon oblongus",NA,"T. B. Cavalcanti",-14.133333,-47.45,736,422
7508,"Cenargen","CEN","19540","Diplusodon sordidus",NA,"T. B. Cavalcanti",-14.133333,-47.45,737,422
7509,"Cenargen","CEN","19548","Diplusodon oblongus",NA,"T. B. Cavalcanti",-14.133333,-47.45,738,422
7513,"Cenargen","CEN","19186","Diplusodon sigillatus",NA,"T. B. Cavalcanti",-13.983333,-47.483333,739,382
7516,"Cenargen","CEN","19181","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.316666,-41.883333,740,351
7517,"Cenargen","CEN","19176","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.183333,-43.716666,741,668
7523,"Cenargen","CEN","19171","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.216666,-43.683333,742,668
7528,"Cenargen","CEN","19185","Diplusodon oblongus",NA,"T. B. Cavalcanti",-14.05,-47.533333,743,382
7529,"Cenargen","CEN","19198","Diplusodon ramosissimus",NA,"T. B. Cavalcanti",-15.6,-48.01667,744,501
7536,"Cenargen","CEN","19193","Diplusodon plumbeus",NA,"T. B. Cavalcanti",-16.8,-47.616667,745,581
7537,"Cenargen","CEN","19172","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.2,-43.65,746,668
7539,"Cenargen","CEN","19180","Diplusodon aggregatifolius",NA,"T. B. Cavalcanti",-16.566666,-42.9,747,589
7540,"Cenargen","CEN","19175","Diplusodon helianthemifolius","helianthemifolius","T. B. Cavalcanti",-18.183333,-43.716666,748,668
7541,"Cenargen","CEN","19169","Diplusodon nitidus",NA,"T. B. Cavalcanti",-18.28333,-43.81667,749,668
7543,"Cenargen","CEN","19173","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.333333,-43.75,750,708
7547,"Cenargen","CEN","19170","Diplusodon glaucescens",NA,"T. B. Cavalcanti",-18.466666,-43.65,751,708
7549,"Cenargen","CEN","19182","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.45,-41.95,752,351
7560,"Cenargen","CEN","19065","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.25,-43.66667,753,668
7562,"Cenargen","CEN","19101","Diplusodon buxifolius",NA,"T. B. Cavalcanti",-19.81667,-43.66667,754,788
7573,"Cenargen","CEN","19053","Diplusodon buxifolius",NA,"T. B. Cavalcanti",-19.81667,-43.66667,755,788
7578,"Cenargen","CEN","19068","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.25,-43.66667,756,668
7584,"Cenargen","CEN","19045","Diplusodon buxifolius",NA,"T. B. Cavalcanti",-19.81667,-43.66667,757,788
7589,"Cenargen","CEN","19064","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.25,-43.66667,758,668
7590,"Cenargen","CEN","18989","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.53333,-41.93333,759,391
7599,"Cenargen","CEN","18990","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.28333,-41.86667,760,351
7603,"Cenargen","CEN","18982","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.25,-41.9,761,351
7606,"Cenargen","CEN","18964","Diplusodon hirsutus",NA,"T. B. Cavalcanti",-16.53333,-42.91667,762,589
7607,"Cenargen","CEN","18983","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.23333,-41.9,763,351
7612,"Cenargen","CEN","18993","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.15,-43.71667,764,668
7613,"Cenargen","CEN","18959","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.25,-41.91667,765,351
7616,"Cenargen","CEN","18981","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.26667,-41.9,766,351
7620,"Cenargen","CEN","18976","Diplusodon argyrophyllus",NA,"T. B. Cavalcanti",-13.26667,-41.81667,767,351
7622,"Cenargen","CEN","18953","Diplusodon lanceolatus",NA,"T. B. Cavalcanti",-17.75,-44.2,768,667
7627,"Cenargen","CEN","18958","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.25,-41.91667,769,351
7630,"Cenargen","CEN","18970","Diplusodon xiphodon",NA,"T. B. Cavalcanti",-13.53333,-41.95,770,391
7631,"Cenargen","CEN","18965","Diplusodon hirsutus",NA,"T. B. Cavalcanti",-16.53333,-42.91667,771,589
7638,"Cenargen","CEN","18920","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.43333,-43.33333,772,709
7639,"Cenargen","CEN","18922","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.53333,-41.95,773,391
7642,"Cenargen","CEN","18930","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.53333,-41.93333,774,391
7645,"Cenargen","CEN","18931","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.21667,-41.83333,775,351
7647,"Cenargen","CEN","18921","Diplusodon puberulus",NA,"T. B. Cavalcanti",-17.75,-44.2,776,667
7648,"Cenargen","CEN","18950","Diplusodon buxifolius",NA,"T. B. Cavalcanti",-20.48333,-43.71667,777,828
7649,"Cenargen","CEN","18918","Diplusodon plumbeus",NA,"T. B. Cavalcanti",-16.76667,-47.61667,778,581
7658,"Cenargen","CEN","18795","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.08333,-41.88333,779,351
7660,"Cenargen","CEN","18791","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.25,-41.9,780,351
7661,"Cenargen","CEN","18792","Diplusodon ulei",NA,"T. B. Cavalcanti",-13.15,-41.78333,781,351
7671,"Cenargen","CEN","18568","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.28333,-43.81667,782,668
7672,"Cenargen","CEN","18571","Diplusodon buxifolius",NA,"T. B. Cavalcanti",-20.43333,-43.51667,783,828
7675,"Cenargen","CEN","18570","Diplusodon virgatus",NA,"T. B. Cavalcanti",-20.4,-43.5,784,828
7686,"Cenargen","CEN","18569","Diplusodon virgatus",NA,"T. B. Cavalcanti",-21.33333,-45,785,906
7689,"Cenargen","CEN","18572","Diplusodon nitidus",NA,"T. B. Cavalcanti",-18.58333,-43.83333,786,708
7700,"Cenargen","CEN","18522","Diplusodon uninervius",NA,"T. B. Cavalcanti",-18.366666,-43.683333,787,708
7701,"Cenargen","CEN","18540","Diplusodon villosus",NA,"T. B. Cavalcanti",-15.670277,-47.878611,788,501
7711,"Cenargen","CEN","18539","Diplusodon rosmarinifolius",NA,"T. B. Cavalcanti",-15.670277,-47.878611,789,501
7714,"Cenargen","CEN","18526","Diplusodon minasensis",NA,"T. B. Cavalcanti",-18.3,-43.883333,790,708
7715,"Cenargen","CEN","18528","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.116666,-43.75,791,668
7718,"Cenargen","CEN","18525","Diplusodon rotundifolius",NA,"T. B. Cavalcanti",-18.3,-43.95,792,708
7719,"Cenargen","CEN","18527","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.133333,-43.533333,793,668
7720,"Cenargen","CEN","18530","Diplusodon sordidus",NA,"T. B. Cavalcanti",-13.983333,-47.483333,794,382
7738,"Cenargen","CEN","16746","Diplusodon heringeri",NA,"T. B. Cavalcanti",-13.966666,-47.5,795,382
7742,"Cenargen","CEN","16054","Diplusodon sessiliflorus",NA,"T. B. Cavalcanti",-15.55,-47.51667,796,502
7743,"Cenargen","CEN","16053","Diplusodon oblongus","oblongus","T. B. Cavalcanti",-16.03333,-47.93333,797,541
7802,"UEFS","HUEFS","186018","Diplusodon ulei","ulei","T. B. Cavalcanti",-12.602222,-41.488333,798,312
7814,"UEFS","HUEFS","183284","Diplusodon hirsutus",NA,"T. B. Cavalcanti",-19.268056,-43.546944,799,748
7815,"UEFS","HUEFS","179554","Diplusodon argyrophyllus",NA,"T. B. Cavalcanti",-13.442778,-41.753333,800,351
7820,"UEFS","HUEFS","168929","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.156944,-43.615833,801,668
7821,"UEFS","HUEFS","168915","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.156944,-43.615833,802,668
7822,"UEFS","HUEFS","168910","Diplusodon uninervius",NA,"T. B. Cavalcanti",-18.156944,-43.615833,803,668
7823,"UEFS","HUEFS","168914","Diplusodon ciliiflorus",NA,"T. B. Cavalcanti",-18.156944,-43.615833,804,668
7824,"UEFS","HUEFS","168930","Diplusodon helianthemifolius","helianthemifolius","T. B. Cavalcanti",-18.156944,-43.615833,805,668
7825,"UEFS","HUEFS","168909","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.156944,-43.615833,806,668
7828,"UEFS","HUEFS","166288","Diplusodon ulei","ulei","T. B. Cavalcanti",-13.5675,-41.808611,807,391
7851,"UEFS","HUEFS","134072","Diplusodon parvifolius",NA,"T. B. Cavalcanti",-13.523333,-41.414167,808,392
7854,"UEFS","HUEFS","122949","Diplusodon ulei","ciliatus","T. B. Cavalcanti",-12.971389,-41.323889,809,352
7855,"UEFS","HUEFS","121910","Diplusodon bahiensis",NA,"T. B. Cavalcanti",-11.438056,-41.193889,810,232
7857,"UEFS","HUEFS","119842","Diplusodon bahiensis",NA,"T. B. Cavalcanti",-11.44,-41.194167,811,232
7860,"UEFS","HUEFS","119478","Diplusodon bahiensis",NA,"T. B. Cavalcanti",-11.583333,-41.2,812,232
7867,"UEFS","HUEFS","109955","Diplusodon ramosissimus",NA,"T. B. Cavalcanti",-16.05,-47.933333,813,541
7869,"UEFS","HUEFS","106735","Diplusodon argyrophyllus",NA,"T. B. Cavalcanti",-13.326389,-41.850833,814,351
7870,"UEFS","HUEFS","104785","Diplusodon hexander",NA,"T. B. Cavalcanti",-18.2175,-43.599444,815,668
7871,"UEFS","HUEFS","104445","Diplusodon helianthemifolius",NA,"T. B. Cavalcanti",-16.216944,-42.871389,816,549
7874,"UEFS","HUEFS","99555","Diplusodon ulei","ulei","T. B. Cavalcanti",-12.511944,-41.496667,817,312
7879,"UEFS","HUEFS","94586","Diplusodon ulei","ulei","T. B. Cavalcanti",-12.75,-41.5,818,312
7880,"UEFS","HUEFS","93995","Diplusodon candollei",NA,"T. B. Cavalcanti",-17.692778,-44.198889,819,667
7881,"UEFS","HUEFS","91076","Diplusodon epilobioides",NA,"T. B. Cavalcanti",-14.085833,-42.514722,820,430
