"grid_size","median","mean"
0.1,0.5,0.416318717854671
0.2,0.5,0.483772292289756
0.3,0.666666666666667,0.579981978945679
0.4,0.666666666666667,0.566898394877463
0.5,0.75,0.664611829212229
0.6,0.8,0.63758698549331
0.7,0.770979020979021,0.686497002623479
0.8,0.770833333333333,0.70607262241054
0.9,0.777472527472527,0.698240688551221
1,0.838888888888889,0.739979617828582
1.1,0.816840277777778,0.729194372232451
1.2,0.806451612903226,0.696800399035996
1.3,0.842105263157895,0.730551830656993
1.4,0.807987711213518,0.756575379947162
1.5,0.873873873873874,0.816144394333104
1.6,0.862240775653111,0.833472985711949
1.7,0.881720430107527,0.756478231208262
1.8,0.84860883797054,0.860931802187058
1.9,0.802777777777778,0.706576348959641
2,0.875,0.773230190495174
2.1,0.896057347670251,0.845154326130265
2.2,0.889101123595506,0.862857063675232
2.3,0.875,0.836161034906434
2.4,0.84,0.752842208281849
2.5,0.898275862068965,0.882453458883806
2.6,0.91256157635468,0.777432809326635
2.7,0.85261524822695,0.825699166034774
2.8,0.896551724137931,0.849396323613846
2.9,0.857142857142857,0.77753642292047
3,0.871352785145889,0.838592108619953
3.1,0.888888888888889,0.853857661926191
3.2,0.871794871794872,0.854050274787371
3.3,0.868275862068965,0.856966486928208
3.4,0.862857142857143,0.801601380250778
3.5,0.943708609271523,0.873133521509775
3.6,0.948979591836735,0.874511350195521
3.7,0.924860147684046,0.887036572357714
3.8,0.894736842105263,0.885787386495789
3.9,0.902777777777778,0.896949987484501
4,0.94949494949495,0.913896750033635
4.1,0.94949494949495,0.919893606889725
4.2,0.928571428571429,0.852243074465931
4.3,0.939033189033189,0.839073695239055
4.4,0.941747572815534,0.90360168094644
4.5,0.899445214979196,0.81254753029139
4.6,0.909090909090909,0.844920190134897
4.7,0.857142857142857,0.790860519775537
4.8,0.932692307692308,0.90282821542029
4.9,0.928571428571429,0.902403279391276
5,0.92511013215859,0.899968705171848
