"id","institutioncode","collectioncode","catalognumber","gen_sp","subspecies","identifiedby","latitude","longitude"
1817,"Instituto de Botânica","SP","489125","Minasia alpestris",NA,"D. A. Chaves",-18.261389,-43.6125
1822,"Instituto de Botânica","SP","476835","Minasia pereirae",NA,"B. Loueille",-19.257778,-43.5575
1824,"Instituto de Botânica","SP","471046","Eremanthus goyazensis",NA,"J. B. Bringel",-15.483333,-47.316667
1830,"Instituto de Botânica","SP","470950","Eremanthus incanus",NA,"M. L. Guedes",-13.015278,-41.8925
1834,"Instituto de Botânica","SP","452793","Eremanthus goyazensis",NA,"R. S. Bianchini",-15.483333,-47.316667
1836,"Instituto de Botânica","SP","454167","Lychnophora villosissima",NA,"J. Semir",-17.9275,-43.885556
1837,"Instituto de Botânica","SP","454148","Eremanthus elaeagnus",NA,"R. S. Bianchini",-17.9275,-43.885556
1856,"Instituto de Botânica","SP","446545","Chresta curumbensis",NA,"A. M. Teles",-16.066667,-50.183333
1857,"Instituto de Botânica","SP","444355","Lychnophora ericoides",NA,"J. Semir",-20.666111,-46.038611
1858,"Instituto de Botânica","SP","447931","Eremanthus crotonoides",NA,"B. Loueille",-21.121111,-44.204444
1862,"Instituto de Botânica","SP","444351","Lychnophora ericoides",NA,"J. Semir",-17.5725,-43.520833
1863,"Instituto de Botânica","SP","443628","Chresta sphaerocephala",NA,"R. S. Bianchini",-16.721389,-42.923611
1867,"Instituto de Botânica","SP","444354","Lychnophora ericoides",NA,"J. Semir",-20.641389,-46.221944
1870,"Instituto de Botânica","SP","444353","Lychnophora ericoides",NA,"J. Semir",-20.179444,-46.436667
1875,"Instituto de Botânica","SP","425949","Heterocoma erecta",NA,"N. Roque",-13.040556,-41.373611
1895,"Instituto de Botânica","SP","412979","Eremanthus harleyi",NA,"R. S. Bianchini",-13.514444,-41.9475
1897,"Instituto de Botânica","SP","412981","Eremanthus harleyi",NA,"R. S. Bianchini",-13.598333,-41.828611
1898,"Instituto de Botânica","SP","405398","Lychnophora phylicifolia",NA,"D. J. N. Hindi",-13.449444,-41.511667
1910,"Instituto de Botânica","SP","390534","Eremanthus reflexoauriculatus",NA,"B. Loueille",-11.590833,-41.2075
1912,"Instituto de Botânica","SP","391873","Eremanthus harleyi",NA,"R. S. Bianchini",-13.020833,-41.365556
1921,"Instituto de Botânica","SP","373485","Eremanthus glomerulatus",NA,"H. Robinson",-15,-46
1925,"Instituto de Botânica","SP","370938","Chresta sphaerocephala",NA,"C. E. B. Proença",-15.766667,-47.933333
1928,"Instituto de Botânica","SP","363967","Lychnophora passerina",NA,"D. J. N. Hindi",-13.286111,-41.8
1932,"Instituto de Botânica","SP","356886","Albertinia brasiliensis",NA,"D. J. N. Hindi",-13.283333,-41.85
1934,"Instituto de Botânica","SP","356760","Albertinia brasiliensis",NA,"D. J. N. Hindi",-13.25,-41.7
1936,"Instituto de Botânica","SP","356819","Eremanthus leucodendron",NA,"N. Roque",-13.316667,-41.85
1938,"Instituto de Botânica","SP","349755","Eremanthus capitatus",NA,"D. J. N. Hindi",-13.283333,-41.966667
1940,"Instituto de Botânica","SP","350375","Centratherum punctatum","punctatum","D. J. N. Hindi",-13.283333,-41.85
1942,"Instituto de Botânica","SP","349739","Lychnophora passerina",NA,"D. J. N. Hindi",-16.533333,-42.8
1947,"Instituto de Botânica","SP","345883","Paralychnophora bicolor",NA,"R. S. Bianchini",-12.431111,-41.993333
1961,"Instituto de Botânica","SP","335032","Eremanthus cinctus",NA,"B. Loueille",-18.440278,-52.003611
1994,"Instituto de Botânica","SP","327049","Lychnophora trichocarpha",NA,"H. Robinson",-20.503889,-43.645556
2025,"Instituto de Botânica","SP","301374","Eremanthus rondoniensis",NA,"B. Loueille",-15,-58.75
2101,"Instituto de Botânica","SP","251969","Albertinia brasiliensis",NA,"D. J. N. Hindi",-13.583333,-41.216667
2102,"Instituto de Botânica","SP","251967","Lychnophora uniflora",NA,"J. Semir",-13.6,-41.3
2103,"Instituto de Botânica","SP","251976","Lychnophorella santosii",NA,"J. Semir",-13.533333,-41.966667
2119,"Instituto de Botânica","SP","225291","Eremanthus glomerulatus",NA,"B. Loueille",-15.959722,-47.876389
2190,"Instituto de Botânica","SP","195022","Eremanthus goyazensis",NA,"B. Loueille",-15.583333,-47.45
2191,"Instituto de Botânica","SP","194971","Eremanthus mollis",NA,"B. Loueille",-15.566667,-48.033333
2194,"Instituto de Botânica","SP","195063","Eremanthus mollis",NA,"B. Loueille",-16.05,-47.8
2215,"Instituto de Botânica","SP","179432","Lychnophora sellowii",NA,"H. F. Leitão-Filho",-18.916667,-43.9
2217,"Instituto de Botânica","SP","179441","Lychnophora tomentosa",NA,"J. Semir",-18.916667,-43.9
2291,"Instituto de Botânica","SP","154048","Lychnophora sellowii",NA,"H. Robinson",-19.316667,-43.6
2295,"Instituto de Botânica","SP","154030","Lychnophora salicifolia",NA,"J. Semir",-19.322222,-43.6
2327,"Instituto de Botânica","SP","139175","Lychnophora rosmarinifolia",NA,"J. Semir",-19.322222,-43.610278
2375,"Instituto de Botânica","SP","103169","Lychnophora ericoides",NA,"H. F. Leitão-Filho",-17,-48
2382,"Instituto de Botânica","SP","103103","Eremanthus goyazensis",NA,"B. Loueille",-14,-46
2397,"Instituto de Botânica","SP","103151","Lychnophora ericoides",NA,"J. Semir",-14,-47
2405,"USP","SPF","228075","Lychnophora souzae",NA,"B. Loueille",-18.194667,-43.567917
2407,"USP","SPF","211000","Piptolepis schultziana",NA,"B. Loueille",-18.937444,-43.685028
2444,"Universidade Federal Rural de Pernambuco","HST","21247","Lychnophora uniflora",NA,"N. Roque",-13.583333,-41.3
2454,"Universidade Federal Rural de Pernambuco","HST","20991","Lychnophora granmogolensis",NA,"H. A. Ogasawara",-13.0775,-41.904444
2463,"Universidade Federal Rural de Pernambuco","HST","20523","Lychnophora bishopii",NA,"M. L. Guedes",-14.533333,-42.522778
2464,"Universidade Federal Rural de Pernambuco","HST","18987","Eremanthus rondoniensis",NA,"B. Loueille",-14.161944,-57.136389
2517,"UNICAMP","UEC","90480","Minasia pereirae",NA,"D. Marques",-18.25,-43.666667
2518,"UNICAMP","UEC","90482","Minasia splettiae",NA,"F. S. Freitas",-18.333333,-43.883333
2521,"UNICAMP","UEC","205006","Lychnophora tomentosa",NA,"M. Monge",-17.45825,-43.569444
2523,"UNICAMP","UEC","200285","Lychnophora rupestris",NA,"M. Monge",-19.374167,-43.835806
2524,"UNICAMP","UEC","198826","Eremanthus mattogrossensis",NA,"M. Monge",-15.414167,-55.839944
2525,"UNICAMP","UEC","196564","Lychnophora nanuzae",NA,"M. Monge",-18.212222,-43.707222
2528,"UNICAMP","UEC","196570","Minasia scapigera",NA,"M. Monge",-17.458333,-43.569444
2530,"UNICAMP","UEC","195067","Eremanthus crotonoides",NA,"M. Monge",-20.103222,-43.482611
2531,"UNICAMP","UEC","196560","Lychnophora diamantinana",NA,"M. Monge",-18.212222,-43.707222
2533,"UNICAMP","UEC","193348","Piptolepis imbricata",NA,"M. Monge",-18.461806,-43.450611
2535,"UNICAMP","UEC","195035","Eremanthus elaeagnus",NA,"M. Monge",-19.374167,-43.835806
2536,"UNICAMP","UEC","195183","Lychnophora rosmarinifolia",NA,"M. Monge",-19.308611,-43.605556
2538,"UNICAMP","UEC","195898","Lychnophora staavioides",NA,"M. Monge",-18.452389,-43.448111
2539,"UNICAMP","UEC","193346","Lychnophora ericoides",NA,"M. Monge",-18,-44
2541,"UNICAMP","UEC","195896","Lychnophora pohlii",NA,"M. Monge",-18.461806,-43.450611
2542,"UNICAMP","UEC","196559","Lychnophora diamantinana",NA,"M. Monge",-18.212222,-43.707222
2543,"UNICAMP","UEC","195092","Piptolepis ericoides",NA,"M. Monge",-19.374167,-43.835806
2545,"UNICAMP","UEC","195899","Lychnophora ericoides",NA,"M. Monge",-18.363611,-43.680306
2546,"UNICAMP","UEC","196713","Lychnophora ericoides",NA,"M. Monge",-19.1175,-43.699167
2547,"UNICAMP","UEC","196714","Proteopsis argentea",NA,"M. Monge",-19.1175,-43.699167
2548,"UNICAMP","UEC","193323","Proteopsis argentea",NA,"M. Monge",-18.461806,-43.450611
2549,"UNICAMP","UEC","195900","Lychnophora diamantinana",NA,"M. Monge",-18.363611,-43.680306
2550,"UNICAMP","UEC","196558","Minasia alpestris",NA,"M. Monge",-18.212222,-43.707222
2551,"UNICAMP","UEC","193178","Lychnophora ericoides",NA,"M. Monge",-18,-44
