"grid_size","median","mean"
0.1,0.5,0.489135076027078
0.2,0.6,0.508232092558441
0.3,0.6,0.523357621856341
0.4,0.666666666666667,0.588896218383233
0.5,0.67948717948718,0.614613421304263
0.6,0.607692307692308,0.547023830469565
0.7,0.727272727272727,0.624111580983358
0.8,0.683333333333333,0.647566465113954
0.9,0.722222222222222,0.665619071239881
1,0.683333333333333,0.660656633314816
1.1,0.75,0.682253552222675
1.2,0.666666666666667,0.645181700534878
1.3,0.666666666666667,0.705057287888215
1.4,0.75,0.731547575855348
1.5,0.714285714285714,0.72401662023336
1.6,0.7625,0.712984018666947
1.7,0.855208333333333,0.767341259817888
1.8,0.75,0.684360081251153
1.9,0.835561497326203,0.794672410201037
2,0.7,0.722561301766362
2.1,0.77046783625731,0.769088329154358
2.2,0.823076923076923,0.804651129129732
2.3,0.807692307692308,0.750604126040859
2.4,0.801948051948052,0.754881065872319
2.5,0.8,0.701634644304383
2.6,0.876176470588235,0.810445015864946
2.7,0.839665653495441,0.801779056421831
2.8,0.814285714285714,0.788413393951275
2.9,0.833333333333333,0.820084504797569
3,0.785714285714286,0.7509988809369
3.1,0.892857142857143,0.8220868479258
3.2,0.828947368421053,0.789646796955986
3.3,0.876712328767123,0.825690365695909
3.4,0.896231198242353,0.851717161795668
3.5,0.899062792877226,0.853806560442351
3.6,0.89622641509434,0.80356198404879
3.7,0.924050632911392,0.827093705905656
3.8,0.876712328767123,0.854637846649443
3.9,0.901408450704225,0.828233199536734
4,0.913325314087142,0.855865841988614
4.1,0.907831737346101,0.909306790605543
4.2,0.903614457831325,0.833299714952298
4.3,0.906110836219693,0.815977969910226
4.4,0.912393810679612,0.883300317560655
4.5,0.902912621359223,0.842520133733723
4.6,0.918918918918919,0.822277130836262
4.7,0.902912621359223,0.901273376729648
4.8,0.900435902516346,0.890728831019915
4.9,0.913481627135308,0.88058136771044
5,0.938666666666667,0.9135270093286
