"id","institutioncode","collectioncode","catalognumber","gen_sp","subspecies","identifiedby","latitude","longitude","id_grid"
1661,"USP","SPF","228935","Barbacenia_vellozioides",NA,"R Mello-Silva",-13.35,-41.833333,351
1663,"USP","SPF","228815","Barbacenia_filamentifera",NA,"R Mello-Silva",-18.294167,-43.736944,708
1666,"USP","SPF","228787","Vellozia_intermedia",NA,"R Mello-Silva",-20.334722,-44.010278,827
1669,"USP","SPF","228929","Vellozia_intermedia",NA,"R Mello-Silva",-21.084742,-44.166397,867
1672,"USP","SPF","228885","Vellozia_minima",NA,"R Mello-Silva",-18.432797,-43.475011,708
1680,"USP","SPF","228939","Vellozia_religiosa",NA,"R Mello-Silva",-13.075278,-41.906944,351
1684,"USP","SPF","228819","Barbacenia_filamentifera",NA,"R Mello-Silva",-18.284167,-43.762778,708
1695,"USP","SPF","228822","Vellozia_variabilis",NA,"R Mello-Silva",-16.757231,-47.585853,581
1696,"USP","SPF","228785","Vellozia_variabilis",NA,"R Mello-Silva",-20.2175,-43.824167,828
1697,"USP","SPF","228817","Vellozia_epidendroides",NA,"R Mello-Silva",-18.471944,-43.488611,708
1703,"USP","SPF","228934","Vellozia_pusilla",NA,"R Mello-Silva",-18.394175,-43.353356,709
1705,"USP","SPF","228886","Vellozia_taxifolia",NA,"R Mello-Silva",-18.431389,-43.466394,708
1715,"USP","SPF","228866","Barbacenia_tuba",NA,"R Mello-Silva",-12.5225,-41.496667,312
1720,"USP","SPF","228802","Vellozia_albiflora",NA,"L Montserrat",-21.714458,-43.894181,908
1721,"USP","SPF","228845","Vellozia_coronata",NA,"R Mello-Silva",-18.294167,-43.736944,708
1749,"MO","MO","100957175","Vellozia_jolyi",NA,"R Mello-Silva",-13.076667,-41.377778,352
1752,"MO","MO","100957161","Vellozia_jolyi",NA,"R Mello-Silva",-12.957222,-41.320556,352
1754,"MO","MO","100956351","Vellozia_caudata",NA,"R Mello-Silva",-13.598889,-41.826667,391
1755,"MO","MO","100956876","Vellozia_hemisphaerica",NA,"R Mello-Silva",-13.151111,-41.765,351
1757,"MO","MO","100956921","Vellozia_jolyi",NA,"R Mello-Silva",-12.601944,-41.478056,312
1763,"MO","MO","100957172","Vellozia_jolyi",NA,"R Mello-Silva",-12.958333,-41.320833,352
1764,"MO","MO","100956906","Vellozia_jolyi",NA,"R Mello-Silva",-12.6,-41.483333,312
1766,"MO","MO","100957216","Vellozia_religiosa",NA,"R Mello-Silva",-13.15,-41.766667,351
1767,"MO","MO","100956878","Vellozia_hemisphaerica",NA,"R Mello-Silva",-13.034444,-41.903889,351
1774,"MO","MO","100957215","Vellozia_religiosa",NA,"R Mello-Silva",-13.583333,-41.45,392
1776,"MO","MO","100956733","Vellozia_hemisphaerica",NA,"R Mello-Silva",-13.25,-41.9,351
1780,"MO","MO","100956929","Vellozia_jolyi",NA,"R Mello-Silva",-12.95,-41.333333,352
1781,"MO","MO","100957213","Vellozia_religiosa",NA,"R Mello-Silva",-13.066667,-41.9,351
1783,"MO","MO","100956277","Vellozia_caudata",NA,"R Mello-Silva",-13.55,-41.95,391
1785,"MO","MO","100956735","Vellozia_hemisphaerica",NA,"R Mello-Silva",-13.584167,-41.385,392
1794,"MO","MO","100956280","Vellozia_caudata",NA,"R Mello-Silva",-13.533333,-41.933333,391
1796,"MO","MO","100956271","Vellozia_caudata",NA,"R Mello-Silva",-13.516667,-42,391
1800,"MO","MO","100956282","Vellozia_caudata",NA,"R Mello-Silva",-13.533333,-41.966667,391
1801,"MO","MO","100957174","Vellozia_jolyi",NA,"R Mello-Silva",-13.130556,-41.348055,352
1805,"MO","MO","100956265","Vellozia_caudata",NA,"R Mello-Silva",-13.266667,-41.9,351
1807,"MO","MO","100956281","Vellozia_caudata",NA,"R Mello-Silva",-13.533333,-41.966667,391
1808,"MO","MO","100956278","Vellozia_caudata",NA,"R Mello-Silva",-13.503611,-41.971667,391
1809,"MO","MO","100956870","Vellozia_hemisphaerica",NA,"R Mello-Silva",-12.460278,-41.477778,312
1811,"MO","MO","100956875","Vellozia_hemisphaerica",NA,"R Mello-Silva",-13.133333,-41.833333,351
1816,"MO","MO","100956270","Vellozia_caudata",NA,"R Mello-Silva",-13.516667,-42,391
1818,"MO","MO","100956266","Vellozia_caudata",NA,"R Mello-Silva",-13.283333,-41.9,351
1823,"MO","MO","100957217","Vellozia_religiosa",NA,"R Mello-Silva",-13.151111,-41.765,351
1824,"MO","MO","100957162","Vellozia_jolyi",NA,"R Mello-Silva",-12.95,-41.4075,352
1826,"MO","MO","100956355","Vellozia_caudata",NA,"R Mello-Silva",-13.475278,-41.852778,351
1829,"MO","MO","100956350","Vellozia_caudata",NA,"R Mello-Silva",-13.593167,-41.828667,391
1831,"MO","MO","100956353","Vellozia_caudata",NA,"R Mello-Silva",-13.518611,-41.9575,391
