gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
3014101283	StillImage	image/jpeg	https://static.inaturalist.org/photos/108828647/original.jpeg?1609446835	https://www.inaturalist.org/photos/108828647					2020-12-21T20:33:00Z	claudia_mermelstein		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	claudia_mermelstein
3013907076	StillImage	image/jpeg	https://static.inaturalist.org/photos/108626609/original.jpeg?1609267959	https://www.inaturalist.org/photos/108626609					2019-08-22T19:50:55Z	luisfunez		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	luisfunez
3005205944	StillImage	image/jpeg	https://static.inaturalist.org/photos/107348897/original.jpeg?1607960587	https://www.inaturalist.org/photos/107348897					2020-11-17T23:29:23Z	gabriela_bl		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	gabriela_bl
2998213435	StillImage	image/jpeg	http://imagens1.jbrj.gov.br/fsi/server?type=image&source=hvpr/kew/batch24/K000878487.jpg	http://www.herbariovirtualreflora.jbrj.gov.br/reflora/geral/ExibeFiguraFSIUC/ExibeFiguraFSIUC.do?idFigura=227316158									CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/legalcode#languages)	K
2998187169	StillImage	image/jpeg	http://imagens1.jbrj.gov.br/fsi/server?type=image&source=hvpr/kew/batch24/K000878486.jpg	http://www.herbariovirtualreflora.jbrj.gov.br/reflora/geral/ExibeFiguraFSIUC/ExibeFiguraFSIUC.do?idFigura=227316156									CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/legalcode#languages)	K
2998185483	StillImage	image/jpeg	http://imagens1.jbrj.gov.br/fsi/server?type=image&source=hvpr/kew/batch24/K000878498.jpg	http://www.herbariovirtualreflora.jbrj.gov.br/reflora/geral/ExibeFiguraFSIUC/ExibeFiguraFSIUC.do?idFigura=227316180									CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/legalcode#languages)	K
2988688541	StillImage	image/jpeg	https://static.inaturalist.org/photos/105031144/original.jpg?1605882222	https://www.inaturalist.org/photos/105031144					2020-11-19T17:52:16Z	Jean-Paul Boerekamps		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jean-Paul Boerekamps
2988688541	StillImage	image/jpeg	https://static.inaturalist.org/photos/105031150/original.jpg?1605882229	https://www.inaturalist.org/photos/105031150					2020-11-19T17:52:16Z	Jean-Paul Boerekamps		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jean-Paul Boerekamps
2988555966	StillImage	image/jpeg	https://static.inaturalist.org/photos/105628983/original.jpeg?1606347664	https://www.inaturalist.org/photos/105628983					2005-01-01T09:47:25Z	Carla Urbina		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Carla Urbina
2988453336	StillImage	image/jpeg	https://static.inaturalist.org/photos/104740612/original.jpeg?1605639966	https://www.inaturalist.org/photos/104740612					2020-11-17T23:19:55Z	Micaela Locke		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Micaela Locke
2974629569	StillImage	image/jpeg	https://bs.plantnet.org/image/o/9aee4afbb4a1ef3616f14981113af16c8c6002fd		Cattleya purpurata (Lindl. & Paxton) Van den Berg: flower	Cattleya purpurata (Lindl. & Paxton) Van den Berg: flower	https://identify.plantnet.org/observation/the-plant-list/1008951536		2020-10-13T12:00:11Z	Kempes Thiago			Kempes Thiago (cc-by-sa)	Kempes Thiago
2974446601	StillImage	image/jpeg	https://bs.plantnet.org/image/o/27631a70a70bc864a37215dcdd556722db1d884b		Cattleya lobata Lindl.: flower	Cattleya lobata Lindl.: flower	https://identify.plantnet.org/observation/the-plant-list/1008894874		2020-10-05T09:47:50Z	Makoto Makoto			Makoto Makoto (cc-by-sa)	Makoto Makoto
2974437290	StillImage	image/jpeg	https://bs.plantnet.org/image/o/91eefa92e19ce4fecde707d18c47fa6913bbb000		Cattleya forbesii Lindl.: flower	Cattleya forbesii Lindl.: flower	https://identify.plantnet.org/observation/the-plant-list/1008825122		2020-09-27T08:35:15Z	Cardoso Jorge			Cardoso Jorge (cc-by-sa)	Cardoso Jorge
2963821022	StillImage	image/jpeg	https://static.inaturalist.org/photos/102194027/original.jpg?1603825538	https://www.inaturalist.org/photos/102194027					2018-10-31T22:55:51Z	ria-vogels		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ria-vogels
2963821022	StillImage	image/jpeg	https://static.inaturalist.org/photos/102193546/original.jpg?1603825268	https://www.inaturalist.org/photos/102193546					2018-10-31T22:56:10Z	ria-vogels		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ria-vogels
2963762907	StillImage	image/jpeg	https://static.inaturalist.org/photos/102052560/original.jpeg?1603728103	https://www.inaturalist.org/photos/102052560					2018-11-05T02:49:54Z	Hans Cornelissen		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Hans Cornelissen
2901602546	StillImage	image/jpeg	https://static.inaturalist.org/photos/99179753/original.jpeg?1602075358	https://www.inaturalist.org/photos/99179753					2008-06-25T03:26:27Z	Igor Azevedo		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Igor Azevedo
2901602546	StillImage	image/jpeg	https://static.inaturalist.org/photos/99179762/original.jpeg?1602075360	https://www.inaturalist.org/photos/99179762					2008-06-25T03:21:21Z	Igor Azevedo		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Igor Azevedo
2901583588	StillImage	image/jpeg	https://static.inaturalist.org/photos/100007678/original.jpeg?1602529048	https://www.inaturalist.org/photos/100007678					2015-08-22T16:20:34Z	Igor Azevedo		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Igor Azevedo
2901583588	StillImage	image/jpeg	https://static.inaturalist.org/photos/100007690/original.jpeg?1602529051	https://www.inaturalist.org/photos/100007690					2015-08-22T16:21:08Z	Igor Azevedo		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Igor Azevedo
2859939418	StillImage	image/jpeg	https://static.inaturalist.org/photos/79690874/original.jpeg?1592596306	https://www.inaturalist.org/photos/79690874					2019-11-09T17:30:32Z	Franciele		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Franciele
