country,major area,minor area,centroid (lat),centroid (long),distance (km)
Brazil,Mato Grosso,Campo Verde,-15.34616527,-54.96031603,71.2870859276
Brazil,Mato Grosso,Campos de Júlio,-13.57844649,-59.19217644,108.0300994576
Brazil,Mato Grosso,CanaBrava do Norte,-11.20103776,-51.82322329,51.0656785035
Brazil,Mato Grosso,Canarana,-13.33122699,-52.39874227,110.7594874771
Brazil,Mato Grosso,Carlinda,-10.10496909,-55.83056404,44.3375965909
Brazil,Mato Grosso,Castanheira,-10.95583157,-58.6043339,47.543495657
Brazil,Mato Grosso,Chapada dos Guimarães,-15.10835317,-55.53969223,72.3797975929
Brazil,Mato Grosso,Cláudia,-11.39199319,-55.0144422,50.9827691156
Brazil,Mato Grosso,Cocalinho,-13.64801097,-51.09545499,214.3677635994
Brazil,Mato Grosso,Colíder,-10.622569,-55.46805392,57.289314175
Brazil,Mato Grosso,Comodoro,-13.18877428,-59.75203704,145.3174726789
Brazil,Mato Grosso,Confresa,-10.40350848,-51.69813393,62.0596682568
Brazil,Mato Grosso,Cotriguaçu,-9.514498,-58.67909521,93.1274588315
Brazil,Mato Grosso,Cuiabá,-15.44905151,-55.9356062,52.6247188176
Brazil,Mato Grosso,Denise,-14.7247484,-56.96241775,27.0343116184
Brazil,Mato Grosso,Diamantino,-14.098044,-56.81121683,101.8802669811
Brazil,Mato Grosso,Dom Aquino,-15.65838728,-54.77311516,40.6263774384
Brazil,Mato Grosso,Feliz Natal,-11.91821124,-54.16750971,143.5170099901
Brazil,Mato Grosso,Figueirópolis d'Oeste,-15.5252456,-58.70250985,26.235081466
Brazil,Mato Grosso,Gaúcha do Norte,-12.99626327,-53.45596822,118.9039569274
Brazil,Mato Grosso,General Carneiro,-15.55624005,-53.38862396,73.4946209307
Brazil,Mato Grosso,Glória d'Oeste,-15.84109274,-58.32001533,30.3286367319
Brazil,Mato Grosso,Guarantã do Norte,-9.77517023,-54.61723627,60.3676463425
Brazil,Mato Grosso,Guiratinga,-16.37662554,-53.57785381,76.8531639311
Brazil,Mato Grosso,Indiavaí,-15.33296921,-58.59952217,24.0854152647
Brazil,Mato Grosso,Itaúba,-11.01727177,-55.404124,101.2458225332
Brazil,Mato Grosso,Itiquira,-17.33616185,-54.60656213,105.7278680107
Brazil,Mato Grosso,Jaciara,-15.90336051,-55.11090104,34.8784520091
Brazil,Mato Grosso,Jangada,-15.33022613,-56.55006666,24.4774311742
Brazil,Mato Grosso,Jauru,-15.3176331,-58.8623969,37.9266663889
Brazil,Mato Grosso,Juína,-11.5334075,-59.32715667,140.9120029021
Brazil,Mato Grosso,Juara,-11.05862445,-57.62572767,128.4697560294
Brazil,Mato Grosso,Juruena,-10.32727817,-58.59848629,46.2298286127
Brazil,Mato Grosso,Juscimeira,-16.18116072,-54.8998884,55.102390037
Brazil,Mato Grosso,Lambari d'Oeste,-15.4835324,-57.80249842,58.1039290393
Brazil,Mato Grosso,Lucas do Rio Verde,-13.03788333,-56.16619577,53.8309095621
Brazil,Mato Grosso,Luciára,-11.00784242,-50.93565038,64.6219698098
Brazil,Mato Grosso,Marcelândia,-10.88622048,-54.05305112,104.9630905427
Brazil,Mato Grosso,Mato Grosso,-15.19082584,-59.98082392,140.2548543818
Brazil,Mato Grosso,Matupá,-10.01174361,-54.361134,97.4040683
Brazil,Mato Grosso,Mirassol d'Oeste,-15.65329743,-58.04867356,32.9594354389
Brazil,Mato Grosso,Nobres,-14.36421372,-55.77997766,78.7380834612
Brazil,Mato Grosso,Nortelândia,-14.34799495,-56.72003082,33.635488751
Brazil,Mato Grosso,Nossa Senhora do Livramento,-15.83619612,-56.52586807,73.8505675347
Brazil,Mato Grosso,Nova Bandeirantes,-9.76873342,-58.0763449,105.9020841922
Brazil,Mato Grosso,Nova Brasilândia,-14.78764123,-55.04488424,65.357853236
Brazil,Mato Grosso,Nova Canaã do Norte,-10.70047298,-56.04244245,73.3765455345
Brazil,Mato Grosso,Nova Guarita,-10.28899256,-55.33687222,34.8001646425
Brazil,Mato Grosso,Nova Lacerda,-14.30045957,-59.77123234,63.849163608
Brazil,Mato Grosso,Nova Marilândia,-14.28964959,-57.26446267,51.0659166803
Brazil,Mato Grosso,Nova Maringá,-12.78635173,-57.22000692,120.1245908925
Brazil,Mato Grosso,Nova Monte Verde,-10.04103513,-57.27501974,62.9541162769
Brazil,Mato Grosso,Nova Mutum,-13.65952567,-55.91837208,130.2949708386
Brazil,Mato Grosso,Nova Olímpia,-14.78216601,-57.40019727,45.8883844063
Brazil,Mato Grosso,Nova Ubiratã,-12.99064916,-54.76675313,146.2547470433
Brazil,Mato Grosso,Nova Xavantina,-14.59270328,-52.40938661,79.2594619799
Brazil,Mato Grosso,Novo Horizonte do Norte,-11.38752348,-57.30008535,32.2995797127
Brazil,Mato Grosso,Novo Mundo,-9.75269536,-55.40221442,64.3296337127
Brazil,Mato Grosso,Novo São Joaquim,-14.97028915,-53.42039953,85.7978761299
Brazil,Mato Grosso,Paranaíta,-13.67677482,-54.10862083,201.4377915209
Brazil,Mato Grosso,Paranatinga,-9.59469437,-56.68259047,63.047807952
Brazil,Mato Grosso,Pedra Preta,-16.80536376,-54.25574954,51.4012706978
Brazil,Mato Grosso,Peixoto de Azevedo,-10.14769299,-53.58728575,173.296371047
Brazil,Mato Grosso,Planalto da Serra,-14.58986999,-54.67314208,40.4685774345
Brazil,Mato Grosso,Poconé,-16.78472421,-56.94886528,135.2908687605
Brazil,Mato Grosso,Pontal do Araguaia,-15.9319592,-52.72148706,50.3326873699
Brazil,Mato Grosso,Ponte Branca,-16.65946945,-52.93343542,28.2204248481
Brazil,Mato Grosso,Pontes e Lacerda,-15.25917497,-59.35284018,112.9409527486
Brazil,Mato Grosso,Porto Alegre do Norte,-10.82546325,-51.71256157,77.6403473977
Brazil,Mato Grosso,Porto dos Gaúchos,-11.73262181,-56.74618211,85.6585652293
Brazil,Mato Grosso,Porto Esperidião,-15.95745301,-58.9813017,64.0721191113
Brazil,Mato Grosso,Porto Estrela,-15.52389271,-57.2150784,42.1236190357
Brazil,Mato Grosso,Poxoréo,-15.85329011,-54.18221453,76.4145036588
Brazil,Mato Grosso,Primavera do Leste,-15.09868345,-54.21973965,70.2392388432
Brazil,Mato Grosso,Querência,-12.16134659,-52.74209992,131.6396011794
Brazil,Mato Grosso,Reserva do Cabaçal,-15.0876837,-58.38129947,22.4392316647
Brazil,Mato Grosso,Ribeirão Cascalheira,-12.82646833,-51.57128674,83.4942802416
Brazil,Mato Grosso,Ribeirãozinho,-16.49388502,-52.76009318,23.0082666947
Brazil,Mato Grosso,Rio Branco,-15.27903848,-58.1426774,21.6117426711
Brazil,Mato Grosso,Rondonópolis,-16.52012499,-54.66845207,64.1303505507
Brazil,Mato Grosso,Rosário Oeste,-14.65874019,-55.80451807,153.8891252853
Brazil,Mato Grosso,São Félix Xingu,-11.53118574,-51.86864614,170.3730370424
Brazil,Mato Grosso,São José do Povo,-16.46267385,-54.27445551,17.2764498144
Brazil,Mato Grosso,São José do Rio Claro,-13.59621501,-56.79441474,71.5197685274
Brazil,Mato Grosso,São José do Xingu,-10.42531167,-52.58406582,87.5258873127
Brazil,Mato Grosso,São José dos Quatro Marcos,-15.56690574,-58.29618456,37.7685685276
Brazil,Mato Grosso,São Pedro da Cipa,-15.95439717,-54.74062458,23.8501449783
Brazil,Mato Grosso,Salto do Céu,-15.09790771,-58.00051599,36.7955348148
Brazil,Mato Grosso,Santa Carmem,-11.9319878,-54.90104934,67.3248610035
Brazil,Mato Grosso,Santa Terezinha,-10.332188,-50.79226166,82.7109163566
Brazil,Mato Grosso,Santo Afonso,-14.45062645,-57.34410835,45.1062001893
Brazil,Mato Grosso,Santo Antônio do Leverger,-16.45647001,-55.43970094,107.4900024584
Brazil,Mato Grosso,Sapezal,-13.1520513,-58.65346141,138.8590676488
Brazil,Mato Grosso,Sinop,-11.77378101,-55.45570256,46.7794300775
Brazil,Mato Grosso,Tabaporã,-11.21227586,-56.48975625,83.6750970513
Brazil,Mato Grosso,Tangará da Serra,-14.43131731,-58.32299753,127.8928463708
Brazil,Mato Grosso,Tapurah,-12.45617408,-56.07302153,171.636055093
Brazil,Mato Grosso,Terra Nova do Norte,-10.48743814,-54.98038572,40.4932202936
Brazil,Mato Grosso,Tesouro,-15.88900522,-53.45797376,49.7956899339
Brazil,Mato Grosso,Torixoréu,-16.29473059,-52.88951593,48.7269084364
Brazil,Mato Grosso,União do Sul,-11.52808644,-54.31568203,64.0955266485
Brazil,Mato Grosso,Várzea Grande,-15.55649713,-56.2813854,27.7986061154
Brazil,Mato Grosso,Vera,-12.42094902,-55.34525765,48.4087888761
Brazil,Mato Grosso,Vila Rica,-9.98059665,-51.40478151,99.5802720694
Brazil,Minas Gerais,Água Boa,-18.02757016,-42.27556647,34.1252789686
Brazil,Minas Gerais,Água Comprida,-20.00496332,-48.08412985,18.1818755594
Brazil,Minas Gerais,Águas Formosas,-17.04196631,-40.97413642,23.6821122325
Brazil,Minas Gerais,Águas Vermelhas,-15.68414568,-41.52159104,33.6416148761
Brazil,Minas Gerais,Açucena,-19.05292536,-42.45072317,26.4893030314
Brazil,Minas Gerais,Abadia dos Dourados,-18.35348161,-47.45775533,30.141426109
Brazil,Minas Gerais,Abaeté,-19.10372281,-45.35976699,34.2103351956
Brazil,Minas Gerais,Abre Campo,-20.27335793,-42.44312935,20.0036182492
Brazil,Minas Gerais,Acaiaca,-20.40063924,-43.1015354,8.6612129457
Brazil,Minas Gerais,Aguanil,-20.97494344,-45.42282542,13.2434403646
Brazil,Minas Gerais,Aimorés,-19.62555848,-41.21401557,35.9351915353
Brazil,Minas Gerais,Aiuruoca,-21.955057,-44.64808492,24.5216033398
Brazil,Minas Gerais,Além Paraíba,-21.82710123,-42.74745695,25.2094095695
Brazil,Minas Gerais,Alagoa,-22.18734179,-44.66143163,11.5627792505
Brazil,Minas Gerais,Albertina,-22.1984855,-46.61330348,8.3381932046
Brazil,Minas Gerais,Alfenas,-21.38971535,-45.9665743,27.6542715782
Brazil,Minas Gerais,Alfredo Vasconcelos,-21.14029596,-43.71142463,12.4136879013
Brazil,Minas Gerais,Almenara,-16.09108304,-40.72073462,40.3538629877
Brazil,Minas Gerais,Alpercata,-18.98435512,-42.01910944,14.4831959729
Brazil,Minas Gerais,Alpinópolis,-20.86063577,-46.37599713,21.7256603025
Brazil,Minas Gerais,Alterosa,-21.22644255,-46.15309178,21.021928686
Brazil,Minas Gerais,Alto Caparaó,-20.45888904,-41.86533807,11.4585682022
Brazil,Minas Gerais,Alto Jequitibá,-20.4376572,-41.94866012,13.4207190278
Brazil,Minas Gerais,Alto Rio doce,-21.03624363,-43.4041518,20.7604006036
Brazil,Minas Gerais,Alvarenga,-19.39688069,-41.67665555,17.9556508007
Brazil,Minas Gerais,Alvinópolis,-20.11209672,-43.15313288,24.9627047385
Brazil,Minas Gerais,Alvorada de Minas,,,17.8696329103
Brazil,Minas Gerais,Amparo do Serra,-20.5296577,-42.80330578,9.4408802075
Brazil,Minas Gerais,Andradas,-22.07614749,-46.55495237,17.2826380393
Brazil,Minas Gerais,Andrelândia,-21.73927421,-44.27053373,24.2443296999
Brazil,Minas Gerais,Angelândia,-17.70443938,-42.28266151,12.077385403
Brazil,Minas Gerais,Antônio Carlos,-21.41053191,-43.76615763,20.9457720632
Brazil,Minas Gerais,Antônio Dias,-19.5583013,-42.88282816,23.0476638007
Brazil,Minas Gerais,Antonio Prado de Minas,-21.02314636,-42.15231577,7.9001449388
Brazil,Minas Gerais,Araçuaí,-16.93050841,-41.99283504,38.9669865245
Brazil,Minas Gerais,Aracai,-19.2345374,-44.21961636,13.0024962849
Brazil,Minas Gerais,Aracitaba,-21.35090128,-43.40411036,11.0793613441
Brazil,Minas Gerais,Araguari,-18.5769103,-48.22264965,53.6001771688
Brazil,Minas Gerais,Arantina,-21.89697656,-44.22773412,9.4491131316
Brazil,Minas Gerais,Araponga,-20.66277852,-42.49918316,19.0366684001
Brazil,Minas Gerais,Arapuá,-19.04222621,-46.11526029,10.9654842021
Brazil,Minas Gerais,Araujos,-19.88665517,-45.1815087,12.9416616849
Brazil,Minas Gerais,Araxá,-19.63650285,-46.97258963,27.4126495775
Brazil,Minas Gerais,Arceburgo,-21.35965457,-46.94159493,10.0205775887
Brazil,Minas Gerais,Arcos,-20.26042246,-45.54748383,22.6970861946
Brazil,Minas Gerais,Areado,-21.35676296,-46.14421043,14.972981292
Brazil,Minas Gerais,Argirita,-21.63568082,-42.83305346,9.9076231221
Brazil,Minas Gerais,Aricanduva,-17.88110045,-42.60583795,18.253842825
Brazil,Minas Gerais,Arinos,-15.74956767,-45.9871696,60.7529171217
Brazil,Minas Gerais,Astolfo Dutra,-21.31611351,-42.87985371,10.4836491827
Brazil,Minas Gerais,Ataleia,-18.16395924,-41.15194358,40.5057122354
Brazil,Minas Gerais,Augusto de Lima,-18.10926678,-44.19807964,32.4394732457
Brazil,Minas Gerais,Baependi,-22.01745431,-44.82281776,24.659769963
Brazil,Minas Gerais,Baldim,-19.26378517,-43.86388367,24.353300236
Brazil,Minas Gerais,Bambuí,-20.11122376,-45.99929771,30.1659638554
Brazil,Minas Gerais,Bandeira,-15.87798801,-40.58117427,19.2025916865
Brazil,Minas Gerais,Bandiera do Sul,-21.72450995,-46.38574273,6.1823063443
Brazil,Minas Gerais,Barão de Cocais,-19.89207611,-43.49598526,17.0210947422
Brazil,Minas Gerais,Barão de Monte Alto,-21.26545871,-42.27892112,10.1428256136
Brazil,Minas Gerais,Barbacena,-21.25218745,-43.79228802,26.1421657189
Brazil,Minas Gerais,Barra Longa,-20.27632078,-43.0671706,15.6644909195
Brazil,Minas Gerais,Barroso,-21.18407035,-43.95852584,7.0725750108
Brazil,Minas Gerais,Bela Vista de Minas,-19.7984481,-43.10626841,10.4400708328
Brazil,Minas Gerais,Belmiro Braga,-21.98595255,-43.46906337,18.2869524865
Brazil,Minas Gerais,Belo Horizonte,-19.90279697,-43.96021708,18.2934952734
Brazil,Minas Gerais,Belo Oriente,-19.25939702,-42.45061456,14.3820098345
Brazil,Minas Gerais,Belo Vale,-20.42498986,-44.06075308,15.0608651944
Brazil,Minas Gerais,Berilo,-16.86223732,-42.4947847,26.104787124
Brazil,Minas Gerais,Berizal,-15.68436043,-41.76154796,17.7518659203
Brazil,Minas Gerais,Bertópolis,-16.97622007,-40.57471761,23.7889661264
Brazil,Minas Gerais,Betim,-19.94750584,-44.19943043,13.8777837489
Brazil,Minas Gerais,Bias Fortes,-21.6253642,-43.77394452,13.8305740247
Brazil,Minas Gerais,Bicas,-21.7320896,-43.10562803,10.0228517465
Brazil,Minas Gerais,Biquinhas,-18.75732739,-45.5395254,19.735094183
Brazil,Minas Gerais,Boa Esperança,-21.0491272,-45.62301712,32.1870014573
Brazil,Minas Gerais,Bocaiúva,-17.28815988,-43.68774353,71.2688717615
Brazil,Minas Gerais,Bocaina de Minas,-22.21622096,-44.48344274,25.6723715578
Brazil,Minas Gerais,Bom despacho,-19.68557305,-45.28760934,25.2366460082
Brazil,Minas Gerais,Bom Jardim de Minas,-21.94726404,-44.12511611,17.7972555807
Brazil,Minas Gerais,Bom Jesus da Penha,-21.01495446,-46.52953821,11.8332143094
Brazil,Minas Gerais,Bom Jesus do Amparo,-19.71816422,-43.46986655,12.921678865
Brazil,Minas Gerais,Bom Jesus do Galho,-19.74225708,-42.35161708,29.7221530856
Brazil,Minas Gerais,Bom Repouso,-22.44609671,-46.18449764,12.6811032547
Brazil,Minas Gerais,Bom Sucesso,-21.02694194,-44.78495909,21.3128431811
Brazil,Minas Gerais,Bonfim,-20.32167301,-44.21547646,13.1782026338
Brazil,Minas Gerais,Bonfinópolis de Minas,-16.48771765,-46.19972002,38.4123175246
Brazil,Minas Gerais,Bonito de Minas,-14.99528165,-44.8985058,61.1836904217
Brazil,Minas Gerais,Borda da Mata,-22.25711601,-46.15236315,16.4127679898
Brazil,Minas Gerais,Botelhos,-21.63713562,-46.41982016,14.9249952917
Brazil,Minas Gerais,Botumirim,-16.93826941,-43.00598267,34.657331438
Brazil,Minas Gerais,Braúnas,-22.59470884,-45.62481012,8.0719635864
Brazil,Minas Gerais,Bras Pires,-20.87592761,-43.22825048,11.2321800434
Brazil,Minas Gerais,Brasópolis,-17.51417407,-45.87514824,563.0812339754
Brazil,Minas Gerais,Brasília de Minas,-16.24301301,-44.43928887,32.2679803691
Brazil,Minas Gerais,Brasilândia de Minas,-19.0258327,-42.71714632,16.1289136977
Brazil,Minas Gerais,Brumadinho,-20.17802356,-44.12346852,23.8114203613
Brazil,Minas Gerais,Buenópolis,-17.8825429,-44.04091369,41.4061414248
Brazil,Minas Gerais,Bueno Brandão,-22.48647233,-46.35550911,14.2649657431
Brazil,Minas Gerais,Bugre,-19.3581855,-42.3108841,11.7428542891
Brazil,Minas Gerais,Buritis,-15.4534147,-46.60451787,56.1210376426
Brazil,Minas Gerais,Buritizeiro,-17.28671072,-45.19246678,80.7578617744
Brazil,Minas Gerais,Cássia,-20.54836161,-46.92719648,23.4014745831
Brazil,Minas Gerais,Cônego Marinho,-14.97537644,-44.60226083,59.4957657725
Brazil,Minas Gerais,Córrego Danta,-19.78397887,-45.98117163,23.9568944231
Brazil,Minas Gerais,Córrego do Bom Jesus,-22.63469417,-45.99342262,10.2403228393
Brazil,Minas Gerais,Córrego Fundo,-20.44944394,-45.53362998,8.7195353317
Brazil,Minas Gerais,Córrego Novo,-19.83020089,-42.44777933,12.7646493176
Brazil,Minas Gerais,Cabeceira Grande,-16.0763032,-47.12406567,26.6050555873
Brazil,Minas Gerais,Cabo Verde,-21.48215099,-46.39200668,19.2210707414
Brazil,Minas Gerais,Cachoeira da Prata,-19.51733226,-44.47271226,7.1948308316
Brazil,Minas Gerais,Cachoeira de Minas,-22.36277872,-45.79283955,18.2074379797
Brazil,Minas Gerais,Cachoeira de Pajes,-15.97390763,-41.50218307,27.485555276
Brazil,Minas Gerais,Cachoeira dourada,-18.60723286,-49.48007092,13.9292326694
Brazil,Minas Gerais,Caconde,-21.53956398,-46.61708752,16.6750617383
Brazil,Minas Gerais,Caeté,-19.86821438,-43.6376582,24.3268669513
Brazil,Minas Gerais,Caetanópolis,-19.34272129,-44.40463297,12.7462420092
Brazil,Minas Gerais,Caiana,-20.7262816,-41.90879789,7.8987965871
Brazil,Minas Gerais,Cajuri,-20.78526446,-42.76472546,8.8655166397
Brazil,Minas Gerais,Caldas,-21.89115951,-46.36432977,24.212235799
Brazil,Minas Gerais,Camacho,-20.64131189,-45.13271076,13.3513865833
Brazil,Minas Gerais,Camanducaia,-22.78725892,-46.07535135,17.4254432844
Brazil,Minas Gerais,Cambuí,-22.58363493,-46.07911446,14.7793957673
Brazil,Minas Gerais,Cambuquira,-21.85899535,-45.262295,12.3914943686
Brazil,Minas Gerais,Campanário,-18.28349394,-41.73453511,17.8458154337
Brazil,Minas Gerais,Campanha,-21.84430916,-45.4087014,20.1414506545
Brazil,Minas Gerais,Campestre,-21.71076518,-46.22200935,22.8023970113
Brazil,Minas Gerais,Campina Verde,-19.47879585,-49.80990662,53.4865976496
Brazil,Minas Gerais,Campo Azul,-16.50880274,-44.76356832,22.741102747
Brazil,Minas Gerais,Campo Belo,-20.9206986,-45.2570734,21.1356867106
Brazil,Minas Gerais,Campo do Meio,-21.11511051,-45.85030057,18.0332954538
Brazil,Minas Gerais,Campo Florido,-19.71383602,-48.64700992,25.0204358009
Brazil,Minas Gerais,Campos Altos,-19.6069642,-46.19566663,23.4874424744
Brazil,Minas Gerais,Campos Gerais,-21.2594223,-45.75387488,22.6726592435
Brazil,Minas Gerais,Campos Verdes de Goiás,-21.03333815,-45.185779,14.2210398275
Brazil,Minas Gerais,Canápolis,-18.7580094,-49.27239507,23.7237654325
Brazil,Minas Gerais,Canaã,-20.667223,-42.62232448,10.5994352921
Brazil,Minas Gerais,Candeias,-20.74911892,-45.27997631,24.958019668
Brazil,Minas Gerais,Cantagalo,-18.51610538,-42.64887113,11.6240126598
Brazil,Minas Gerais,Caparaó,-20.52795703,-41.94923309,12.6599009878
Brazil,Minas Gerais,Capela Nova,-20.91809583,-43.60894521,9.4564447836
Brazil,Minas Gerais,Capelinha,-17.69323375,-42.49172422,26.9575880987
Brazil,Minas Gerais,Capetinga,-20.65804388,-47.03205715,17.1364977438
Brazil,Minas Gerais,Capim Branco,-19.57076387,-44.16870337,8.5707692004
Brazil,Minas Gerais,Capinópolis,-18.6878594,-49.58216852,21.7357865642
Brazil,Minas Gerais,Capitão Andrade,-16.03244567,-43.62019664,27.9729595593
Brazil,Minas Gerais,Capitão Enéas,-17.30878374,-42.99906317,241.0794822534
Brazil,Minas Gerais,Capitólio,-20.61291941,-46.14450909,21.2499019717
Brazil,Minas Gerais,Caputira,-20.1764582,-42.25271628,12.5879244262
Brazil,Minas Gerais,Caraí,-17.17405854,-41.58404468,33.057409298
Brazil,Minas Gerais,Caranaíba,-20.89170889,-43.72179313,11.2953611
Brazil,Minas Gerais,Carandaí,-20.99696978,-43.84517393,20.9394861312
Brazil,Minas Gerais,Carangola,-20.70314324,-42.08822062,17.2993557794
Brazil,Minas Gerais,Caratinga,-19.71213878,-42.10248497,49.619714025
Brazil,Minas Gerais,Caravalhopolis,-21.77365248,-45.83076443,7.2997606067
Brazil,Minas Gerais,Carbonita,-17.49491597,-43.0582867,32.7950708016
Brazil,Minas Gerais,Careaçu,-22.07920155,-45.66501083,11.3597963759
Brazil,Minas Gerais,Carlos Chagas,-17.67437842,-40.84176363,44.531257298
Brazil,Minas Gerais,Carmésia,-19.06066416,-43.17529496,13.3414329081
Brazil,Minas Gerais,Carmópolis de Minas,-20.5623982,-44.64842962,17.5899815858
Brazil,Minas Gerais,Carmo da Cachoeira,-21.45458334,-45.19690104,18.0647464058
Brazil,Minas Gerais,Carmo da Mata,-20.56031416,-44.89221445,15.4882818663
Brazil,Minas Gerais,Carmo de Minas,-22.09244795,-45.16167453,13.5520809121
Brazil,Minas Gerais,Carmo do Cajuru,-20.196921,-44.70151215,20.4362896104
Brazil,Minas Gerais,Carmo do Paranaiba,-18.90820995,-46.18529982,45.2150772899
Brazil,Minas Gerais,Carmo do Rio Claro,-20.97348218,-46.09916965,26.9843967755
Brazil,Minas Gerais,Carneirinho,-19.75033224,-50.82976968,41.3067455567
Brazil,Minas Gerais,Carrancas,-21.49685517,-44.6127065,22.1384869883
Brazil,Minas Gerais,Carvalhos,-22.0232827,-44.48899424,14.4193636076
Brazil,Minas Gerais,Casa Grande,-20.8363046,-43.93865936,10.316174598
Brazil,Minas Gerais,Cascalho Rico,-18.56906822,-47.87718156,13.1726857833
Brazil,Minas Gerais,Cassiterita,-21.14604815,-44.49398734,13.7255575261
Brazil,Minas Gerais,Cataguases,-21.34261225,-42.67324696,17.9224300153
Brazil,Minas Gerais,Catas Altas da Noruega,-20.67053401,-43.50086355,9.8663471972
Brazil,Minas Gerais,Catas Altas,-20.07555444,-43.40841442,12.4121513673
Brazil,Minas Gerais,Catuji,-17.37200364,-41.49862973,22.6705736121
Brazil,Minas Gerais,Catuti,-15.33604417,-43.09827939,18.2104960605
Brazil,Minas Gerais,Caxambu,-21.97832814,-44.94803683,11.8233410361
Brazil,Minas Gerais,Cedro do Abaeté,-19.12178911,-45.69902891,15.005450833
Brazil,Minas Gerais,Central de Minas,-18.76906963,-41.29512601,13.6095730774
Brazil,Minas Gerais,Centralina,-18.63321159,-49.16260981,21.0886306875
Brazil,Minas Gerais,Chácara,-21.6871307,-43.21381621,9.7727435545
Brazil,Minas Gerais,Chale,-20.0314846,-41.66090207,12.4182928945
Brazil,Minas Gerais,Chapada do Norte,-17.14770308,-42.4121177,40.0085886178
Brazil,Minas Gerais,Chapada Gaúcha,-15.46959048,-45.4560122,54.2287579135
Brazil,Minas Gerais,Chaveslandia,-19.0956898,-50.35171927,43.2762006511
Brazil,Minas Gerais,Chiador,-22.00422074,-43.03083658,20.4893936787
Brazil,Minas Gerais,Cipotânea,-20.92432189,-43.35841694,11.7806101559
Brazil,Minas Gerais,Cláudio,-20.39785638,-44.77657882,20.4152184439
Brazil,Minas Gerais,Claraval,-20.36212943,-47.24120327,14.9959338012
Brazil,Minas Gerais,Claro dos Poções,-17.07055497,-44.23031913,29.7800464426
Brazil,Minas Gerais,Coimbra,-20.84374263,-42.79186204,10.0845643073
Brazil,Minas Gerais,Coluna,-18.24813615,-42.84022851,17.1328884815
Brazil,Minas Gerais,Comendador Gomes,-19.67280251,-49.07081843,34.3269246987
Brazil,Minas Gerais,Comercinho,-16.28641737,-41.76857506,19.6591927306
Brazil,Minas Gerais,Conceição da Aparecida,-21.09850181,-46.22598274,17.2354706562
Brazil,Minas Gerais,Conceição das Alagoas,-20.18819307,-48.12199321,360.0431498258
Brazil,Minas Gerais,Conceição das Pedras,-19.90583139,-48.24085169,20.9475685325
Brazil,Minas Gerais,Conceição de Ipanema,-19.91373434,-41.68737348,16.4395078911
Brazil,Minas Gerais,Conceição do Mato Dentro,-18.94213501,-43.50517954,54.8412469089
Brazil,Minas Gerais,Conceição do Para,-19.78574443,-44.87195625,13.745992143
Brazil,Minas Gerais,Conceição do Rio Verde,-21.89740971,-45.09146162,15.0054537412
Brazil,Minas Gerais,Conceição dos Ouros,-22.44900604,-45.77682187,13.2652721243
Brazil,Minas Gerais,Confins,-19.64276649,-43.97514618,5.155293543
Brazil,Minas Gerais,Congonhal,-22.14408955,-46.04193051,12.0321905211
Brazil,Minas Gerais,Congonhas do Norte,-18.84852287,-43.69586242,26.5230131082
Brazil,Minas Gerais,Congonhas,-20.5164228,-43.8616403,16.8793157905
Brazil,Minas Gerais,Conquista,-19.88381861,-47.62446042,23.7344264165
Brazil,Minas Gerais,Conselheiro Lafaiete,-20.66652806,-43.78936852,14.9648803961
Brazil,Minas Gerais,Conselheiro Pena,-19.16062526,-41.44645228,44.6941298525
Brazil,Minas Gerais,Consolação,-22.53860796,-45.91665902,8.766093909
Brazil,Minas Gerais,Contagem,-19.88730983,-44.0843298,11.8757154556
Brazil,Minas Gerais,Coqueiral,-21.1695702,-45.41594474,13.6645103025
Brazil,Minas Gerais,Coração de Jesus,-18.69225271,-44.49029395,375.8093066099
Brazil,Minas Gerais,Cordisburgo,-18.59629717,-42.27144259,23.3530132634
Brazil,Minas Gerais,Cordislândia,-16.49108259,-44.12014577,24.762747141
Brazil,Minas Gerais,Corinto,-16.63012665,-44.29455182,30.9751437003
Brazil,Minas Gerais,Coroaci,-16.64102987,-44.52618413,38.8597124605
Brazil,Minas Gerais,Coromandel,-18.41326207,-47.13691446,54.3287436974
Brazil,Minas Gerais,Coronel Fabriciano,-19.45837111,-42.69007083,15.1271418039
Brazil,Minas Gerais,Coronel Murta,-16.59150565,-42.17652566,25.1050429917
Brazil,Minas Gerais,Coronel Pacheco,-21.60522087,-43.29328478,8.1518655422
Brazil,Minas Gerais,Coronel Xavier Chaves,-21.02521378,-44.19707313,9.9168005134
Brazil,Minas Gerais,Couto de Magalhães,-18.08442406,-43.44056214,30.5472229284
Brazil,Minas Gerais,Crisólita,-17.24063339,-40.9610667,26.7828171372
Brazil,Minas Gerais,Cristália,-16.71916745,-42.82101634,23.4872557434
Brazil,Minas Gerais,Cristais,-20.81188608,-45.55764638,20.2436735092
Brazil,Minas Gerais,Cristiano Otoni,-20.83567628,-43.82761534,10.0207505004
Brazil,Minas Gerais,Cristina,-22.20607522,-45.28963904,12.8629142665
Brazil,Minas Gerais,Crucilândia,-20.40492909,-44.36025544,10.3324081404
Brazil,Minas Gerais,Cruzília,-21.73140816,-44.79852999,20.2376901438
Brazil,Minas Gerais,Cruzeiro da Fortaleza,-18.97215795,-46.67665341,11.7360076871
