country,major area,minor area,centroid (lat),centroid (long),distance (km)
Colombia,Boyacá,Pauna,5.67577263,-74.02616969,16.4058338439
Colombia,Boyacá,Paya,5.6267735,-72.38875993,19.3352631081
Colombia,Boyacá,Paz de Río,6.00219255,-72.78856607,8.5622687074
Colombia,Boyacá,Pesca,5.47470669,-73.1021565,21.5475009496
Colombia,Boyacá,Pisba,5.70918133,-72.50766756,15.4799945705
Colombia,Boyacá,Puerto Boyacá,5.9400386,-74.48137133,35.9434275983
Colombia,Boyacá,Quípama,5.56228831,-74.27711306,11.0191877714
Colombia,Boyacá,Ráquira,5.48395245,-73.65657346,11.6198484907
Colombia,Boyacá,Ramiriquí,5.28500208,-73.33374867,13.2621724046
Colombia,Boyacá,Rondón,5.35135173,-73.21923649,12.2783499036
Colombia,Boyacá,Sáchica,5.54432378,-73.56587496,7.2669616871
Colombia,Boyacá,Saboyá,5.68787856,-73.78138711,13.3948688434
Colombia,Boyacá,Samacá,5.4473956,-73.55009768,14.2079722326
Colombia,Boyacá,San Eduardo,5.20403465,-73.07286747,8.3217610989
Colombia,Boyacá,San José de Pare,5.97680925,-73.55959687,8.6841208425
Colombia,Boyacá,San Luis de Gaceno,4.85286242,-73.14197338,15.247924048
Colombia,Boyacá,San Mateo,6.37703854,-72.57795907,10.4885285823
Colombia,Boyacá,San Miguel de Sema,5.52410509,-73.77874193,9.6747392501
Colombia,Boyacá,San Pablo de Borbur,5.66638832,-74.13723616,10.1243459483
Colombia,Boyacá,Santa María,4.76169998,-73.23075889,19.044875349
Colombia,Boyacá,Santa Rosa de Viterbo,5.88515526,-73.01343914,9.6385714938
Colombia,Boyacá,Santa Sofía,5.70212735,-73.62975381,7.8562652633
Colombia,Boyacá,Santana,6.04463628,-73.51107483,6.0456097115
Colombia,Boyacá,Sativanorte,6.10584685,-72.7532085,11.3489903944
Colombia,Boyacá,Sativasur,6.04623985,-72.74009394,9.8059062213
Colombia,Boyacá,Siachoque,5.46903827,-73.23446771,9.769203571
Colombia,Boyacá,Soatá,6.29965907,-72.72423216,8.8932851612
Colombia,Boyacá,Socha,5.92925925,-72.70072815,15.1075471488
Colombia,Boyacá,Socotá,5.90899622,-72.58113099,25.4514026769
Colombia,Boyacá,Sogamoso,5.64011683,-72.91190116,11.9787611492
Colombia,Boyacá,Somondoco,4.92464856,-73.46037004,8.4459129588
Colombia,Boyacá,Soracá,5.45765432,-73.34743566,6.7724933236
Colombia,Boyacá,Sora,5.57399811,-73.49703451,5.9927361762
Colombia,Boyacá,Sotaquirá,5.76179134,-73.28594024,14.5774529459
Colombia,Boyacá,Susacón,6.18606827,-72.75672443,14.8563102734
Colombia,Boyacá,Sutamarchán,5.61549361,-73.65249255,8.1414690558
Colombia,Boyacá,Sutatenza,4.9964405,-73.45454389,5.5005748828
Colombia,Boyacá,Tasco,5.848163,-72.75386208,13.113069162
Colombia,Boyacá,Tenza,5.0367618,-73.45505182,7.3078386776
Colombia,Boyacá,Tibaná,5.284601,-73.42777949,9.1869119208
Colombia,Boyacá,Tibasosa,5.71811089,-73.02982043,8.2833387983
Colombia,Boyacá,Tinjacá,5.56637777,-73.71052493,6.632139123
Colombia,Boyacá,Tipacoque,6.39691358,-72.7218969,6.1229143966
Colombia,Boyacá,Toca,5.5582292,-73.18540237,10.5578779239
Colombia,Boyacá,Toguí,5.89433997,-73.51365794,6.7714621233
Colombia,Boyacá,Topagá,5.73533822,-72.85454754,5.2275563874
Colombia,Boyacá,Tota,5.44913656,-73.0322863,15.1855215451
Colombia,Boyacá,Tunja,5.51330151,-73.41675722,12.1346576877
Colombia,Boyacá,Tunungua,5.70802839,-73.95875761,5.7535074274
Colombia,Boyacá,Turmequé,5.27262506,-73.53457517,9.0881668193
Colombia,Boyacá,Tuta,5.64588939,-73.21398934,12.2401110146
Colombia,Boyacá,Tutazá,6.05133074,-72.87963341,9.6972908034
Colombia,Boyacá,Umbita,5.18411133,-73.48340607,9.2439902137
Colombia,Boyacá,Ventaquemada,5.35987358,-73.55031882,13.4919072587
Colombia,Boyacá,Villa de Leyva,5.63478962,-73.5489959,10.3534586045
Colombia,Boyacá,Viracachá,5.4156689,-73.29838762,8.4903454865
Colombia,Boyacá,Zetaquirá,5.25824141,-73.1827615,17.0001395691
Colombia,Córdoba,Ayapel,8.22482865,-75.0670391,39.4043914104
Colombia,Córdoba,Buenavista,8.17697958,-75.44481249,22.9978763618
Colombia,Córdoba,Canalete,8.74872762,-76.25876331,18.3733381039
Colombia,Córdoba,Cereté,8.88207955,-75.82182015,20.7337903
Colombia,Córdoba,Chimá,9.0953723,-75.63809662,15.0909196181
Colombia,Córdoba,Chinú,9.00815092,-75.36127385,24.3152350123
Colombia,Córdoba,Ciénaga de Oro,8.83022098,-75.60555897,27.7806589537
Colombia,Córdoba,Los Córdobas,8.87119676,-76.28932962,18.5049141895
Colombia,Córdoba,Moñitos,9.20233271,-76.10581759,23.2666682159
Colombia,Córdoba,Momil,9.23472225,-75.63565746,10.4636876875
Colombia,Córdoba,Montelíbano,7.88365932,-75.70900794,68.8127707783
Colombia,Córdoba,Montería,8.58431416,-75.9578104,42.2711336587
Colombia,Córdoba,Planeta Rica,8.3133217,-75.6164156,27.6735219324
Colombia,Córdoba,Pueblo Nuevo,8.46356541,-75.3979288,29.5667633687
Colombia,Córdoba,Puerto Escondido,8.99168798,-76.17263727,19.1628312049
Colombia,Córdoba,Puerto Libertador,7.68181276,-75.78311826,37.5809036969
Colombia,Córdoba,Purísima,9.24953744,-75.71182138,8.7673237088
Colombia,Córdoba,San Andrés de Sotavento,9.1387744,-75.51625404,15.4970185102
Colombia,Córdoba,San Antero,9.35358994,-75.76821561,19.0770227329
Colombia,Córdoba,San Bernardino de Sahagún,8.78525723,-75.43282979,26.2231111991
Colombia,Córdoba,San Bernardo del Viento,9.33025513,-75.95188186,15.3074457408
Colombia,Córdoba,San Carlos,8.6967941,-75.69168478,19.9011241922
Colombia,Córdoba,San Pelayo,8.97923247,-75.89833507,22.8975672457
Colombia,Córdoba,Santa Cruz de Lorica,9.14550931,-75.89008403,26.0605669329
Colombia,Córdoba,Tierralta,7.80574037,-76.17713135,70.086876922
Colombia,Córdoba,Valencia,8.2283166,-76.22331016,28.0190908392
Colombia,Caldas,Aguadas,5.59039842,-75.48754625,22.5081607153
Colombia,Caldas,Anserma,5.20427055,-75.79168884,13.0323306859
Colombia,Caldas,Aranzazú,5.25518866,-75.50983705,12.8014689458
Colombia,Caldas,Belalcázar,4.98116063,-75.85169909,9.7625211827
Colombia,Caldas,Chinchiná,4.97522814,-75.7041797,10.8993409485
Colombia,Caldas,Filadelfia,5.28266133,-75.62368938,10.3679479214
Colombia,Caldas,La Dorada,5.51371762,-74.74306336,28.1839252101
Colombia,Caldas,La Merced,5.38060315,-75.58841901,7.9884719494
Colombia,Caldas,Manizales,5.07163639,-75.54191457,21.15231579
Colombia,Caldas,Manzanares,5.21928926,-75.17979131,10.662678135
Colombia,Caldas,Marmato,5.48440683,-75.64034751,5.9171346871
Colombia,Caldas,Marquetalia,5.29068402,-75.0802894,10.125904639
Colombia,Caldas,Marulanda,5.21851605,-75.31337498,15.9232616189
Colombia,Caldas,Neira,5.17206717,-75.5295975,23.8769759139
Colombia,Caldas,Pácora,5.48677587,-75.51644007,13.6838493891
Colombia,Caldas,Palestina,5.04572305,-75.69553226,9.3728871524
Colombia,Caldas,Pensilvania,5.38839684,-75.20420965,16.8969707587
Colombia,Caldas,Riosucio,5.43030839,-75.78961224,17.9045898089
Colombia,Caldas,Risaralda,5.09632387,-75.81127287,14.2622302005
Colombia,Caldas,Salamina,5.35604561,-75.43468765,15.9836380009
Colombia,Caldas,Samaná,5.55034554,-74.98967904,28.4216703516
Colombia,Caldas,Supía,5.43497035,-75.67280891,8.9129732575
Colombia,Caldas,Victoria,5.42628218,-74.8736519,21.7559059256
Colombia,Caldas,Villamaría,4.93870743,-75.4644521,18.4201890909
Colombia,Caldas,Viterbo,5.04509741,-75.91924425,11.3815530295
Colombia,Caquetá,Albania,1.26324427,-75.9536623,13.0485584169
Colombia,Caquetá,Belén de los Andaquies,1.46012974,-75.93257735,33.7214633212
Colombia,Caquetá,Cartagena del Chairá,0.85245515,-74.60588616,115.5864143668
Colombia,Caquetá,Curillo,1.09860052,-76.03039945,24.1927021032
Colombia,Caquetá,El Doncello,1.70861457,-75.28588155,62.6596241422
Colombia,Caquetá,El Paujíl,1.53103151,-75.41793695,32.4746306702
Colombia,Caquetá,Florencia,1.74202402,-75.62069252,48.4412506632
Colombia,Caquetá,La Montañita,1.34604823,-75.42861681,47.6491676069
Colombia,Caquetá,Milán,1.15381904,-75.54607349,34.1928639991
Colombia,Caquetá,Morelia,1.49171075,-75.78256292,13.4399603262
Colombia,Caquetá,Puerto Rico,1.88549436,-75.12452606,57.3093261784
Colombia,Caquetá,San José del Fragua,1.30780865,-76.16555286,24.4070790492
Colombia,Caquetá,San Vicente del Caguán,1.68679825,-74.46443141,148.7084052046
Colombia,Caquetá,Solano,0.22842017,-73.27597212,270.7638301132
Colombia,Caquetá,Valparaíso,1.05704611,-75.75969013,37.033732847
Colombia,Casanare,Aguazul,5.0992263,-72.57164547,35.1809250577
Colombia,Casanare,Chámeza,5.1923756,-72.88951086,17.7433505865
Colombia,Casanare,Hato Corozal,6.07786186,-71.20899888,142.1944669352
Colombia,Casanare,La Salina,6.13551176,-72.36620845,11.7270147265
Colombia,Casanare,Maní,4.64802505,-72.2316188,53.9154891767
Colombia,Casanare,Monterrey,4.82015773,-72.87900356,22.487129466
Colombia,Casanare,Nunchía,5.50412899,-72.1168049,31.7955480357
Colombia,Casanare,Orocué,4.88071548,-71.61752532,69.8594282711
Colombia,Casanare,Paz de Ariporo,5.75814361,-70.88008685,136.9915963492
Colombia,Casanare,Pore,5.64597026,-71.96566215,26.1703196857
Colombia,Casanare,Recetor,5.22845513,-72.78642689,13.5018957795
Colombia,Casanare,Sácama,6.02747384,-72.25097796,18.1114924792
Colombia,Casanare,Sabanalarga,4.73516587,-73.00818438,26.9271099415
Colombia,Casanare,San Luis de Palenque,5.20533198,-71.59705827,76.9011669916
Colombia,Casanare,Támara,5.85821273,-72.24024464,26.1932973018
Colombia,Casanare,Tauramena,4.66448007,-72.65069572,57.2908139408
Colombia,Casanare,Trinidad,5.34200102,-71.19678704,83.4874530769
Colombia,Casanare,Villanueva,4.47820843,-72.82241204,29.9730525171
Colombia,Casanare,Yopal,5.21828677,-72.2786882,39.7122790107
Colombia,Cauca,Almaguer,1.9088709,-76.88272363,13.8347552088
Colombia,Cauca,Argelia,2.27451566,-77.28423946,18.0217495994
Colombia,Cauca,Balboa,2.10675525,-77.22775856,16.5170793142
Colombia,Cauca,Bolívar,1.84670088,-76.98292405,32.2313810587
Colombia,Cauca,Buenos Aires,2.99327204,-76.70311468,19.9888077843
Colombia,Cauca,Cajibío,2.64897286,-76.7518637,28.4634678042
Colombia,Cauca,Caldonó,2.8159455,-76.50838258,19.1378851653
Colombia,Cauca,Caloto,3.06319084,-76.39506008,17.473374722
Colombia,Cauca,Corinto,3.13668326,-76.21154303,15.8178997693
Colombia,Cauca,El Tambo,2.57115076,-77.09760258,41.8198541883
Colombia,Cauca,Florencia,1.71250949,-77.09124771,4.9362714653
Colombia,Cauca,Guapí,2.42418132,-77.65866215,47.7042977842
Colombia,Cauca,Inzá,2.51444092,-76.16673206,25.7911838916
Colombia,Cauca,Jambaló,2.84534879,-76.32694208,15.1844162401
Colombia,Cauca,La Sierra,2.19664967,-76.78590599,19.4004875025
Colombia,Cauca,La Vega,2.06229923,-76.8098547,22.7382284845
Colombia,Cauca,López de Micay,3.01018117,-77.2870075,50.4135538352
Colombia,Cauca,Mercaderes,1.79363433,-77.20669923,21.3388765922
Colombia,Cauca,Miranda,3.22603976,-76.23182058,19.52783409
Colombia,Cauca,Morales,2.79385451,-76.77517833,20.8051535653
Colombia,Cauca,Páez,2.72337915,-76.0653692,38.7068764226
Colombia,Cauca,Padilla,3.19969366,-76.35689675,9.5344837633
Colombia,Cauca,Patía,2.15941322,-77.08928396,28.7699968451
Colombia,Cauca,Piendamó,2.70214588,-76.5973741,15.9866195192
Colombia,Cauca,Popayán,2.4767757,-76.64338087,24.0782127796
Colombia,Cauca,Puerto Tejada,3.2669255,-76.45364715,8.7543673125
Colombia,Cauca,Puracé,2.22833966,-76.48183769,21.022729751
Colombia,Cauca,Rosas,2.2657389,-76.81409069,18.4771540365
Colombia,Cauca,San Sebastián,1.86720423,-76.75025827,20.5745739949
Colombia,Cauca,Santa Rosa,1.40505401,-76.50703679,62.8642689371
Colombia,Cauca,Santander de Quilichao,3.02430441,-76.52462879,25.1373133242
Colombia,Cauca,Silvia,2.66777418,-76.37642638,24.2547774979
Colombia,Cauca,Sotará,2.24506796,-76.64739625,21.7297934495
Colombia,Cauca,Suárez,2.90569629,-76.80702818,12.05981301
Colombia,Cauca,Timbío,2.36996486,-76.77186929,14.3703880194
Colombia,Cauca,Timbiquí,2.7038181,-77.52894662,42.4332349315
Colombia,Cauca,Toribío,2.98786335,-76.21804373,17.8915198315
Colombia,Cauca,Totoró,2.46267389,-76.41435962,21.8555016585
Colombia,Cesar,Aguachica,8.24396331,-73.6243976,30.9782626921
Colombia,Cesar,Agustín Codazzi,9.93284537,-73.26192356,53.7402578119
Colombia,Cesar,Astrea,9.48985587,-73.97883437,19.5613655582
Colombia,Cesar,Becerril,9.74288086,-73.21746091,41.5354726467
Colombia,Cesar,Bosconia,9.9292165,-73.88856664,20.2692922453
Colombia,Cesar,Chimichagua,9.21928184,-73.77037036,47.9050614913
Colombia,Cesar,Chiriguaná,9.3948839,-73.52235827,34.7181298564
Colombia,Cesar,Curumaní,9.20545208,-73.51987883,23.0509476673
Colombia,Cesar,El Copey,10.18543752,-73.93327888,27.0223249198
Colombia,Cesar,El Paso,9.65842982,-73.7141807,26.1956179068
Colombia,Cesar,Gamarra,8.31227111,-73.72424983,21.8888313687
Colombia,Cesar,González,8.36735505,-73.40032432,7.734895209
Colombia,Cesar,La Gloria,8.59735187,-73.65027727,32.6867642843
Colombia,Cesar,La Jagua de Ibirico,9.53953623,-73.32659104,32.0687182475
Colombia,Cesar,La Paz,10.13225566,-73.24954919,62.788883595
Colombia,Cesar,Manaure,10.34471833,-72.98217348,13.4088446157
Colombia,Cesar,Pailitas,8.92549661,-73.5929381,18.520964121
Colombia,Cesar,Pelaya,8.7706668,-73.61087268,20.3858625429
Colombia,Cesar,Río de Oro,8.17879491,-73.51218984,21.6540068517
Colombia,Cesar,San Alberto,7.82488947,-73.51058005,31.65755088
Colombia,Cesar,San Diego,10.23241741,-73.2734988,23.6329733512
Colombia,Cesar,San Martín,7.97003608,-73.57246792,27.8835008896
Colombia,Cesar,Tamalameque,8.86424103,-73.78105958,25.3761471957
Colombia,Cesar,Valledupar,10.37376469,-73.50996315,67.1537808313
Colombia,Chocó,Acandí,8.42557205,-77.29264138,28.037117864
Colombia,Chocó,Alto Baudó,5.60462825,-77.06975135,54.6907088167
Colombia,Chocó,Bagadó,5.47682559,-76.2726522,33.4993480399
Colombia,Chocó,Bahía Solano,6.32626614,-77.36061363,54.1632214308
Colombia,Chocó,Bajo Baudó,5.03328821,-77.17721576,65.5918277184
Colombia,Chocó,Bojayá,6.58275092,-77.12132941,58.9466042868
Colombia,Chocó,Condoto,5.10081747,-76.48779159,27.29207429
Colombia,Chocó,El Cantón del San Pablo,5.29104298,-76.76317551,22.5581465647
Colombia,Chocó,El Carmen de Atrato,5.81096257,-76.26437942,23.3936983489
Colombia,Chocó,El Litoral del San Juan,4.34951081,-76.96519146,64.6772987517
Colombia,Chocó,Istmina,4.98772122,-76.80528385,34.2544562006
Colombia,Chocó,Juradó,7.12808759,-77.68292123,51.0108672167
Colombia,Chocó,Lloró,5.61085856,-76.42836567,25.8718630826
Colombia,Chocó,Novita,4.85854923,-76.58451181,31.0920888943
Colombia,Chocó,Nuquí,5.66862444,-77.29964188,34.598293121
Colombia,Chocó,Quibdó,5.94256887,-76.76020894,63.7384848098
Colombia,Chocó,Riosucio,7.29966628,-77.17230812,164.9349836181
Colombia,Chocó,San José del Palmar,4.91373459,-76.30490178,20.2500494765
Colombia,Chocó,Sipí,4.55489864,-76.58814667,48.9972889041
Colombia,Chocó,Tadó,5.31265339,-76.52975202,25.1620372863
Colombia,Chocó,Unguía,8.10837,-77.10852288,28.3256195675
Colombia,Cundinamarca,Agua de Dios,4.35841964,-74.68999916,8.1359454752
Colombia,Cundinamarca,Albán,4.88448974,-74.46906833,7.4775474295
Colombia,Cundinamarca,Anapoima,4.54365193,-74.54687503,10.3043985923
Colombia,Cundinamarca,Anolaima,4.77620681,-74.48412085,8.3206806293
Colombia,Cundinamarca,Apulo,4.50901045,-74.59773327,11.8227913096
Colombia,Cundinamarca,Arbeláez,4.21250439,-74.41464149,18.595192128
Colombia,Cundinamarca,Beltrán,4.70959252,-74.7804607,14.6665335256
Colombia,Cundinamarca,Bituima,4.82894986,-74.55203136,6.5925000294
Colombia,Cundinamarca,Bojacá,4.68719044,-74.33705724,9.7800804802
Colombia,Cundinamarca,Cáqueza,4.38706237,-73.95722027,10.9298310722
Colombia,Cundinamarca,Cabrera,3.8744471,-74.47187672,23.7538330823
Colombia,Cundinamarca,Cachipay,4.70423563,-74.48706649,7.1556210702
Colombia,Cundinamarca,Cajicá,4.91280985,-74.05260464,6.1818388004
Colombia,Cundinamarca,Caparrapí,5.36550357,-74.54398215,20.9171828752
Colombia,Cundinamarca,Carmen de Carupa,5.33225478,-73.95330123,14.7365274858
Colombia,Cundinamarca,Chía,4.84451338,-74.05847045,7.150314093
Colombia,Cundinamarca,Chaguaní,4.94554442,-74.65953659,13.1319082894
Colombia,Cundinamarca,Chipaque,4.41481163,-74.07538388,12.285544151
Colombia,Cundinamarca,Choachí,4.56687799,-73.93903866,15.6145049738
Colombia,Cundinamarca,Chocontá,5.10401008,-73.70005679,15.4201930909
Colombia,Cundinamarca,Cogua,5.0847293,-73.99488391,10.8305548939
Colombia,Cundinamarca,Cota,4.77601374,-74.14335151,8.1596471105
Colombia,Cundinamarca,Cucunubá,5.21625927,-73.80756579,9.1973518593
Colombia,Cundinamarca,El Colegio,4.54172507,-74.44643317,8.1452523949
Colombia,Cundinamarca,El Peñon,5.24379753,-74.31818638,10.2646701125
Colombia,Cundinamarca,Fómeque,4.51491677,-73.806664,18.6584081428
Colombia,Cundinamarca,Facatativá,4.81962182,-74.35891909,9.5174420628
Colombia,Cundinamarca,Fúquene,5.39247126,-73.79691145,8.3691368619
Colombia,Cundinamarca,Fosca,4.3017857,-73.97403824,9.9072382057
Colombia,Cundinamarca,Funza,4.73057685,-74.21787293,6.4858460634
Colombia,Cundinamarca,Fusagasugá,4.29240003,-74.38333074,21.3918934502
Colombia,Cundinamarca,Gachalá,4.61413151,-73.54694347,25.6642391042
Colombia,Cundinamarca,Gachancipá,4.9864639,-73.89988816,5.3523774766
Colombia,Cundinamarca,Gachetá,4.85338547,-73.6731754,15.4052758661
Colombia,Cundinamarca,Gama,4.70983654,-73.62002316,7.9437451478
Colombia,Cundinamarca,Girardot,4.31800727,-74.83505211,13.7181539919
Colombia,Cundinamarca,Guachetá,5.38003459,-73.71789041,11.2046148674
Colombia,Cundinamarca,Guaduas,5.16382312,-74.66515747,29.4026963222
Colombia,Cundinamarca,Guasca,4.79548299,-73.86682968,14.6422222628
Colombia,Cundinamarca,Guataquí,4.5189285,-74.80411953,10.039954718
Colombia,Cundinamarca,Guatavita,4.91121354,-73.83988635,8.2823622538
Colombia,Cundinamarca,Guayabal de Síquima,4.86614494,-74.50988931,7.9260548743
Colombia,Cundinamarca,Guayabetal,4.17508423,-73.88114269,13.8480890141
Colombia,Cundinamarca,Gutiérrez,4.15889813,-74.07789088,23.6973756999
Colombia,Cundinamarca,Jerusalén,4.55678275,-74.70940855,13.9733914435
Colombia,Cundinamarca,Junín,4.68713215,-73.71124703,17.0347924177
Colombia,Cundinamarca,La Calera,4.68677928,-73.93591073,15.8773917862
Colombia,Cundinamarca,La Mesa,4.62860457,-74.49432256,9.7902735551
Colombia,Cundinamarca,La Palma,5.31732492,-74.43002432,13.2896127881
Colombia,Cundinamarca,La Peña,5.18943383,-74.43000638,10.0100287227
Colombia,Cundinamarca,La Vega,4.96048167,-74.35933645,10.1751138805
Colombia,Cundinamarca,Lenguazaque,5.28534205,-73.71018922,9.9671519566
Colombia,Cundinamarca,Machetá,5.0148872,-73.64370619,14.3992448077
Colombia,Cundinamarca,Madrid,4.75564805,-74.27706777,14.399009427
Colombia,Cundinamarca,Manta,4.95719401,-73.58582861,8.1283316893
Colombia,Cundinamarca,Medina,4.48748688,-73.39736712,34.0325267474
Colombia,Cundinamarca,Mosquera,4.65841679,-74.2513214,7.8351582738
Colombia,Cundinamarca,Nariño,4.38159829,-74.84129025,12.0984053313
Colombia,Cundinamarca,Nemocón,5.06967304,-73.90604656,8.4754007615
Colombia,Cundinamarca,Nilo,4.28287211,-74.63776828,16.0641851568
Colombia,Cundinamarca,Nimaima,5.1174203,-74.41339986,11.0664478574
Colombia,Cundinamarca,Nocaima,5.04767674,-74.40463674,6.0177545966
Colombia,Cundinamarca,Pacho,5.14993776,-74.18066715,16.1278706446
Colombia,Cundinamarca,Paime,5.36946922,-74.1819958,10.6273109457
Colombia,Cundinamarca,Pandi,4.15421706,-74.48952425,10.5603691512
Colombia,Cundinamarca,Paratebueno,4.41690147,-73.18559219,35.2291323796
Colombia,Cundinamarca,Pasca,4.30292003,-74.26947038,13.0593203012
Colombia,Cundinamarca,Puerto Salgar,5.607477,-74.6020502,26.8814240593
Colombia,Cundinamarca,Pulí,4.67855265,-74.69525635,10.5871463617
Colombia,Cundinamarca,Quebradanegra,5.08263214,-74.52116968,6.60029108
Colombia,Cundinamarca,Quetame,4.29586698,-73.8590097,10.3353907034
Colombia,Cundinamarca,Quipile,4.70171661,-74.57811382,10.3529156577
Colombia,Cundinamarca,Ricaurte,4.29128469,-74.75432626,9.0829890544
Colombia,Cundinamarca,San Antonio del Tequendama,4.58684955,-74.36328596,6.6671811013
Colombia,Cundinamarca,San Bernardo,4.12955973,-74.35901703,12.7186767962
Colombia,Cundinamarca,San Cayetano,5.29047119,-74.09381966,14.0940043693
Colombia,Cundinamarca,San Francisco,4.94305142,-74.28469923,11.1695940614
Colombia,Cundinamarca,San Juan de Río Seco,4.83076547,-74.68247866,16.9428717787
Colombia,Cundinamarca,Santafé de Bogotá,4.28857903,-74.21445368,77.1848382843
Colombia,Cundinamarca,Sasaima,4.92891125,-74.42797312,10.2050270584
Colombia,Cundinamarca,Sesquilé,4.98826454,-73.80044865,9.8130902784
Colombia,Cundinamarca,Sibaté,4.44907896,-74.28288329,9.8837716278
Colombia,Cundinamarca,Silvania,4.42513427,-74.38426609,11.306945307
Colombia,Cundinamarca,Simijaca,5.50415042,-73.86943985,10.2030316006
Colombia,Cundinamarca,Soacha,4.52458993,-74.27819934,16.4391213932
Colombia,Cundinamarca,Sopó,4.87157321,-73.98616224,10.319785769
Colombia,Cundinamarca,Subachoque,4.92533736,-74.19676157,17.9162220624
Colombia,Cundinamarca,Suesca,5.12612057,-73.80360012,14.448465695
Colombia,Cundinamarca,Supatá,5.04455856,-74.2478404,8.4195656515
Colombia,Cundinamarca,Susa,5.42700031,-73.84786369,9.1879733059
Colombia,Cundinamarca,Sutatausa,5.22898104,-73.8791293,6.0080435667
Colombia,Cundinamarca,Tabio,4.9351247,-74.10208851,7.26280123
Colombia,Cundinamarca,Tausa,5.17637418,-73.96940752,13.5738576233
Colombia,Cundinamarca,Tena,4.66648866,-74.38989463,7.1010388377
Colombia,Cundinamarca,Tenjo,4.82319191,-74.16568361,9.8565021095
Colombia,Cundinamarca,Tibacuy,4.30606334,-74.5163929,11.8309876634
Colombia,Cundinamarca,Tibirita,5.05992913,-73.54001798,8.6185368929
Colombia,Cundinamarca,Tocaima,4.43692822,-74.66640421,18.7936892191
Colombia,Cundinamarca,Tocancipá,4.948101,-73.94827076,7.5919618952
Colombia,Cundinamarca,Topaipí,5.33884433,-74.3132702,11.6057610139
Colombia,Cundinamarca,Ubalá,4.78612689,-73.4986736,13.249514812
Colombia,Cundinamarca,Ubaque,4.48435473,-73.99659517,9.3379426241
Colombia,Cundinamarca,Une,4.34185196,-74.06204805,9.4148733442
Colombia,Cundinamarca,Utica,5.16977715,-74.50133432,8.1710221566
Colombia,Cundinamarca,Venecia,4.04159274,-74.47344779,9.0905314369
Colombia,Cundinamarca,Vergara,5.11238225,-74.32563401,10.7019774854
Colombia,Cundinamarca,Vianí,4.88149139,-74.5753776,10.5030031827
Colombia,Cundinamarca,Villa de San Diego de Ubaté,5.29769252,-73.84422859,7.5545896612
Colombia,Cundinamarca,Villagómez,5.24792208,-74.20982746,9.6482910858
Colombia,Cundinamarca,Villapinzón,5.2088205,-73.60535991,14.2986010741
Colombia,Cundinamarca,Villeta,5.00009303,-74.5049787,8.9562004694
Colombia,Cundinamarca,Viotá,4.42054978,-74.50810509,12.9447947681
Colombia,Cundinamarca,Yacopí,5.57372436,-74.38777766,27.6988292746
Colombia,Cundinamarca,Zipacón,4.74269569,-74.41186296,6.8056238035
Colombia,Cundinamarca,Zipaquirá,5.02632178,-74.04205475,12.4697946471
Colombia,Guainía,Barranco Minas,3.09899384,-69.58296249,154.9562327472
Colombia,Guainía,Cacahual,3.3254334,-67.62396722,48.4469928464
Colombia,Guainía,La Guadalupe,1.39968557,-67.00082771,31.1807000766
Colombia,Guainía,Pana Pana,1.96253572,-69.12303802,118.7204828058
Colombia,Guainía,Puerto Colombia,2.46220431,-68.17430911,91.3914094381
Colombia,Guainía,Puerto Inírida,2.92409115,-68.93526397,201.6295477074
Colombia,Guainía,San Felipe,2.18126162,-67.43758918,74.5446640814
Colombia,Guaviare,Calamar,1.52637522,-73.06305774,81.0622278837
Colombia,Guaviare,El Retorno,1.92607742,-71.57562137,178.2557765861
Colombia,Guaviare,Miraflores,1.26700748,-72.05656715,82.2471018737
Colombia,Guaviare,San José del Guaviare,2.35405735,-71.91384914,197.3679446071
Colombia,Huila,Acevedo,1.71638739,-75.94492667,24.0180147534
Colombia,Huila,Agrado,2.28348921,-75.74884267,11.5832282739
Colombia,Huila,Aipe,3.25380431,-75.38144335,25.995703678
Colombia,Huila,Algeciras,2.54475681,-75.23341722,32.0580524572
Colombia,Huila,Altamira,2.05497344,-75.80446006,15.245120146
Colombia,Huila,Baraya,3.16491862,-74.98730922,19.1748216271
Colombia,Huila,Campoalegre,2.65573134,-75.37203205,17.5543111244
Colombia,Huila,Colombia,3.39928995,-74.72033702,48.3369593557
Colombia,Huila,Elías,1.99007871,-75.98057974,11.1878879627
Colombia,Huila,Garzón,2.1954462,-75.5723812,23.1750825025
Colombia,Huila,Gigante,2.38003183,-75.53632506,20.785613731
Colombia,Huila,Guadalupe,2.01017557,-75.68450782,16.1034905349
Colombia,Huila,Hobo,2.53388831,-75.47689209,12.3269731746
Colombia,Huila,Iquira,2.76714886,-75.79851407,30.0693442162
Colombia,Huila,Isnos,1.97626473,-76.28167257,20.2802640013
Colombia,Huila,La Argentina,2.17672906,-76.20477842,24.9684832694
Colombia,Huila,La Plata,2.3205597,-76.10447797,35.3386092734
Colombia,Huila,Nátaga,2.66377271,-75.85190803,18.7866286166
Colombia,Huila,Neiva,3.01145831,-75.33997641,48.9699887657
Colombia,Huila,Oporapa,2.07528965,-76.04593524,13.6073400439
Colombia,Huila,Paicol,2.400465,-75.7709392,14.4628542248
Colombia,Huila,Palermo,2.87919888,-75.44856169,19.6011826775
Colombia,Huila,Palestina,1.61752551,-76.11632041,18.9956481049
Colombia,Huila,Pitalito,1.75991098,-76.16477007,30.4886030369
