datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode
"2010-04-22 14:53:27-03"	UFAC	LABEV	787	Cattleya		Plantae				Orchidaceae	Cattleya				"F. Obermüller"					166		"F. Obermüller"							Brazil	Acre	Acrelândia	"PAE Porto Dias (Colocação do Bibi)"	0	0	-66.8833	-9.82778	42639												"HABITAT: Floresta Primária"	
"2010-04-22 14:53:27-03"	UFAC	LABEV	1245	"Cattleya cf. luteola"		Plantae				Orchidaceae	Cattleya	"cf. luteola"			"F. Obermüller"					299		"F. Obermüller"							Brazil	Acre	"Mâncio Lima"	"Rio Moa (Japiim)"	0	0	-72.8958	-7.61417	120292												"HABITAT: Floresta Primária periodicamente inundada"	
"2010-04-22 14:53:27-03"	UFAC	LABEV	1319	"Cattleya luteola"		Plantae				Orchidaceae	Cattleya	luteola			"F. Obermüller"					344		"F. Obermüller"							Brazil	Acre	Feijo	"Praça da cidade"	0	0	-70.3536	-8.16417	257402												"HABITAT: Área urbana"	
"2014-04-30 11:09:09-03"	FSL	HFSL	6577	"Cattleya violacea"	S	Plantae				Orchidaceae	Cattleya	violacea		"(Kunth) Rolfe"						02		"Prestes, A.L.C."	2010	11	01			"Southern America"	Brasil	Rondônia	"Porto Velho"	"Lago da Maravilha"	0	0	-63.9039	-8.76194	333357		0	0									"Epífita, com pseudobulbo cilindrico e grosso. Folhas coriáceas grossas arredondadas, verde acinzentado. Flores com purpura-violácea. ; DE"	
"2014-10-09 13:58:27-03"	UHH	HBG	506510	"Cattleya bifoliata-group"	S	Plantae				Orchidaceae	Cattleya	bifoliata-group			"Christenson, E.A."	1993	05					"Sello, F."						"South America"	Brazil			Brasilia	0	0															"Reliquiae d. Sello<br>Orchideae quas accepi non determinatae ex herbario Olfers. Lectae in Brasilia<br>ex Herb. P. Magnus<br>Orchideae quas accepi non determinatae ex herbario Olfers. Lectae in Brasilia NEOTROP"	HBG506510
"2014-10-09 13:58:27-03"	UHH	HBG	500258	"Cattleya guttata"	S	Plantae				Orchidaceae	Cattleya	guttata		Lindl.	"R. Lange"					8039		"Lange, R."						"South America"	Brazil			"Paraná, Rio Imbuguarsú (c. 10 m d. M.), in tr. arb."	0	0																HBG500258
"2014-09-25 12:32:44-03"	FEMACT	MIRR	10490	Cattleya	S	Plantae				Orchidaceae	Cattleya									6933		"Forzza, R.C.; Martinelli, G.; Costa, D.P.; Moraes, M.A.; Nadruz, M.A.; Gallucci, S.; Benevide"	2012	03	25				Brasil	Roraima	Caracaraí	"Parque Nacional Serra da Mocidade., Rio Capivara. Floresta de Igapó."	-61.746667	1.059167															"Epífita. grande florada, muito frequente. Flores com tépalas róseas; coluna alva; labelo com centro alvo, lobos vináceos. Elev.: 55m."	
"2014-10-03 11:32:07-03"	FEMACT	MIRR	11304	Cattleya	S	Plantae				Orchidaceae	Cattleya									17506		"Martinelli, G.; Moraes, M.A.; Benevides, P.; Forzza, R.C.; Nadruz, M.A.; Gallucci, S.; Costa, D"	2012	03	26				Brasil	Roraima	Caracaraí	"Rio Catrimani, 4km acima da boca do Rio Branco."	-61.75	0.4775					45	45									"Epífita, semi-helófila; frequete no local; folhas de cor verde, discolores; flores com pedicelo vinoso, cálice com sépalas roxas, corola com pétalas roxas, labelo vinosocom parte central amarelo com estrias de cor vinosa; polínias alvas; em cultivo J"	
"2014-10-02 12:41:11-03"	FEMACT	MIRR	12675	"Cattleya jenmanni"	S	Plantae				Orchidaceae	Cattleya	jenmanni								2780		"Flores, A. .S.; Costa, C. .S.; Grigio Jr, O.; Macedo, J."	2014	08	08				Brasil	Roraima	Pacaraima	"Área urbana."	0	0	-61.1464	4.43139	127953												"Erva epífita nativa de área florestal de Pacaraima. Em cultivo na residência do Sr. Jorge Macedo. ; DE"	
"2014-09-25 12:32:44-03"	FEMACT	MIRR	1350	"Cattleya violacea"	S	Plantae				Orchidaceae	Cattleya	violacea		"(Kunth) Rolfe"						764		"Stannard, B.L.; Arrais, M.G.M."	1987	03	20				Brasil	Roraima	"Alto Alegre"	"Ilha de Maracá, SEMA Estação., Ilha de Maracá, mata das margens do rio, proximo a cachoeira, +- 3,5km, solo arenoso."	-61.333333	3.366667															"Erva epifita, frutos verdes."	
"2015-07-02 14:03:30-03"	JBP	HPL	5860	"Cattleya forbesii"	S	Plantae				Orchidaceae	Cattleya	forbesii		Lindl.	"E.R. Salviani & H. Lorenzi"	1999	10	26		523		"E.R. Salviani & H. Lorenzi"	1999	10	26				Brasil	RJ	"Rio de Janeiro"	"Coletado no sítio R. Burle Marx."	0	0	-43.2075	-22.9028	57442													
"2016-08-23 11:00:33-03"	NHMLondon	NHM-LONDON-BOT	BM000505023	"Cattleya cernua"	S	Plantae			Asparagales	Orchidaceae	Cattleya	cernua		"(Lindl.) Van den Berg"	"Cassio van den Berg; Universidade Estadual de Feira de Santana; b.1971; Van den Berg"	2014	06	20	Syntype	665		"George Gardner; b.1812; d.1849; Gardner"	1837	03					Brasil	"Rio de Janeiro"			-42.989594	-22.510275												NHMUK:ecatalogue:4641094			"<a href=\"http://www.nhm.ac.uk/services/media-store/asset/1a156174dbf477124e557e2d90206d9845a744a8/contents/preview\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>"	
"2016-08-23 11:00:33-03"	NHMLondon	NHM-LONDON-BOT	BM001124497	"Cattleya cernua"	S	Plantae			Asparagales	Orchidaceae	Cattleya	cernua		"(Lindl.) Van den Berg"	"Cassio van den Berg; Universidade Estadual de Feira de Santana; b.1971; Van den Berg"	2014	06	20	Syntype	665		"George Gardner; b.1812; d.1849; Gardner"	1837	03					Brasil	"Rio de Janeiro"			-42.989594	-22.510275												NHMUK:ecatalogue:2720317			"<a href=\"http://www.nhm.ac.uk/services/media-store/asset/f5c02afcfe54a64e7af86fd4e1043d42d3a88da1/contents/preview\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>"	
"2016-08-23 11:00:33-03"	NHMLondon	NHM-LONDON-BOT	BM001124498	"Cattleya cernua"	S	Plantae			Asparagales	Orchidaceae	Cattleya	cernua		"(Lindl.) Van den Berg"	"Cassio van den Berg; Universidade Estadual de Feira de Santana; b.1971; Van den Berg"	2012	12			s.n.		"John Miers; b.1789; d.1879; Miers"							Brasil				-53.08982	-10.773109												NHMUK:ecatalogue:4641095			"<a href=\"http://www.nhm.ac.uk/services/media-store/asset/33821b1566cd3c3127061bd5a6d10949fb146809/contents/preview\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>"	
"2015-02-26 09:30:53-03"	NHMLondon	NHM-LONDON-BOT	BM000505020	"Cattleya coccinea"	S	Plantae			Asparagales	Orchidaceae	Cattleya	coccinea		Lindl.	"Cassio van den Berg; Universidade Estadual de Feira de Santana; b.1971; Van den Berg"	2012	12			742		"F.C. Hoehne"	1917	10					Brasil	"São Paulo"			-46.316667	-23.783333												NHMUK:ecatalogue:4641090				
"2016-08-23 10:23:05-03"	NHMLondon	NHM-LONDON-BOT	BM000505021	"Cattleya coccinea"	S	Plantae			Asparagales	Orchidaceae	Cattleya	coccinea		Lindl.	"Cassio van den Berg; Universidade Estadual de Feira de Santana; b.1971; Van den Berg"	2012	12			659		"George Gardner; b.1812; d.1849; Gardner"	1837	03					Brasil	"Rio de Janeiro"			-42.989594	-22.510275												NHMUK:ecatalogue:4641091			"Habitat: On trees"	
"2015-02-26 09:30:53-03"	NHMLondon	NHM-LONDON-BOT	BM000505022	"Cattleya coccinea"	S	Plantae			Asparagales	Orchidaceae	Cattleya	coccinea		Lindl.	"Cassio van den Berg; Universidade Estadual de Feira de Santana; b.1971; Van den Berg"	2012	12			s.n.		"John Miers; b.1789; d.1879; Miers"							Brasil	"Rio de Janeiro"			-42.989594	-22.510275												NHMUK:ecatalogue:4641093				
"2016-08-23 10:23:05-03"	NHMLondon	NHM-LONDON-BOT	BM001124496	"Cattleya coccinea"	S	Plantae			Asparagales	Orchidaceae	Cattleya	coccinea		Lindl.	"Cassio van den Berg; Universidade Estadual de Feira de Santana; b.1971; Van den Berg"	2012	12			5878		"George Gardner; b.1812; d.1849; Gardner"	1841	03					Brasil	"Rio de Janeiro"			-42.989594	-22.510275												NHMUK:ecatalogue:4641092			"Habitat: On small trees"	
"2016-08-23 09:45:42-03"	NHMLondon	NHM-LONDON-BOT	BM000923791	"Cattleya forbesii"	S	Plantae				Orchidaceae	Cattleya	forbesii		Lindl.	"Cassio van den Berg; Universidade Estadual de Feira de Santana; b.1971; Van den Berg"	2014	06	20	"Not a type"	s.n.		Anon.							Brasil				0	0												NHMUK:ecatalogue:2475799				
"2015-02-26 09:30:03-03"	NHMLondon	NHM-LONDON-BOT	BM000923792	"Cattleya guttata"	S	Plantae				Orchidaceae	Cattleya	guttata		Lindl.					Type	3312		Anon.							Brasil				0	0												NHMUK:ecatalogue:2475800				
"2015-02-26 09:30:53-03"	NHMLondon	NHM-LONDON-BOT	BM000099507	"Cattleya tigrina"	S	Plantae			Asparagales	Orchidaceae	Cattleya	tigrina		"Beer ex A.Rich."	"Cassio van den Berg; Universidade Estadual de Feira de Santana; b.1971; Van den Berg"	2012	07			S.N.		Anon.							Brasil	"São Paulo"			-46.332289	-23.961956												NHMUK:ecatalogue:2720193				
"2016-08-23 11:00:33-03"	NHMLondon	NHM-LONDON-BOT	BM001122689	"Cattleya walkeriana"	S	Plantae			Asparagales	Orchidaceae	Cattleya	walkeriana		Gardner	"Cassio van den Berg; Universidade Estadual de Feira de Santana; b.1971; Van den Berg"	2014	06	20	Syntype	5200		"George Gardner; b.1812; d.1849; Gardner"	1840	07					Brasil	"Minas Gerais"			-44.539	-16.682												NHMUK:ecatalogue:5464140			"Habitat: On a tree overhanging a stream<a href=\"http://www.nhm.ac.uk/services/media-store/asset/ca8723339ed5217020208db0455b1793f48c641e/contents/preview\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>"	
"2016-07-05 11:14:14-03"	FFCLRP	LBMBP	235	"Cattleya aclandiae"	S	Plantae				Orchidaceae	Cattleya	aclandiae		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Bahia			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	359	"Cattleya aclandiae"	S	Plantae				Orchidaceae	Cattleya	aclandiae		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil				0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	100	"Cattleya amethystoglossa"	S	Plantae				Orchidaceae	Cattleya	amethystoglossa		"Linden & Rchb. f. ex Warner"	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Bahia			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	106	"Cattleya amethystoglossa"	S	Plantae				Orchidaceae	Cattleya	amethystoglossa		"Linden & Rchb. f. ex Warner"	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Bahia			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	122	"Cattleya amethystoglossa"	S	Plantae				Orchidaceae	Cattleya	amethystoglossa		"Linden & Rchb.f. ex Warner"	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Bahia			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	124	"Cattleya amethystoglossa"	S	Plantae				Orchidaceae	Cattleya	amethystoglossa		"Linden & Rchb.f. ex Warner"	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Bahia			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	575	"Cattleya jenmanii"	S	Plantae				Orchidaceae	Cattleya	jenmanii		Rolfe	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Roraima			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	128	"Cattleya amethystoglossa"	S	Plantae				Orchidaceae	Cattleya	amethystoglossa		"Linden & Rchb.f. ex Warner"	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Bahia			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	153	"Cattleya amethystoglossa"	S	Plantae				Orchidaceae	Cattleya	amethystoglossa		"Linden & Rchb.f. ex Warner"	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Bahia			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	155	"Cattleya amethystoglossa"	S	Plantae				Orchidaceae	Cattleya	amethystoglossa		"Linden & Rchb.f. ex Warner"	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Bahia			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	339	"Cattleya amethystoglossa"	S	Plantae				Orchidaceae	Cattleya	amethystoglossa		"Linden & Rchb. f. ex Warner"	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Bahia			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	623	"Cattleya amethystoglossa"	S	Plantae				Orchidaceae	Cattleya	amethystoglossa		"Linden & Rchb. f. ex Warner"	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Bahia			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	46	"Cattleya bicolor"	S	Plantae				Orchidaceae	Cattleya	bicolor		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Minas Gerais"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	55	"Cattleya bicolor"	S	Plantae				Orchidaceae	Cattleya	bicolor		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Minas Gerais"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	360	"Cattleya dormaniana"	S	Plantae				Orchidaceae	Cattleya	dormaniana		"(Rchb.f.) Rchb.f."	"E.R. Pansarin"							"E.R. Pansarin"							Brasil				0	0																
"2016-07-12 11:11:18-03"	FFCLRP	LBMBP	117	"Cattleya eldorado"	S	Plantae				Orchidaceae	Cattleya	eldorado		"Linden ex van Houtte"	"E.R. Pansarin"							"E. Franken"							Brasil	Amazonas	Manaus		-60.016667	-3.1																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	125	"Cattleya eldorado"	S	Plantae				Orchidaceae	Cattleya	eldorado		Linden	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Amazonas			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	238	"Cattleya eldorado"	S	Plantae				Orchidaceae	Cattleya	eldorado		Linden	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Amazonas			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	245	"Cattleya eldorado"	S	Plantae				Orchidaceae	Cattleya	eldorado		"Linden ex van Houtte"	"E.R. Pansarin"							"E. Franken"							Brasil	Amazonas	Manaus		-60.016667	-3.1																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	464	"Cattleya eldorado"	S	Plantae				Orchidaceae	Cattleya	eldorado		Linden	"E.R. Pansarin"							"E. Franken"							Brasil	Amazonas	Manaus		-60.016667	-3.1																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	509	"Cattleya eldorado"	S	Plantae				Orchidaceae	Cattleya	eldorado		Linden	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Amazonas			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	517	"Cattleya eldorado"	S	Plantae				Orchidaceae	Cattleya	eldorado		Linden	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Amazonas	"Presidente Figueiredo"		-60.016667	-2.033333																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	518	"Cattleya eldorado"	S	Plantae				Orchidaceae	Cattleya	eldorado		Linden	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Amazonas	Manaus		-60.016667	-3.1																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	539	"Cattleya eldorado"	S	Plantae				Orchidaceae	Cattleya	eldorado		Linden	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Amazonas	"Presidente Figueiredo"		-60.016667	-2.033333																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	656	"Cattleya eldorado"	S	Plantae				Orchidaceae	Cattleya	eldorado		Linden	"E.R. Pansarin"							"E. Franken"							Brasil	Amazonas	Manaus		-60.016667	-3.1																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	667	"Cattleya eldorado"	S	Plantae				Orchidaceae	Cattleya	eldorado		Linden	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Amazonas	Manaus		-60.016667	-3.1																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	149	"Cattleya elongata / warneri"	S	Plantae				Orchidaceae	Cattleya	"elongata / warneri"		"Barb. Rodr. / T. Moore ex Warner"	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Minas Gerais / Espírito Santo"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	255	"Cattleya forbesii"	S	Plantae				Orchidaceae	Cattleya	forbesii		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"São Paulo"	Cubatão		-46.416667	-23.883333																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	58	"Cattleya forbesii"	S	Plantae				Orchidaceae	Cattleya	forbesii		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"São Paulo"	Ubatuba		-45.066667	-23.433333																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	131	"Cattleya granulosa"	S	Plantae				Orchidaceae	Cattleya	granulosa		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Bahia			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	283	"Cattleya granulosa"	S	Plantae				Orchidaceae	Cattleya	granulosa		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Rio Grande do Norte"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	365	"Cattleya granulosa"	S	Plantae				Orchidaceae	Cattleya	granulosa		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Bahia			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	126	"Cattleya guttata"	S	Plantae				Orchidaceae	Cattleya	guttata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Rio de Janeiro"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	146	"Cattleya guttata"	S	Plantae				Orchidaceae	Cattleya	guttata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Rio de Janeiro"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	478	"Cattleya guttata"	S	Plantae				Orchidaceae	Cattleya	guttata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Rio de Janeiro"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	77	"Cattleya guttata"	S	Plantae				Orchidaceae	Cattleya	guttata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Espírito Santo"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	88	"Cattleya guttata"	S	Plantae				Orchidaceae	Cattleya	guttata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Espírito Santo"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	419	"Cattleya harrisoniana"	S	Plantae				Orchidaceae	Cattleya	harrisoniana		"Bateman ex Lindl."	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Espírito Santo"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	270	"Cattleya intermedia"	S	Plantae				Orchidaceae	Cattleya	intermedia		Graham	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Santa Catarina"	Florianópolis		-48.383333	-27.583333																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	429	"Cattleya intermedia"	S	Plantae				Orchidaceae	Cattleya	intermedia		Graham	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Santa Catarina"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	49	"Cattleya intermedia"	S	Plantae				Orchidaceae	Cattleya	intermedia		Graham	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Rio Grande do Sul"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	59	"Cattleya intermedia"	S	Plantae				Orchidaceae	Cattleya	intermedia		Graham	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Rio Grande do Sul"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	60	"Cattleya intermedia"	S	Plantae				Orchidaceae	Cattleya	intermedia		Graham	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Rio Grande do Sul"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	61	"Cattleya intermedia"	S	Plantae				Orchidaceae	Cattleya	intermedia		Graham	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Rio Grande do Sul"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	65	"Cattleya intermedia"	S	Plantae				Orchidaceae	Cattleya	intermedia		Graham	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Santa Catarina"	Florianópolis		-48.383333	-27.583333																
"2016-09-01 11:57:59-03"	FFCLRP	LBMBP	75	"Cattleya intermedia"	S	Plantae				Orchidaceae	Cattleya	intermedia		"Graham ex Hook"	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"São Paulo"	Jundiaí		-46.883333	-23.183333																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	86	"Cattleya intermedia"	S	Plantae				Orchidaceae	Cattleya	intermedia		Graham	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Santa Catarina"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	80	"Cattleya jenmanii"	S	Plantae				Orchidaceae	Cattleya	jenmanii		Rolfe	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Roraima			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	286	"Cattleya kerrii"	S	Plantae				Orchidaceae	Cattleya	kerrii		"Brieger & Bicalho"	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Bahia			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	112	"Cattleya labiata"	S	Plantae				Orchidaceae	Cattleya	labiata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Ceará			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	115	"Cattleya labiata"	S	Plantae				Orchidaceae	Cattleya	labiata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Ceará			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	127	"Cattleya labiata"	S	Plantae				Orchidaceae	Cattleya	labiata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Pernambuco			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	140	"Cattleya labiata"	S	Plantae				Orchidaceae	Cattleya	labiata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Pernambuco			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	300	"Cattleya labiata"	S	Plantae				Orchidaceae	Cattleya	labiata			"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Ceará			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	362	"Cattleya labiata"	S	Plantae				Orchidaceae	Cattleya	labiata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Ceará			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	367	"Cattleya labiata"	S	Plantae				Orchidaceae	Cattleya	labiata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Ceará			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	414	"Cattleya labiata"	S	Plantae				Orchidaceae	Cattleya	labiata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Ceará			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	415	"Cattleya labiata"	S	Plantae				Orchidaceae	Cattleya	labiata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Ceará			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	56	"Cattleya labiata"	S	Plantae				Orchidaceae	Cattleya	labiata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Ceará			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	571	"Cattleya labiata"	S	Plantae				Orchidaceae	Cattleya	labiata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Ceará			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	572	"Cattleya labiata"	S	Plantae				Orchidaceae	Cattleya	labiata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Ceará			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	622	"Cattleya labiata"	S	Plantae				Orchidaceae	Cattleya	labiata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Ceará			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	67	"Cattleya labiata"	S	Plantae				Orchidaceae	Cattleya	labiata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Espírito Santo"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	79	"Cattleya labiata"	S	Plantae				Orchidaceae	Cattleya	labiata		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Ceará			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	288	"Cattleya lawrenceana"	S	Plantae				Orchidaceae	Cattleya	lawrenceana		Rchb.f.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Roraima			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	114	"Cattleya leopoldii"	S	Plantae				Orchidaceae	Cattleya	leopoldii		"Verschaff. ex Lem."	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Santa Catarina"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	147	"Cattleya leopoldii"	S	Plantae				Orchidaceae	Cattleya	leopoldii		"Verschaff. ex Lem."	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	Paraná			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	78	"Cattleya leopoldii"	S	Plantae				Orchidaceae	Cattleya	leopoldii		"Verschaff. ex Lem."	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Santa Catarina"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	81	"Cattleya leopoldii"	S	Plantae				Orchidaceae	Cattleya	leopoldii		"Verschaff. ex Lem."	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"Santa Catarina"			0	0																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	1089	"Cattleya loddigesii"	S	Plantae				Orchidaceae	Cattleya	loddigesii		Lindl.	"E.R. Pansarin"														Brasil	"São Paulo"	Jundiaí		-46.883333	-23.183333																
"2016-07-05 11:14:16-03"	FFCLRP	LBMBP	428	"Cattleya loddigesii"	S	Plantae				Orchidaceae	Cattleya	loddigesii		Lindl.	"E.R. Pansarin"							"E.R. Pansarin"							Brasil	"São Paulo"			0	0																
