datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya violacea"	O	Plantae				Orchidaceae	Cattleya	violacea		"(Kunth) Rolfe"						690?		"Moore, SL"						"Southern America"	Brazil	"Mato Grosso"		"in Matto Grosso prope Santa-Cruz et ad ripas flum. Brasinho"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya violacea"	O	Plantae				Orchidaceae	Cattleya	violacea		"(Kunth) Rolfe"						3223?		"Martius, CFP"						"Southern America"	Brazil	Amazonas		"Habitat in prov. Alto Amazonas supra arbores ad Manaos et prope Jaruma"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya violacea"	O	Plantae				Orchidaceae	Cattleya	violacea		"(Kunth) Rolfe"						s.n.		"Rand, ES"						"Southern America"	Brazil	Pará 		"in arboribus prov. Para"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya violacea"	O	Plantae				Orchidaceae	Cattleya	violacea		"(Kunth) Rolfe"						568		"Moore, SL"						"Southern America"	Brazil	"Mato Grosso"		"in Matto Grosso prope Santa-Cruz et ad ripas flum. Brasinho"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya violacea"	O	Plantae				Orchidaceae	Cattleya	violacea		"(Kunth) Rolfe"						s.n.		"Rand, ES"						"Southern America"	Brazil			"prope Serpa"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya violacea"	O	Plantae				Orchidaceae	Cattleya	violacea		"(Kunth) Rolfe"						1660?		"Spruce, R"						"Southern America"	Brazil	Amazonas		"in vicinia Manaos frequens"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya violacea"	O	Plantae				Orchidaceae	Cattleya	violacea		"(Kunth) Rolfe"						3223		"Martius, CFP"						"Southern America"	Brazil	Amazonas		"Habitat in prov. Alto Amazonas supra arbores ad Manaos et prope Jaruma"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya violacea"	O	Plantae				Orchidaceae	Cattleya	violacea		"(Kunth) Rolfe"						s.n.		Incógnit						"Southern America"	Brazil	Pará 		"in arboribus prov. Para"	0	0															"Herb. Mus. Paris"	
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya violacea"	O	Plantae				Orchidaceae	Cattleya	violacea		"(Kunth) Rolfe"						568?		"Moore, SL"						"Southern America"	Brazil	"Mato Grosso"		"in Matto Grosso prope Santa-Cruz et ad ripas flum. Brasinho"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya violacea"	O	Plantae				Orchidaceae	Cattleya	violacea		"(Kunth) Rolfe"						1660		"Spruce, R"						"Southern America"	Brazil	Amazonas		"in vicinia Manaos frequens"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya violacea"	O	Plantae				Orchidaceae	Cattleya	violacea		"(Kunth) Rolfe"						s.n.		"Rand, ES"						"Southern America"	Brazil			"prope Serpa"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya violacea"	O	Plantae				Orchidaceae	Cattleya	violacea		"(Kunth) Rolfe"						690		"Moore, SL"						"Southern America"	Brazil	"Mato Grosso"		"in Matto Grosso prope Santa-Cruz et ad ripas flum. Brasinho"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya violacea"	O	Plantae				Orchidaceae	Cattleya	violacea		"(Kunth) Rolfe"						s.n.		"Spruce, R"						"Southern America"	Brazil	"São Paulo"	"São Carlos"	"in arboribus S. Carlos"	0	0	-47.89	-22.01	45913													
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya violacea"	O	Plantae				Orchidaceae	Cattleya	violacea		"(Kunth) Rolfe"						s.n.		"Spruce, R"						"Southern America"	Brazil	"São Paulo"	"São Carlos"	"in arboribus S. Carlos"	0	0	-47.89	-22.01	45913													
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya violacea"	O	Plantae				Orchidaceae	Cattleya	violacea		"(Kunth) Rolfe"						s.n.		"Rand, ES"						"Southern America"	Brazil	Pará 		"in arboribus prov. Para"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						s.n.		"Warming, JEB"						"Southern America"	Brazil	"Minas Gerais"		"ad Lagoa Santa in sylvis hinc illinc epiphytica"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						2918		"Weddell, HA"						"Southern America"	Brazil			"in rupibus umbrosis humidisque ad Serra da Copadura, ad Salinas, ad Serra Dourada et inter Goyaz et Cuiabá"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						2059?		"Weddell, HA"						"Southern America"	Brazil			"in rupibus umbrosis humidisque ad Serra da Copadura, ad Salinas, ad Serra Dourada et inter Goyaz et Cuiabá"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						5200		"Gardner, G"						"Southern America"	Brazil	"Minas Gerais"		"Habitat in prov. Minas Geraes supra arbores secus flum. S. Francisco"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						2549?		"Weddell, HA"						"Southern America"	Brazil			"in rupibus umbrosis humidisque ad Serra da Copadura, ad Salinas, ad Serra Dourada et inter Goyaz et Cuiabá"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						2549		"Weddell, HA"						"Southern America"	Brazil			"in rupibus umbrosis humidisque ad Serra da Copadura, ad Salinas, ad Serra Dourada et inter Goyaz et Cuiabá"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						5200?		"Gardner, G"						"Southern America"	Brazil	"Minas Gerais"		"Habitat in prov. Minas Geraes supra arbores secus flum. S. Francisco"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						1154		"Regnell, AF"						"Southern America"	Brazil			"in rupibus aridis ad Serra de Caldas"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						s.n.		"Barbosa Rodrigues, J"						"Southern America"	Brazil			"in rupibus aridis ad Serra de Caldas"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						s.n.		"Pohl, JBE"						"Southern America"	Brazil	Goiás		"in prov. Goyaz ad Caldas Velhas"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						s.n.		"Pohl, JBE"						"Southern America"	Brazil	Goiás		"in prov. Goyaz ad Caldas Velhas"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						3384		"Weddell, HA"						"Southern America"	Brazil	"Mato Grosso"		"in prov. Matto-Grosso"	0	0															"Floret Aprili - Augusto"	
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						s.n.		"Warming, JEB"						"Southern America"	Brazil	"Minas Gerais"		"ad Lagoa Santa in sylvis hinc illinc epiphytica"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						2918?		"Weddell, HA"						"Southern America"	Brazil			"in rupibus umbrosis humidisque ad Serra da Copadura, ad Salinas, ad Serra Dourada et inter Goyaz et Cuiabá"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						2059		"Weddell, HA"						"Southern America"	Brazil			"in rupibus umbrosis humidisque ad Serra da Copadura, ad Salinas, ad Serra Dourada et inter Goyaz et Cuiabá"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						1154?		"Regnell, AF"						"Southern America"	Brazil			"in rupibus aridis ad Serra de Caldas"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						3384?		"Weddell, HA"						"Southern America"	Brazil	"Mato Grosso"		"in prov. Matto-Grosso"	0	0															"Floret Aprili - Augusto"	
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						s.n.		"Libon, J"						"Southern America"	Brazil			"in arboribus ad Serra de Itabira"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						s.n.		"Libon, J"						"Southern America"	Brazil			"in arboribus ad Serra de Itabira"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya walkeriana"	O	Plantae				Orchidaceae	Cattleya	walkeriana		Gardner						s.n.		"Barbosa Rodrigues, J"						"Southern America"	Brazil			"in rupibus aridis ad Serra de Caldas"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya whitei"	O	Plantae				Orchidaceae	Cattleya	whitei		Rchb.f.						s.n.		White						"Southern America"	Brazil	Bahia		"Habitat in prov. Bahia"	0	0																
"2017-09-11 17:11:33-03"	UnB	HBVIRTFLBRAS		"Cattleya whitei"	O	Plantae				Orchidaceae	Cattleya	whitei		Rchb.f.						s.n.		White						"Southern America"	Brazil	Bahia		"Habitat in prov. Bahia"	0	0																
"2019-06-10 10:11:19-03"	FZB-BH	BHZB	11443	"Cattleya crispata"	S	Plantae				Orchidaceae	Cattleya	crispata								5192		"Rezende, S.G."	2015	07	29				Brasil	MG	Mariana	"Região do distrito de Camargos"	0	0	-43.4160995483398	-20.377799987793	33524		860	860									unicata.	
"2019-06-10 10:11:19-03"	FZB-BH	BHZB	9361	"Cattleya loddilgessi"	S	Plantae				Orchidaceae	Cattleya	loddilgessi			"R.C. Mota"	2008	04					"Santos, F.M.G."	2004	04	15				Brasil	MG	"Belo Horizonte"	"FZBBH - Jardim Botânico -Coleção de Orquideas"	0	0	-43.937801361084	-19.9207992553711	17082												"Coleção viva nº 96130. Coletada no Caraça/MG.cultivado"	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	2077	"Cattleya reginae"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	reginae		"(Pabst) Van den Berg."								"Rubens Custódio;"							Brasil	"Minas Gerais"	"Catas Altas"		0	0	-43.4075012207031	-20.0746994018555	11966								1				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	1544	"Cattleya crispata"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	crispata		"(Thunb.) Van den Berg"	"Carlos A. Ferreira Jr."														Brasil	"Minas Gerais"	Congonhas	"Mina casa de Pedra"	0	0	-43.8577995300293	-20.4997005462646	16368								1				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	2001	"Cattleya sp."	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	sp.										"Telma Sueli Mesquita Grandi;"							Brasil	"Minas Gerais"	Serro	"Milho Verde"	0	0	-43.3793983459473	-18.604700088501	37754								0				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	2009	"Cattleya crispata"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	crispata		"(Thunb.) Van den Berg"															Brasil	"Minas Gerais"			0	0											1				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	3501	"Cattleya sp."	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	sp.																	Brasil	"Minas Gerais"	"Belo Horizonte"		0	0	-43.937801361084	-19.9207992553711	17082								1				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	2204	"Cattleya crispata"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	crispata		"(Thunb.) Van den Berg"															Brasil				0	0											1				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	3499	"Cattleya sp."	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	sp.																	Brasil	"Minas Gerais"	"Belo Horizonte"		0	0	-43.937801361084	-19.9207992553711	17082								0				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	2101	"Cattleya caulescens"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	caulescens		"(Lindl.) Van den Berg"															Brasil	"Minas Gerais"	"Nova Lima"	"Mina Capão Xavier"	0	0	-43.8466987609863	-19.9855995178223	29211								0				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	2206	"Cattleya cf. caulescens"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	"cf. caulescens"		"(Lindl.) Van den Berg"															Brasil				0	0											0				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	1551	"Cattleya crispata"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	crispata		"(Thunb.) Van den Berg"	"Carlos A. Ferreira Jr."	2010	06	29				"Miriam Pimentel;"	2010	06	27				Brasil	"Minas Gerais"	"Conceição do Mato Dentro"	"Área da mineração Anglo Ferrous"	-43.434444	-18.894722											1				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	2010	"Cattleya caulescens"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	caulescens		"(Lindl.) Van den Berg"															Brasil	"Minas Gerais"			0	0											1				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	2235	"Cattleya longipes"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	longipes		"(Rchb.f.) Van den Berg"	"Carlos A. Ferreira Jr."	2009	05					"Carlos Alberto F. Jr.;"	2001	07					Brasil	"Minas Gerais"	Caeté	"Serra do Garimpo - Antônio dos Santos"	0	0	-43.6697006225586	-19.8799991607666	22051								1				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	2425	"Cattleya pumila"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	pumila		Hook.	"Carlos A. Ferreira Jr."	2012	11	28		CAF		"Carlos Alberto F. Jr.; Fernando Fernandes; Juliana Ordones; Lívia Echternadt"	2012	11	28				Brasil	"Minas Gerais"	"Santana do Riacho"	"RPPN Brumas do Espinhaço e Ermo da Gerais, mata do Pico Brumoso"	0	0	-43.7144012451172	-19.1688995361328	26557								0				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	3087	"Cattleya rupestris"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	rupestris		"(Lindl.) Van den Berg"	"Carlos A. Ferreira Jr."	2011	03	21		caf258		"Carlos Alberto F. Jr.; Daniela Zappi e Fernando Araújo"	2011	03	21				Brasil	"Minas Gerais"	"Santana do Pirapama"	"Caminho da Senhorinha, Inhamés"	0	0					1295	1295					0				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	2442	"Cattleya bradei"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	bradei		"(Pabst) Van den Berg"	"Carlos A. Ferreira Jr."	2012	09	12		CAF		"Carlos Alberto F. Jr.; Albina, Fernado e Aparecida"	2012	09	12				Brasil	"Minas Gerais"	"Santana do Riacho"	"RPPN Brumas do Espinhaço e Ermo da Gerais,Campo rupestre no caminho para o acampamento"	0	0	-43.7144012451172	-19.1688995361328	26557		1341	1341					1				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	2011	"Cattleya crispata"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	crispata		"(Thunb.) Van den Berg"															Brasil	"Minas Gerais"			0	0											0				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	2008	"Cattleya walkeriana"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	walkeriana		Gardner.															Brasil	"Minas Gerais"			0	0											0				254	
"2019-06-10 10:10:26-03"	FZB-BH	CVJBFZB	4340	"Cattleya caulescens"	S	Plantae				Orchidaceae	Cattleya	caulescens			"Flavio Gontijo"							"André Araujo;"	2018	12	01				Brasil	"Minas Gerais"	Mariana	"Mina Samarco Alegria Sul -"	0	0	-43.4160995483398	-20.377799987793	33524		7764902	7764902					3				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	2106	"Cattleya fournieri"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	fournieri		"(Cogn.) Van den Berg"						ordones87		"Juliana Ordones Rego;"							Brasil	"Minas Gerais"	"Catas Altas"	"Padre Caio"	0	0	-43.4075012207031	-20.0746994018555	11966								0				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	2061	"Cattleya perrinii"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	perrinii		Lindl.	Alexandre							"Dália Rizel Wieloch;"							Brasil				0	0											1				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	2177	"Cattleya warneri var. concolor"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	warneri	"var. concolor"	T.Moore.															Brasil				0	0											1				254	
"2019-06-10 10:10:26-03"	FZB-BH	CVJBFZB	4345	"Cattleya caulescens"	S	Plantae				Orchidaceae	Cattleya	caulescens			"Flavio Gontijo"							"Flávio Gontijo;"	2018	03	13				Brasil	"Minas Gerais"	Mariana	"Mina Samarco Alegria Sul -"	0	0	-43.4160995483398	-20.377799987793	33524		7764902	7764902					3				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	1550	"Cattleya crispata"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	crispata		"(Thunb.) Van den Berg"	"Carlos A. Ferreira Jr."	2010	06	29				"Miriam Pimentel;"	2010	06	27				Brasil	"Minas Gerais"	"Conceição do Mato Dentro"	"Área da mineração Anglo Ferrous"	-43.434444	-18.894722											1				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	2203	"Cattleya crispata"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	crispata		"(Thunb.) Van den Berg"															Brasil				0	0											0				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	1459	"Cattleya sp."	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	sp.			"Carlos A. Ferreira Jr."	2010	04	01				"Carlos Alberto F. Jr.; Rainna Souza Gomes"	2010	04	01				Brasil	"Minas Gerais"	Caeté	"serra da piedade"	0	0	-43.6697006225586	-19.8799991607666	22051								0				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	1992	"Cattleya crispata"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	crispata		"(Thunb.) Van den Berg"															Brasil				0	0											0				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	1605	"Cattleya crispata"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	crispata		"(Thunb.) Van den Berg"	"Carlos A. Ferreira Jr."	2011	09												Brasil	"Minas Gerais"	Congonhas	"Mina casa de Pedra"	0	0	-43.8577995300293	-20.4997005462646	16368								0				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	2224	"Cattleya bicolor"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	bicolor		Lindl.															Brasil	"Minas Gerais"			0	0											1				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	2226	"Cattleya labiata var. concolor l.c.menezes"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	labiata	"var. concolor l.c.menezes"	Lindl.															Brasil	"Minas Gerais"			0	0											0				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	3498	"Cattleya sp."	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	sp.																	Brasil	"Minas Gerais"	"Belo Horizonte"		0	0	-43.937801361084	-19.9207992553711	17082								1				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	2379	"Cattleya pumila"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	pumila		Hook.	"Carlos A. Ferreira Jr."	2012	08	22		CAF541		"Carlos Alberto F. Jr.; Maria Guadalupe, Fernando Fernandez, Fernando Araujo"	2012	07	12				Brasil	"Minas Gerais"	"Santana do Riacho"	"RPPN Brumas do Espinhaço e Ermo da Gerais"	0	0	-43.7144012451172	-19.1688995361328	26557		1414	1414					0				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	2812	"Cattleya longipes"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	longipes		"(Rchb.f.) Van den Berg"	"Carlos A. Ferreira Jr."	2013	09	10		CAF1223		"Carlos Alberto F. Jr. ; Juliana Ordones, Clemens e Reisla"	2013	09	09				Brasil	"Minas Gerais"	"Catas Altas"	"Pico do Inficcionados, Serra do Caraça"	0	0	-43.4075012207031	-20.0746994018555	11966								1				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	2158	"Cattleya cinnabarina"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	cinnabarina		"(Bateman ex Lindl.) Van den Berg"								"Paulo Eduardo C. Rocha;"							Brasil	"Minas Gerais"	Mariana	"Mina Conta Historia"	0	0	-43.4160995483398	-20.377799987793	33524								1				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	2192	"Cattleya warneri var. lilas"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	warneri	"var. lilas"	T.Moore.															Brasil				0	0											0				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	2207	"Cattleya cf. caulescens"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	"cf. caulescens"		"(Lindl.) Van den Berg"															Brasil				0	0											1				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	2359	"Cattleya cf. bradei"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	"cf. bradei"		"(Pabst) Van den Berg"	"Carlos A. Ferreira Jr."	2012	04	17		CAF491		"Carlos Alberto F. Jr.; Maria Guadalupe, Fernando Fernandes, Juliana Ordones"	2012	04	17				Brasil	"Minas Gerais"	"Santana do Riacho"	"RPPN Brumas do Espinhaço e Ermo da Gerais"	0	0	-43.7144012451172	-19.1688995361328	26557		1338	1338					0				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	2682	"Cattleya longipes"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	longipes		"(Rchb.f.) Van den Berg"	"Carlos A. Ferreira Jr."	2013	06	20		caf		"Carlos Alberto F. Jr.; Juliana Ordones"	2013	06	20				Brasil	"Minas Gerais"	"Catas Altas"	"Serra do Caraça, Padre Caio"	0	0	-43.4075012207031	-20.0746994018555	11966		1296	1296					0				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	1561	"Cattleya caulescens"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	caulescens		"(Lindl.) Van den Berg"	"Carlos A. Ferreira Jr."	2011	03	14					2011						Brasil	"Minas Gerais"	"Nova Lima"	"Parque Estadual do Rola Moça"	0	0	-43.8466987609863	-19.9855995178223	29211								1				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	2208	"Cattleya cf. caulescens"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	"cf. caulescens"		"(Lindl.) Van den Berg"															Brasil				0	0											1				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	3621	"Cattleya rupestris"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	rupestris		"(Lindl.) Van den Berg"	"Carlos Alberto Ferreira Júnior"	2015	11	16				"Kelen Soares; Lucas Assis"	2015	11	13				Brasil	"Minas Gerais"	Diamantina	"Estrada Diamantina/Milho Verde"	0	0	-43.6002998352051	-18.2493991851807	101169		1172	1172					1				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	2007	"Cattleya walkeriana"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	walkeriana		Gardner.															Brasil	"Minas Gerais"			0	0											0				254	
"2019-06-10 10:10:58-03"	FZB-BH	CVJBFZB	1985	"Cattleya crispata"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	crispata		"(Thunb.) Van den Berg"															Brasil	"Minas Gerais"	Brumadinho	"Retiro das Pedras"	0	0	-44.1996994018555	-20.1432991027832	26639								0				254	
"2019-06-10 10:10:59-03"	FZB-BH	CVJBFZB	3488	"Cattleya rupestris"	S	Plantae	Magnoliophyta	Equisetopsida	Asparagales	Orchidaceae	Cattleya	rupestris		"(Lindl.) Van den Berg"	"Lucas Assis"	2014	08	11				"Lucas Assis; Kelen Soares"	2014	08	08				Brasil	"Minas Gerais"	"Conceição do Mato Dentro"	"Estrada da cachoeira do Tabuleiro"	0	0	-43.4249992370605	-19.0372009277344	60318								1				254	
