"","152","154","193","230","232","233","269","270","271","272","311","312","351","352","353","381","382","389","390","391","392","422","430","461","462","469","470","471","473","499","500","501","502","509","510","541","549","550","581","582","588","589","591","627","628","667","668","669","707","708","709","748","782","787","788","822","823","824","827","828","867","906","908"
"152",0,1,1,0.785714285714286,0.647058823529412,0.789473684210526,1,0.96875,0.870967741935484,1,0.842105263157895,0.920454545454545,0.901234567901235,0.868852459016394,0.96551724137931,1,1,1,0.942857142857143,0.904761904761905,0.96,0.985185185185185,0.894736842105263,0.96551724137931,1,0.933333333333333,0.945945945945946,0.962962962962963,0.964285714285714,1,1,0.957894736842105,0.977777777777778,1,0.972222222222222,0.948717948717949,1,1,0.974358974358974,1,1,0.923809523809524,1,1,1,1,0.974683544303797,0.988095238095238,1,0.991304347826087,1,0.986238532110092,1,1,0.943548387096774,1,0.954022988505747,1,0.979166666666667,0.979452054794521,1,1,1
"154",1,0,1,1,1,1,1,1,1,1,1,0.985294117647059,1,0.990990990990991,1,1,1,1,1,0.990990990990991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"193",1,1,0,1,0.880952380952381,0.956521739130435,1,1,1,0.875,0.952380952380952,0.926470588235294,0.966887417218543,0.954954954954955,1,1,1,1,0.928571428571429,0.991304347826087,0.96551724137931,0.991228070175439,0.947368421052632,1,1,1,0.9375,1,0.833333333333333,1,1,0.994285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983164983164983,1,1,0.995215311004785,1,1,1,1,1,1,1,1,1,1,1,1,1
"230",0.785714285714286,1,1,0,0.911111111111111,1,1,0.818181818181818,0.75,1,0.857142857142857,0.986486486486487,0.987179487179487,0.982758620689655,1,1,1,1,1,1,1,1,0.952380952380952,1,1,1,1,1,1,1,1,0.994350282485876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996699669966997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"232",0.647058823529412,1,0.880952380952381,0.911111111111111,0,0.78,1,1,0.958333333333333,0.977777777777778,0.843137254901961,0.817204301075269,0.857988165680473,0.8046875,1,1,0.992,1,0.916666666666667,0.875,0.984848484848485,0.979865771812081,0.944444444444444,1,1,0.978260869565217,0.941176470588235,1,0.976744186046512,0.985074626865672,1,0.955882352941176,0.966101694915254,1,0.980392156862745,0.934065934065934,0.978723404255319,1,0.967391304347826,1,0.956521739130435,0.867256637168142,1,0.98,1,0.966292134831461,0.940625,0.979591836734694,1,0.96652719665272,0.987012987012987,0.978354978354978,0.984615384615385,1,0.942028985507246,0.977777777777778,0.95049504950495,1,0.967741935483871,0.948717948717949,1,1,1
"233",0.789473684210526,1,0.956521739130435,1,0.78,0,0.947368421052632,0.958333333333333,1,0.954545454545454,0.971428571428571,0.824324324324324,0.896103896103896,0.859649122807018,1,1,1,1,0.964285714285714,0.869565217391304,0.842105263157895,0.984251968503937,0.96969696969697,1,1,1,0.966666666666667,1,0.95,1,1,0.961748633879781,1,1,1,0.942857142857143,0.958333333333333,1,1,1,1,0.939393939393939,1,1,1,0.970149253731343,0.970684039087948,0.973333333333333,1,0.986425339366516,0.962264150943396,0.990521327014218,1,1,0.948717948717949,1,0.935897435897436,1,0.948717948717949,0.985611510791367,1,0.953488372093023,0.956521739130435
"269",1,1,1,1,1,0.947368421052632,0,0.833333333333333,1,1,1,1,0.993377483443709,0.990990990990991,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"270",0.96875,1,1,0.818181818181818,1,0.958333333333333,0.833333333333333,0,0.833333333333333,1,0.904761904761905,1,0.980519480519481,0.982608695652174,0.875,1,1,1,0.933333333333333,1,0.931034482758621,1,0.894736842105263,1,1,1,1,1,1,1,1,0.988571428571429,1,1,1,1,1,1,1,1,1,0.989010989010989,1,1,1,1,0.993355481727575,0.984126984126984,1,0.995238095238095,1,0.994974874371859,1,1,0.990825688073394,1,1,1,1,0.992125984251969,0.9375,1,1
"271",0.870967741935484,1,1,0.75,0.958333333333333,1,1,0.833333333333333,0,0.909090909090909,0.611111111111111,0.972972972972973,0.974193548387097,0.974137931034483,1,1,0.989010989010989,1,0.875,0.974137931034483,0.862068965517241,0.991452991452991,0.954545454545454,0.9,0.909090909090909,0.818181818181818,0.947368421052632,0.875,1,1,1,0.977142857142857,0.961538461538461,1,0.875,0.983870967741935,1,1,0.966101694915254,1,1,0.967032967032967,1,0.9375,1,0.982456140350877,0.990066225165563,0.984615384615385,0.9375,0.990521327014218,1,0.984924623115578,1,1,1,1,0.985915492957746,1,1,0.992248062015504,1,1,1
"272",1,1,0.875,1,0.977777777777778,0.954545454545454,1,1,0.909090909090909,0,0.894736842105263,0.985915492957746,0.986928104575163,0.973214285714286,0.833333333333333,1,1,1,0.923076923076923,0.991228070175439,0.925925925925926,0.991150442477876,0.944444444444444,1,1,1,0.857142857142857,1,0.8,1,1,0.982558139534884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996666666666667,1,1,0.995192307692308,1,1,1,1,1,1,1,1,1,1,1,1,1
"311",0.842105263157895,1,0.952380952380952,0.857142857142857,0.843137254901961,0.971428571428571,1,0.904761904761905,0.611111111111111,0.894736842105263,0,0.924050632911392,0.936708860759494,0.905982905982906,0.947368421052632,1,0.97979797979798,1,0.772727272727273,0.933333333333333,0.764705882352941,0.975806451612903,0.933333333333333,0.947368421052632,0.95,0.9,0.925925925925926,0.941176470588235,0.944444444444444,0.976190476190476,1,0.972677595628415,0.941176470588235,1,0.92,0.971428571428571,1,1,0.955223880597015,1,0.954545454545454,0.948979591836735,1,0.916666666666667,1,0.969230769230769,0.983818770226537,0.986486486486487,0.96,0.981651376146789,1,0.980676328502415,1,1,0.983193277310924,0.95,0.9875,1,1,0.985401459854015,1,1,1
"312",0.920454545454545,0.985294117647059,0.926470588235294,0.986486486486487,0.817204301075269,0.824324324324324,1,1,0.972972972972973,0.985915492957746,0.924050632911392,0,0.688622754491018,0.568,1,0.934210526315789,0.929577464788732,1,0.945945945945946,0.822368421052632,0.865853658536585,0.894409937888199,0.975308641975309,1,1,0.986111111111111,0.974358974358974,0.985294117647059,0.985507246376812,0.955555555555556,1,0.933035714285714,1,0.951807228915663,1,0.991803278688525,0.986301369863014,1,0.90990990990991,1,1,0.937931034482759,1,1,1,0.964912280701754,0.903903903903904,0.95,0.986842105263158,0.954022988505747,0.927835051546392,0.96031746031746,0.989010989010989,1,0.918238993710692,0.985915492957746,0.944,1,0.96551724137931,0.944444444444444,1,0.931818181818182,0.978947368421053
"351",0.901234567901235,1,0.966887417218543,0.987179487179487,0.857988165680473,0.896103896103896,0.993377483443709,0.980519480519481,0.974193548387097,0.986928104575163,0.936708860759494,0.688622754491018,0,0.536312849162011,1,0.968553459119497,0.891509433962264,1,0.947712418300654,0.467836257309941,0.893081761006289,0.894067796610169,0.935897435897436,0.993464052287582,0.993506493506493,0.980392156862745,0.961783439490446,0.993377483443709,0.993421052631579,0.952662721893491,1,0.862190812720848,0.957055214723926,0.944099378881988,0.967948717948718,0.932642487046632,0.980519480519481,1,0.87292817679558,0.974522292993631,0.993589743589744,0.897674418604651,1,0.987341772151899,1,0.963917525773196,0.868686868686869,0.965346534653465,0.987341772151899,0.91131498470948,0.966850828729282,0.89776357827476,0.964497041420118,1,0.851351351351351,0.993506493506493,0.8860103626943,1,0.982352941176471,0.929411764705882,0.934210526315789,0.933734939759036,0.98876404494382
"352",0.868852459016394,0.990990990990991,0.954954954954955,0.982758620689655,0.8046875,0.859649122807018,0.990990990990991,0.982608695652174,0.974137931034483,0.973214285714286,0.905982905982906,0.568,0.536312849162011,0,0.982142857142857,0.966666666666667,0.940217391304348,1,0.93859649122807,0.716763005780347,0.87603305785124,0.921951219512195,0.932203389830508,1,1,0.982456140350877,0.948717948717949,0.990990990990991,0.981981981981982,0.937984496124031,1,0.872,0.992248062015504,0.916666666666667,0.965811965811966,0.968944099378882,0.973684210526316,1,0.941935483870968,1,0.991379310344828,0.854651162790698,1,0.991596638655462,1,0.967948717948718,0.860335195530726,0.916666666666667,1,0.921501706484642,0.934782608695652,0.902877697841727,1,1,0.880208333333333,1,0.90625,1,0.992424242424242,0.900943396226415,0.948275862068966,0.912698412698413,0.985507246376812
"353",0.96551724137931,1,1,1,1,1,1,0.875,1,0.833333333333333,0.947368421052632,1,1,0.982142857142857,0,1,1,1,1,1,0.962962962962963,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996655518394649,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"381",1,1,1,1,1,1,1,1,1,1,1,0.934210526315789,0.968553459119497,0.966666666666667,1,0,0.858823529411765,1,0.954545454545454,0.966666666666667,0.972972972972973,0.881818181818182,0.962962962962963,1,1,1,1,1,1,0.818181818181818,1,0.930232558139535,0.933333333333333,0.857142857142857,1,0.9375,1,1,0.862068965517241,1,1,1,1,1,1,0.967213114754098,0.996763754045307,1,0.952380952380952,0.990740740740741,1,0.995145631067961,1,1,1,0.9375,0.930555555555556,1,1,0.961538461538461,1,0.885714285714286,1
"382",1,1,1,1,0.992,1,1,1,0.989010989010989,1,0.97979797979798,0.929577464788732,0.891509433962264,0.940217391304348,1,0.858823529411765,0,1,0.978260869565217,0.839285714285714,0.971698113207547,0.252252252252252,0.979381443298969,0.988372093023256,0.976744186046512,0.988636363636364,0.989473684210526,1,1,0.777777777777778,1,0.75609756097561,0.904255319148936,0.91578947368421,0.978260869565217,0.822033898305085,0.98876404494382,1,0.695238095238095,0.906976744186046,0.96551724137931,0.944099378881988,1,0.966666666666667,1,0.936507936507936,0.944598337950139,0.99290780141844,0.978021978021978,0.921641791044776,0.983050847457627,0.942965779467681,0.961538461538461,1,0.919540229885058,0.976744186046512,0.878787878787879,1,1,0.921465968586387,0.956043956043956,0.910891089108911,0.963302752293578
"389",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.9,1,1,1,1,1,1,1,1,1,1,1,1,0.994152046783626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996632996632997,1,1,1,1,0.994845360824742,1,1,1,1,1,1,1,0.991803278688525,1,1,1
"390",0.942857142857143,1,0.928571428571429,1,0.916666666666667,0.964285714285714,1,0.933333333333333,0.875,0.923076923076923,0.772727272727273,0.945945945945946,0.947712418300654,0.93859649122807,1,0.954545454545454,0.978260869565217,0.9,0,0.93859649122807,0.90625,0.974358974358974,0.80952380952381,0.916666666666667,0.923076923076923,0.75,0.842105263157895,1,0.909090909090909,1,1,0.959770114942529,0.964285714285714,1,0.888888888888889,0.951612903225806,1,1,0.95,1,1,0.956521739130435,1,0.944444444444444,1,0.96551724137931,0.980066445182724,0.96969696969697,0.882352941176471,0.981042654028436,1,0.96969696969697,1,1,0.972972972972973,0.923076923076923,0.972222222222222,1,1,0.960629921259842,0.95,1,1
"391",0.904761904761905,0.990990990990991,0.991304347826087,1,0.875,0.869565217391304,1,1,0.974137931034483,0.991228070175439,0.933333333333333,0.822368421052632,0.467836257309941,0.716763005780347,1,0.966666666666667,0.839285714285714,1,0.93859649122807,0,0.903225806451613,0.848958333333333,0.941176470588235,0.991150442477876,0.991228070175439,0.964285714285714,0.957627118644068,0.990990990990991,0.991071428571429,0.904,1,0.839506172839506,0.943089430894309,0.898305084745763,0.965811965811966,0.863013698630137,0.973684210526316,1,0.828571428571429,0.929203539823009,0.982608695652174,0.806060606060606,1,0.974358974358974,1,0.961290322580645,0.882191780821918,0.950310559006211,0.991596638655462,0.910344827586207,0.927007299270073,0.878676470588235,0.953488372093023,0.990990990990991,0.850267379679144,0.991228070175439,0.870967741935484,0.990990990990991,0.976923076923077,0.857843137254902,0.957264957264957,0.867768595041322,0.978102189781022
"392",0.96,1,0.96551724137931,1,0.984848484848485,0.842105263157895,0.96,0.931034482758621,0.862068965517241,0.925925925925926,0.764705882352941,0.865853658536585,0.893081761006289,0.87603305785124,0.962962962962963,0.972972972972973,0.971698113207547,1,0.90625,0.903225806451613,0,0.961538461538461,0.918918918918919,0.962962962962963,0.964285714285714,0.928571428571429,0.911764705882353,0.96,0.961538461538461,1,1,0.962962962962963,0.952380952380952,1,0.939393939393939,0.961038961038961,0.966666666666667,1,0.96,1,0.931034482758621,0.962616822429907,1,0.903225806451613,1,0.943661971830986,0.977777777777778,1,0.9375,0.959276018099548,0.983333333333333,0.976635514018692,0.979166666666667,0.96,0.9921875,0.925925925925926,0.965116279069767,0.96,0.978260869565217,0.95,1,0.98,0.981132075471698
"422",0.985185185185185,1,0.991228070175439,1,0.979865771812081,0.984251968503937,1,1,0.991452991452991,0.991150442477876,0.975806451612903,0.894409937888199,0.894067796610169,0.921951219512195,1,0.881818181818182,0.252252252252252,1,0.974358974358974,0.848958333333333,0.961538461538461,0,0.975409836065574,0.981981981981982,0.972972972972973,0.982300884955752,0.974789915966387,1,0.990990990990991,0.817391304347826,1,0.655502392344498,0.878260869565217,0.933884297520661,0.983050847457627,0.786764705882353,0.973451327433628,1,0.696,0.918918918918919,0.964285714285714,0.911111111111111,1,0.965217391304348,1,0.933333333333333,0.923280423280423,0.956521739130435,0.974137931034483,0.894736842105263,0.949640287769784,0.918149466192171,0.94488188976378,0.990909090909091,0.913705583756345,0.972972972972973,0.87012987012987,0.990909090909091,0.96875,0.905660377358491,0.965811965811966,0.912,0.954887218045113
"430",0.894736842105263,1,0.947368421052632,0.952380952380952,0.944444444444444,0.96969696969697,1,0.894736842105263,0.954545454545454,0.944444444444444,0.933333333333333,0.975308641975309,0.935897435897436,0.932203389830508,1,0.962962962962963,0.979381443298969,1,0.80952380952381,0.941176470588235,0.918918918918919,0.975409836065574,0,1,1,0.888888888888889,0.714285714285714,1,0.9375,0.975,1,0.966666666666667,0.9375,1,0.684210526315789,0.985507246376812,0.95,0.941176470588235,0.985074626865672,1,0.894736842105263,0.902173913043478,0.933333333333333,0.956521739130435,1,0.968253968253968,0.97029702970297,0.957142857142857,1,0.981481481481482,0.98,0.970443349753695,1,1,0.982905982905983,1,1,1,1,0.985185185185185,0.96,1,1
"461",0.96551724137931,1,1,1,1,1,1,1,0.9,1,0.947368421052632,1,0.993464052287582,1,1,1,0.988372093023256,1,0.916666666666667,0.991150442477876,0.962962962962963,0.981981981981982,1,0,0.6,0.857142857142857,1,1,1,1,1,0.982456140350877,0.9,1,0.916666666666667,0.964285714285714,1,1,0.943396226415094,1,1,0.988636363636364,1,0.909090909090909,1,0.980769230769231,0.996655518394649,1,0.909090909090909,0.995169082125604,1,0.98974358974359,1,1,1,1,0.969230769230769,1,1,1,1,1,1
